feature	chromosome	start	end	SLX-17922.D701tp_D504tp.HC22GBBXY.s_6.r_1	SLX-17922.D701tp_D506tp.HC22GBBXY.s_6.r_1	SLX-17921.D711tp_D502tp.H5J55BBXY.s_8.r_1	SLX-17921.D711tp_D503tp.H5J55BBXY.s_8.r_1
14:80000001-80500000	14	80000001	80500000	1.063	1.044	1.131	1.148
14:80500001-81000000	14	80500001	81000000	1.041	1.121	0.964	1.044
14:81000001-81500000	14	81000001	81500000	0.988	0.966	0.939	1.122
14:81500001-82000000	14	81500001	82000000	1.023	1.002	1.05	1.134
14:82000001-82500000	14	82000001	82500000	1.012	1.001	0.973	1.038
14:82500001-83000000	14	82500001	83000000	1.03	1.044	1.032	1.006
14:83000001-83500000	14	83000001	83500000	0.994	0.998	1.04	1.009
14:84500001-85000000	14	84500001	85000000	1.035	0.896	1.062	0.991
14:85000001-85500000	14	85000001	85500000	1.046	0.967	1.019	1.018
14:85500001-86000000	14	85500001	86000000	1.003	1.006	1.032	1.025
14:86500001-87000000	14	86500001	87000000	0.935	0.986	1.054	1.051
14:87000001-87500000	14	87000001	87500000	1.014	1.03	1.003	1.015
14:87500001-88000000	14	87500001	88000000	0.976	1.034	0.969	1.047
14:88000001-88500000	14	88000001	88500000	1.063	1.034	1.136	1.103
14:88500001-89000000	14	88500001	89000000	0.966	1.046	1.084	1.036
14:89000001-89500000	14	89000001	89500000	1.022	0.991	0.946	1.032
14:89500001-90000000	14	89500001	90000000	1.015	0.953	0.964	0.951
14:90000001-90500000	14	90000001	90500000	1.028	1.09	0.97	1.129
14:90500001-91000000	14	90500001	91000000	1.044	0.923	0.908	1.024
14:91000001-91500000	14	91000001	91500000	0.984	0.882	1.025	0.885
14:91500001-92000000	14	91500001	92000000	1.093	1.038	0.992	0.978
14:92000001-92500000	14	92000001	92500000	0.917	1.001	1.055	0.979
14:92500001-93000000	14	92500001	93000000	0.996	0.976	1.01	1.065
14:93000001-93500000	14	93000001	93500000	0.993	0.993	1.061	1.003
14:93500001-94000000	14	93500001	94000000	1.001	0.993	1.115	1.118
14:94000001-94500000	14	94000001	94500000	0.984	0.982	0.988	0.99
14:94500001-95000000	14	94500001	95000000	1.061	1.024	0.993	1.03
14:95000001-95500000	14	95000001	95500000	0.92	1.017	0.99	1.004
14:95500001-96000000	14	95500001	96000000	1.047	1.102	1.084	1.071
14:96000001-96500000	14	96000001	96500000	1.029	1.057	1.074	1.044
14:96500001-97000000	14	96500001	97000000	1.032	0.963	0.974	1.026
14:97000001-97500000	14	97000001	97500000	0.996	1.018	1.05	1.048
14:97500001-98000000	14	97500001	98000000	1.096	0.953	0.965	1.055
14:98000001-98500000	14	98000001	98500000	0.949	0.949	1.077	0.975
14:98500001-99000000	14	98500001	99000000	1.064	1.038	1.023	1.186
14:99000001-99500000	14	99000001	99500000	0.945	1.016	0.988	1.04
14:99500001-100000000	14	99500001	100000000	1.017	0.96	1.028	1.014
14:100000001-100500000	14	100000001	100500000	0.993	1.042	0.973	0.943
14:100500001-101000000	14	100500001	101000000	0.992	0.948	1.104	1.075
14:101000001-101500000	14	101000001	101500000	0.986	1.109	1.074	1.191
14:101500001-102000000	14	101500001	102000000	1.03	0.923	0.96	1.016
14:102000001-102500000	14	102000001	102500000	0.966	0.968	0.943	1.034
14:102500001-103000000	14	102500001	103000000	0.981	0.955	1.032	0.97
14:103000001-103500000	14	103000001	103500000	0.967	0.968	0.904	0.981
14:103500001-104000000	14	103500001	104000000	0.972	1.073	1.02	0.904
14:104000001-104500000	14	104000001	104500000	1.002	1.003	1.122	1.14
14:104500001-105000000	14	104500001	105000000	1.032	1.075	1.167	1.056
14:105000001-105500000	14	105000001	105500000	1.058	1.014	0.968	1.005
15:23500001-24000000	15	23500001	24000000	0.936	1.006	1.067	1.02
15:24500001-25000000	15	24500001	25000000	1.028	0.942	0.935	0.988
15:25000001-25500000	15	25000001	25500000	1.032	0.938	0.9	1.077
15:26000001-26500000	15	26000001	26500000	1.014	0.973	0.96	0.899
15:26500001-27000000	15	26500001	27000000	0.94	0.958	1.007	0.994
15:27000001-27500000	15	27000001	27500000	1.055	0.98	0.96	1.047
15:27500001-28000000	15	27500001	28000000	0.987	1.028	0.907	0.989
15:29000001-29500000	15	29000001	29500000	1.037	1.105	1.025	0.998
15:29500001-30000000	15	29500001	30000000	0.975	0.992	0.939	1.024
15:31000001-31500000	15	31000001	31500000	0.926	0.942	0.982	0.897
15:31500001-32000000	15	31500001	32000000	1.048	0.966	1.036	1.024
15:33000001-33500000	15	33000001	33500000	1.047	1.046	1.019	1.037
15:33500001-34000000	15	33500001	34000000	1.025	1.062	1.041	0.986
15:34000001-34500000	15	34000001	34500000	0.912	0.971	0.997	0.849
15:35500001-36000000	15	35500001	36000000	1.05	1.079	1.081	1.009
15:36000001-36500000	15	36000001	36500000	1.047	1.02	1.05	1.013
15:36500001-37000000	15	36500001	37000000	0.971	1.083	1.016	1.129
15:37000001-37500000	15	37000001	37500000	1.058	0.98	1.108	1.046
15:37500001-38000000	15	37500001	38000000	0.958	1.076	1.011	1.027
15:38000001-38500000	15	38000001	38500000	1.024	1.017	0.875	0.96
15:38500001-39000000	15	38500001	39000000	0.99	1.017	0.97	0.966
15:39000001-39500000	15	39000001	39500000	0.902	1.008	0.952	0.881
15:39500001-40000000	15	39500001	40000000	1.022	1.051	0.992	0.924
15:40500001-41000000	15	40500001	41000000	0.957	1.008	0.977	0.928
15:41500001-42000000	15	41500001	42000000	0.99	0.937	0.988	1.036
15:42000001-42500000	15	42000001	42500000	0.975	0.959	0.897	1.029
15:42500001-43000000	15	42500001	43000000	1.025	1.083	0.948	0.876
15:43000001-43500000	15	43000001	43500000	1.105	1.013	0.959	0.906
15:44000001-44500000	15	44000001	44500000	0.957	1.093	0.99	1.04
15:45000001-45500000	15	45000001	45500000	0.969	0.978	0.951	0.962
15:45500001-46000000	15	45500001	46000000	1.008	0.97	0.952	0.91
15:46000001-46500000	15	46000001	46500000	0.95	0.922	0.904	0.903
15:46500001-47000000	15	46500001	47000000	1.015	0.935	0.964	1.032
15:47000001-47500000	15	47000001	47500000	1.049	1.079	0.998	1.025
15:47500001-48000000	15	47500001	48000000	0.982	1.021	1.02	0.88
15:48000001-48500000	15	48000001	48500000	1.084	1.047	1.02	1.064
15:48500001-49000000	15	48500001	49000000	1.053	1.027	0.959	1.012
15:49000001-49500000	15	49000001	49500000	0.93	1.051	0.915	1.003
15:49500001-50000000	15	49500001	50000000	0.974	1.063	1.055	0.947
15:50000001-50500000	15	50000001	50500000	0.922	0.944	0.965	0.975
15:50500001-51000000	15	50500001	51000000	0.978	0.942	0.869	1.02
15:51000001-51500000	15	51000001	51500000	1.049	1.116	1.017	1.062
15:51500001-52000000	15	51500001	52000000	0.987	1.019	1.022	0.967
15:52500001-53000000	15	52500001	53000000	0.97	1.033	1.001	0.966
15:53000001-53500000	15	53000001	53500000	0.988	1.024	1.086	1.032
15:53500001-54000000	15	53500001	54000000	1.022	1.029	0.927	0.967
15:54000001-54500000	15	54000001	54500000	1.044	1.055	1.028	0.959
15:55000001-55500000	15	55000001	55500000	0.93	1.021	1.022	0.954
15:55500001-56000000	15	55500001	56000000	1.032	0.984	0.979	0.944
15:56000001-56500000	15	56000001	56500000	1.017	0.977	0.993	0.927
15:56500001-57000000	15	56500001	57000000	1.019	0.997	0.93	0.981
15:57000001-57500000	15	57000001	57500000	0.955	1.053	0.962	0.983
15:57500001-58000000	15	57500001	58000000	1.075	0.991	0.92	1.016
15:58500001-59000000	15	58500001	59000000	0.93	0.95	0.793	0.789
15:59000001-59500000	15	59000001	59500000	0.917	1.008	0.933	0.841
15:59500001-60000000	15	59500001	60000000	0.91	0.956	0.994	0.969
15:60000001-60500000	15	60000001	60500000	0.95	1.074	0.976	0.966
15:60500001-61000000	15	60500001	61000000	1.023	1.001	0.953	0.918
15:61000001-61500000	15	61000001	61500000	1.035	1.027	0.987	0.835
15:61500001-62000000	15	61500001	62000000	1.076	1.059	1.031	1.046
15:62000001-62500000	15	62000001	62500000	0.947	0.979	1.018	0.97
15:62500001-63000000	15	62500001	63000000	1.043	1.012	1.005	0.884
15:63000001-63500000	15	63000001	63500000	0.945	0.991	0.876	0.856
15:63500001-64000000	15	63500001	64000000	0.952	0.986	0.919	0.815
15:64000001-64500000	15	64000001	64500000	0.959	0.945	1.013	0.979
15:64500001-65000000	15	64500001	65000000	1.073	1.005	1.02	0.947
15:65000001-65500000	15	65000001	65500000	1.056	1.014	1.062	0.979
15:65500001-66000000	15	65500001	66000000	1.008	0.937	0.977	0.866
15:66000001-66500000	15	66000001	66500000	1.047	1.077	1.043	1.021
15:66500001-67000000	15	66500001	67000000	1.108	0.945	0.923	0.816
15:67500001-68000000	15	67500001	68000000	0.959	0.998	0.904	0.916
15:68000001-68500000	15	68000001	68500000	0.907	0.948	0.934	0.797
15:68500001-69000000	15	68500001	69000000	0.963	0.99	0.946	0.974
15:69000001-69500000	15	69000001	69500000	1.013	0.981	0.917	0.888
15:69500001-70000000	15	69500001	70000000	1.019	1	0.968	1.04
15:70000001-70500000	15	70000001	70500000	1.002	0.958	0.939	0.916
15:70500001-71000000	15	70500001	71000000	1.003	1.039	1.063	1.081
15:71000001-71500000	15	71000001	71500000	1.129	1.097	0.972	0.912
15:71500001-72000000	15	71500001	72000000	1.058	1.009	1.013	0.93
15:72000001-72500000	15	72000001	72500000	0.944	0.99	0.942	0.892
15:72500001-73000000	15	72500001	73000000	1.03	1.042	0.957	0.943
15:73000001-73500000	15	73000001	73500000	1.067	1.02	0.989	0.931
15:73500001-74000000	15	73500001	74000000	1.033	1.088	0.986	1.024
15:74000001-74500000	15	74000001	74500000	1.079	1.099	1.128	1.189
15:74500001-75000000	15	74500001	75000000	0.957	0.949	0.952	0.924
15:75500001-76000000	15	75500001	76000000	1.001	1.02	1.005	1.069
15:76000001-76500000	15	76000001	76500000	1.024	1.049	1.055	0.956
15:76500001-77000000	15	76500001	77000000	0.97	1.06	0.908	0.957
15:77000001-77500000	15	77000001	77500000	0.998	0.973	1.089	0.979
15:77500001-78000000	15	77500001	78000000	1.159	1.146	1.232	1.154
15:78000001-78500000	15	78000001	78500000	1.029	0.989	0.926	0.976
15:78500001-79000000	15	78500001	79000000	1.046	1.055	0.97	0.857
15:79000001-79500000	15	79000001	79500000	1.052	1.075	1.017	0.954
15:79500001-80000000	15	79500001	80000000	1.072	1.012	0.994	1.073
15:80000001-80500000	15	80000001	80500000	1.022	0.976	0.987	0.973
15:80500001-81000000	15	80500001	81000000	1.082	0.952	0.907	0.899
15:81000001-81500000	15	81000001	81500000	0.966	0.959	0.92	0.973
15:81500001-82000000	15	81500001	82000000	1.069	1.086	1.103	1.154
15:82500001-83000000	15	82500001	83000000	1.022	1.081	1.037	0.986
15:83000001-83500000	15	83000001	83500000	1.056	1.045	1.063	0.962
15:83500001-84000000	15	83500001	84000000	1.073	1.052	0.912	1.117
15:84500001-85000000	15	84500001	85000000	0.908	1.101	0.928	1.069
15:85500001-86000000	15	85500001	86000000	0.941	0.876	0.879	0.911
15:86000001-86500000	15	86000001	86500000	1.02	1.059	1.019	0.964
15:86500001-87000000	15	86500001	87000000	1.091	0.996	0.986	1.068
15:87000001-87500000	15	87000001	87500000	1.082	1	1.029	0.838
15:87500001-88000000	15	87500001	88000000	1.092	0.987	1.014	0.918
15:88000001-88500000	15	88000001	88500000	1.088	0.957	1.003	0.894
15:88500001-89000000	15	88500001	89000000	1.13	1.038	0.986	0.962
15:89000001-89500000	15	89000001	89500000	0.955	0.889	1.007	0.924
15:89500001-90000000	15	89500001	90000000	1.011	0.989	0.907	0.933
15:90000001-90500000	15	90000001	90500000	0.987	0.948	1.019	1.011
15:90500001-91000000	15	90500001	91000000	0.96	0.93	0.895	0.949
15:91000001-91500000	15	91000001	91500000	1.093	1.035	1.026	0.996
15:92000001-92500000	15	92000001	92500000	1.052	1.104	1.002	1.032
15:92500001-93000000	15	92500001	93000000	0.955	1.031	0.897	0.854
15:93000001-93500000	15	93000001	93500000	1.039	0.962	1	0.937
15:93500001-94000000	15	93500001	94000000	1.034	1.021	1.01	0.928
15:94000001-94500000	15	94000001	94500000	1.005	0.929	0.979	1.004
15:94500001-95000000	15	94500001	95000000	1.036	1.025	0.983	1.073
15:95000001-95500000	15	95000001	95500000	1.032	1.03	0.969	0.87
15:95500001-96000000	15	95500001	96000000	0.997	0.991	0.937	0.896
15:96000001-96500000	15	96000001	96500000	0.983	0.916	0.798	0.808
15:96500001-97000000	15	96500001	97000000	1.04	0.979	0.948	0.991
15:97000001-97500000	15	97000001	97500000	1.104	0.983	0.992	0.979
15:97500001-98000000	15	97500001	98000000	0.972	0.981	0.923	0.916
15:98000001-98500000	15	98000001	98500000	0.974	1.047	1.05	0.849
15:98500001-99000000	15	98500001	99000000	0.917	0.945	0.853	0.845
15:99000001-99500000	15	99000001	99500000	1.002	1.02	0.968	0.966
15:99500001-100000000	15	99500001	100000000	0.965	0.959	0.887	0.942
15:100000001-100500000	15	100000001	100500000	1.061	1.025	0.953	0.982
15:100500001-101000000	15	100500001	101000000	1.094	1.008	0.984	0.927
15:101000001-101500000	15	101000001	101500000	0.979	0.893	0.867	0.839
16:1-500000	16	1	500000	1.048	0.998	1.36	1.274
16:500001-1000000	16	500001	1000000	1.141	1.04	1.394	1.356
16:1000001-1500000	16	1000001	1500000	1.075	0.998	1.431	1.553
16:1500001-2000000	16	1500001	2000000	0.97	1.032	1.209	1.396
16:2000001-2500000	16	2000001	2500000	1.012	0.988	1.435	1.35
16:3500001-4000000	16	3500001	4000000	0.987	0.91	1.301	1.432
16:4000001-4500000	16	4000001	4500000	1.027	0.988	1.265	1.503
16:4500001-5000000	16	4500001	5000000	1.037	1.034	1.376	1.518
16:5500001-6000000	16	5500001	6000000	1.078	0.914	1.418	1.508
16:6000001-6500000	16	6000001	6500000	1.143	0.962	1.311	1.529
16:6500001-7000000	16	6500001	7000000	0.985	0.956	1.407	1.43
16:7000001-7500000	16	7000001	7500000	1.083	0.938	1.309	1.369
16:7500001-8000000	16	7500001	8000000	0.932	1.003	1.477	1.526
16:8000001-8500000	16	8000001	8500000	0.985	1.052	1.215	1.52
16:8500001-9000000	16	8500001	9000000	1.003	1.006	1.214	1.232
16:9000001-9500000	16	9000001	9500000	0.978	0.949	1.124	1.241
16:9500001-10000000	16	9500001	10000000	1.079	1.036	1.492	1.513
16:10000001-10500000	16	10000001	10500000	1.103	1.022	1.456	1.545
16:11000001-11500000	16	11000001	11500000	1.03	0.967	1.404	1.331
16:11500001-12000000	16	11500001	12000000	0.971	0.817	1.405	1.215
16:12000001-12500000	16	12000001	12500000	1.08	1.039	1.322	1.575
16:12500001-13000000	16	12500001	13000000	0.927	1.014	1.318	1.502
16:13000001-13500000	16	13000001	13500000	1.092	0.987	1.549	1.468
16:13500001-14000000	16	13500001	14000000	1.145	0.978	1.406	1.491
16:14000001-14500000	16	14000001	14500000	0.996	1.084	1.37	1.428
16:15500001-16000000	16	15500001	16000000	0.998	0.986	1.301	1.324
16:17000001-17500000	16	17000001	17500000	1.006	1.083	1.398	1.443
16:17500001-18000000	16	17500001	18000000	1.129	1.04	1.464	1.725
16:19000001-19500000	16	19000001	19500000	0.982	0.962	1.247	1.223
16:19500001-20000000	16	19500001	20000000	0.979	0.978	1.224	1.223
16:20000001-20500000	16	20000001	20500000	1.096	0.993	1.196	1.457
16:22000001-22500000	16	22000001	22500000	1.031	1.066	1.306	1.242
16:23000001-23500000	16	23000001	23500000	0.986	0.991	1.209	1.22
16:23500001-24000000	16	23500001	24000000	1.027	0.951	1.189	1.228
16:24000001-24500000	16	24000001	24500000	0.998	0.993	1.2	1.293
16:24500001-25000000	16	24500001	25000000	1.059	1.026	1.286	1.292
16:25000001-25500000	16	25000001	25500000	1.082	1.101	1.348	1.303
16:25500001-26000000	16	25500001	26000000	1.044	1.057	1.237	1.286
16:26000001-26500000	16	26000001	26500000	1.048	1.023	1.176	1.238
16:26500001-27000000	16	26500001	27000000	0.997	0.965	1.165	1.074
16:27000001-27500000	16	27000001	27500000	0.985	0.915	1.195	1.176
16:27500001-28000000	16	27500001	28000000	1.044	0.898	1.119	1.159
16:30500001-31000000	16	30500001	31000000	0.98	0.918	1.045	1.173
16:31000001-31500000	16	31000001	31500000	1.07	0.956	1.259	1.2
16:46500001-47000000	16	46500001	47000000	0.96	0.927	0.836	0.878
16:47000001-47500000	16	47000001	47500000	1.057	1.042	0.862	0.796
16:47500001-48000000	16	47500001	48000000	1.007	1.045	0.946	0.965
16:48000001-48500000	16	48000001	48500000	1.053	0.952	0.887	0.859
16:48500001-49000000	16	48500001	49000000	1.004	0.951	0.855	0.979
16:49000001-49500000	16	49000001	49500000	0.997	1.077	1.012	0.824
16:49500001-50000000	16	49500001	50000000	0.964	1.091	0.916	0.97
16:50000001-50500000	16	50000001	50500000	0.91	0.987	0.88	0.92
16:50500001-51000000	16	50500001	51000000	0.959	1.054	0.866	0.794
16:51000001-51500000	16	51000001	51500000	1.007	0.954	0.946	0.924
16:51500001-52000000	16	51500001	52000000	1.004	1.018	0.886	0.869
16:52000001-52500000	16	52000001	52500000	0.999	1.016	0.836	0.872
16:52500001-53000000	16	52500001	53000000	1.014	1.026	0.998	0.969
16:53000001-53500000	16	53000001	53500000	0.924	0.994	0.899	0.998
16:53500001-54000000	16	53500001	54000000	1.019	0.939	1.049	1.1
16:54000001-54500000	16	54000001	54500000	1.054	1.013	1.327	1.187
16:54500001-55000000	16	54500001	55000000	1.048	0.981	1.209	1.213
16:55000001-55500000	16	55000001	55500000	1.041	1.053	0.879	0.921
16:55500001-56000000	16	55500001	56000000	0.948	1.058	0.922	0.792
16:56000001-56500000	16	56000001	56500000	0.965	1.004	0.886	0.904
16:56500001-57000000	16	56500001	57000000	0.951	1.006	0.877	0.851
16:57000001-57500000	16	57000001	57500000	0.962	1.023	0.81	0.766
16:57500001-58000000	16	57500001	58000000	0.934	0.971	0.93	0.942
16:58000001-58500000	16	58000001	58500000	0.951	1.008	0.893	0.824
16:58500001-59000000	16	58500001	59000000	0.942	0.982	0.921	0.941
16:59000001-59500000	16	59000001	59500000	0.936	1.053	0.917	0.873
16:59500001-60000000	16	59500001	60000000	0.968	0.986	0.84	0.857
16:60500001-61000000	16	60500001	61000000	0.983	1.059	0.842	0.912
16:61000001-61500000	16	61000001	61500000	0.972	1.003	0.903	0.865
16:61500001-62000000	16	61500001	62000000	1.022	1.031	0.936	0.886
16:62000001-62500000	16	62000001	62500000	1.022	0.902	0.873	0.824
16:62500001-63000000	16	62500001	63000000	0.922	0.944	0.886	0.861
16:63000001-63500000	16	63000001	63500000	0.968	1.052	0.834	0.927
16:63500001-64000000	16	63500001	64000000	1.033	0.999	0.886	0.803
16:64000001-64500000	16	64000001	64500000	0.998	1.018	0.899	0.884
16:64500001-65000000	16	64500001	65000000	1.058	1.012	0.799	0.861
16:65000001-65500000	16	65000001	65500000	1.028	1.005	0.879	0.976
16:66000001-66500000	16	66000001	66500000	1.026	0.942	0.878	0.93
16:66500001-67000000	16	66500001	67000000	0.97	0.956	0.871	0.868
16:67000001-67500000	16	67000001	67500000	1.011	1	0.93	0.822
16:68000001-68500000	16	68000001	68500000	0.933	1.008	0.883	0.767
16:68500001-69000000	16	68500001	69000000	0.993	1.027	0.909	0.863
16:69500001-70000000	16	69500001	70000000	0.894	1.045	0.947	0.867
16:71500001-72000000	16	71500001	72000000	0.816	0.982	0.893	0.828
16:72000001-72500000	16	72000001	72500000	0.99	0.997	0.942	0.825
16:72500001-73000000	16	72500001	73000000	0.98	1.056	0.785	0.947
16:73500001-74000000	16	73500001	74000000	1.058	0.971	0.952	1.016
16:74000001-74500000	16	74000001	74500000	1.078	0.933	0.976	0.934
16:74500001-75000000	16	74500001	75000000	0.946	0.973	0.863	0.861
16:75000001-75500000	16	75000001	75500000	0.891	0.96	0.888	0.764
16:75500001-76000000	16	75500001	76000000	1.065	0.917	0.92	0.839
16:76000001-76500000	16	76000001	76500000	1.007	1.05	0.882	0.91
16:76500001-77000000	16	76500001	77000000	0.948	0.992	0.931	0.786
16:77000001-77500000	16	77000001	77500000	1.032	1.004	0.82	0.835
16:77500001-78000000	16	77500001	78000000	1.033	1.008	0.921	0.892
16:78000001-78500000	16	78000001	78500000	0.9	0.98	0.845	0.915
16:78500001-79000000	16	78500001	79000000	0.952	0.99	0.871	0.778
16:79000001-79500000	16	79000001	79500000	1.029	1.032	0.87	0.884
16:79500001-80000000	16	79500001	80000000	0.991	0.996	0.871	0.791
16:80000001-80500000	16	80000001	80500000	1.004	1.03	0.924	0.952
16:80500001-81000000	16	80500001	81000000	0.966	0.96	0.843	0.801
16:81000001-81500000	16	81000001	81500000	0.852	0.999	0.856	0.791
16:81500001-82000000	16	81500001	82000000	0.956	0.987	0.835	0.841
16:82500001-83000000	16	82500001	83000000	1.038	1.058	0.861	0.854
16:83000001-83500000	16	83000001	83500000	0.946	0.997	0.88	0.822
16:83500001-84000000	16	83500001	84000000	0.98	0.948	0.852	0.784
16:84000001-84500000	16	84000001	84500000	0.911	1.035	0.926	0.828
16:84500001-85000000	16	84500001	85000000	0.886	0.934	0.707	0.753
16:85000001-85500000	16	85000001	85500000	1.005	1.016	0.831	0.827
16:85500001-86000000	16	85500001	86000000	0.98	0.946	0.876	0.847
16:86000001-86500000	16	86000001	86500000	0.954	0.978	0.92	0.88
16:86500001-87000000	16	86500001	87000000	1.055	0.966	0.942	0.952
16:87000001-87500000	16	87000001	87500000	0.967	0.983	0.845	0.926
