feature	chromosome	start	end	SLX-17922.D704tp_D504tp.HC22GBBXY.s_6.r_1	SLX-17921.D701tp_D501tp.H5J55BBXY.s_8.r_1	SLX-16150.D704tp_D507tp.HC22VBBXY.s_3.r_1
4:123000001-123500000	4	123000001	123500000	0.965	0.988	0.959
4:123500001-124000000	4	123500001	124000000	0.945	0.942	1.026
4:124000001-124500000	4	124000001	124500000	0.923	0.994	1.047
4:124500001-125000000	4	124500001	125000000	0.862	0.909	1.081
4:125000001-125500000	4	125000001	125500000	1.041	1.039	0.935
4:125500001-126000000	4	125500001	126000000	0.965	1.035	1.004
4:126000001-126500000	4	126000001	126500000	0.934	0.93	0.971
4:126500001-127000000	4	126500001	127000000	0.986	0.949	0.912
4:127000001-127500000	4	127000001	127500000	1.081	0.866	0.996
4:127500001-128000000	4	127500001	128000000	1.026	1.147	0.95
4:128500001-129000000	4	128500001	129000000	0.927	1.048	1.035
4:129000001-129500000	4	129000001	129500000	0.977	0.991	1.031
4:129500001-130000000	4	129500001	130000000	1.045	1.012	0.977
4:130000001-130500000	4	130000001	130500000	0.968	1.026	1.01
4:130500001-131000000	4	130500001	131000000	0.928	1.052	1.004
4:131000001-131500000	4	131000001	131500000	0.986	0.924	0.909
4:132000001-132500000	4	132000001	132500000	0.938	0.874	1.023
4:132500001-133000000	4	132500001	133000000	0.931	0.938	0.879
4:133000001-133500000	4	133000001	133500000	0.906	0.947	1.092
4:133500001-134000000	4	133500001	134000000	0.917	0.865	0.987
4:134000001-134500000	4	134000001	134500000	0.883	0.873	0.865
4:134500001-135000000	4	134500001	135000000	0.928	0.947	0.926
4:135000001-135500000	4	135000001	135500000	0.926	0.956	0.962
4:135500001-136000000	4	135500001	136000000	0.953	0.923	0.904
4:136000001-136500000	4	136000001	136500000	1.03	0.878	1.003
4:136500001-137000000	4	136500001	137000000	0.973	1.03	0.962
4:137000001-137500000	4	137000001	137500000	0.973	0.915	0.971
4:137500001-138000000	4	137500001	138000000	0.963	0.955	1.004
4:138000001-138500000	4	138000001	138500000	1.061	0.957	0.919
4:138500001-139000000	4	138500001	139000000	1.098	1.1	0.993
4:139000001-139500000	4	139000001	139500000	0.916	0.925	0.888
4:139500001-140000000	4	139500001	140000000	0.917	1.02	0.878
4:140000001-140500000	4	140000001	140500000	1.083	1.001	0.973
4:141000001-141500000	4	141000001	141500000	0.992	1.075	1.008
4:141500001-142000000	4	141500001	142000000	0.935	0.993	0.998
4:142000001-142500000	4	142000001	142500000	0.977	1.081	1.117
4:142500001-143000000	4	142500001	143000000	1.09	1.081	1.028
4:144500001-145000000	4	144500001	145000000	1.084	1.127	1.01
4:145000001-145500000	4	145000001	145500000	0.983	1.005	0.98
4:145500001-146000000	4	145500001	146000000	0.947	1.016	1.097
4:146000001-146500000	4	146000001	146500000	1.034	1.008	0.938
4:146500001-147000000	4	146500001	147000000	0.986	0.966	0.992
4:147000001-147500000	4	147000001	147500000	0.937	1.041	1.089
4:147500001-148000000	4	147500001	148000000	1.042	1.08	0.959
4:148000001-148500000	4	148000001	148500000	0.968	0.97	1.026
4:148500001-149000000	4	148500001	149000000	0.991	0.985	1.006
4:149000001-149500000	4	149000001	149500000	0.976	1.032	0.961
4:149500001-150000000	4	149500001	150000000	1.027	0.934	1.048
4:150000001-150500000	4	150000001	150500000	1.026	0.991	1.01
4:150500001-151000000	4	150500001	151000000	0.961	0.957	0.962
4:151000001-151500000	4	151000001	151500000	0.926	0.959	0.994
4:151500001-152000000	4	151500001	152000000	1.061	0.96	1.048
4:152000001-152500000	4	152000001	152500000	0.931	0.997	0.983
4:152500001-153000000	4	152500001	153000000	0.991	0.936	0.965
4:153000001-153500000	4	153000001	153500000	1.004	0.964	1.006
4:153500001-154000000	4	153500001	154000000	1.013	0.927	0.908
4:154000001-154500000	4	154000001	154500000	1.093	0.999	0.913
4:154500001-155000000	4	154500001	155000000	0.961	0.96	1.091
4:155500001-156000000	4	155500001	156000000	0.933	0.998	0.959
4:156000001-156500000	4	156000001	156500000	1.016	1.035	1.002
4:156500001-157000000	4	156500001	157000000	1.016	1.01	1.132
4:157000001-157500000	4	157000001	157500000	1.086	1.089	1.089
4:158000001-158500000	4	158000001	158500000	0.876	0.97	1.018
4:158500001-159000000	4	158500001	159000000	0.929	0.993	1.067
4:159000001-159500000	4	159000001	159500000	0.99	0.927	1.025
4:159500001-160000000	4	159500001	160000000	0.964	0.993	0.987
4:160500001-161000000	4	160500001	161000000	0.968	0.957	1
4:162500001-163000000	4	162500001	163000000	0.952	0.906	0.965
4:163000001-163500000	4	163000001	163500000	1.075	1.08	1.013
4:163500001-164000000	4	163500001	164000000	1.032	1.042	0.979
4:164000001-164500000	4	164000001	164500000	1.038	1.053	1.064
4:164500001-165000000	4	164500001	165000000	0.94	1.061	1.076
4:165000001-165500000	4	165000001	165500000	1.02	1.02	0.874
4:165500001-166000000	4	165500001	166000000	1.044	1.017	1.066
4:166000001-166500000	4	166000001	166500000	0.974	1.02	1.019
4:166500001-167000000	4	166500001	167000000	0.999	0.907	1.034
4:167000001-167500000	4	167000001	167500000	0.977	0.982	0.99
4:167500001-168000000	4	167500001	168000000	1.001	0.972	0.912
4:168000001-168500000	4	168000001	168500000	1.044	1.041	0.935
4:168500001-169000000	4	168500001	169000000	0.955	0.963	1.026
4:169000001-169500000	4	169000001	169500000	0.89	0.968	1.004
4:169500001-170000000	4	169500001	170000000	0.929	0.974	0.976
4:170000001-170500000	4	170000001	170500000	0.982	0.97	1.037
4:170500001-171000000	4	170500001	171000000	0.941	0.937	1.018
4:171000001-171500000	4	171000001	171500000	0.93	1.016	1.113
4:171500001-172000000	4	171500001	172000000	1.113	1.024	0.964
4:172500001-173000000	4	172500001	173000000	1.038	0.814	0.932
4:173000001-173500000	4	173000001	173500000	0.98	0.916	1.039
4:173500001-174000000	4	173500001	174000000	1.147	1.012	1.064
4:174000001-174500000	4	174000001	174500000	0.992	1.01	1.014
4:174500001-175000000	4	174500001	175000000	1.01	0.873	0.996
4:175000001-175500000	4	175000001	175500000	0.956	0.854	1.015
4:175500001-176000000	4	175500001	176000000	1.062	0.986	1.046
4:176000001-176500000	4	176000001	176500000	1.009	0.994	0.987
4:176500001-177000000	4	176500001	177000000	1.008	1.017	1.024
4:177000001-177500000	4	177000001	177500000	0.854	1.028	0.957
4:177500001-178000000	4	177500001	178000000	0.937	0.862	0.977
4:178000001-178500000	4	178000001	178500000	0.936	0.927	0.936
4:178500001-179000000	4	178500001	179000000	0.984	0.927	0.995
4:179500001-180000000	4	179500001	180000000	0.961	1.013	0.951
4:180000001-180500000	4	180000001	180500000	1.057	1.016	0.995
4:180500001-181000000	4	180500001	181000000	1.057	0.947	0.883
4:181000001-181500000	4	181000001	181500000	0.987	0.954	0.986
4:181500001-182000000	4	181500001	182000000	0.989	0.959	1.012
4:182000001-182500000	4	182000001	182500000	1.04	1.019	0.94
4:182500001-183000000	4	182500001	183000000	0.989	0.918	0.995
4:183500001-184000000	4	183500001	184000000	1.019	0.995	0.886
4:184000001-184500000	4	184000001	184500000	0.994	1.078	1.031
4:184500001-185000000	4	184500001	185000000	1.011	1.013	1.026
4:185000001-185500000	4	185000001	185500000	1.008	1.02	0.995
4:185500001-186000000	4	185500001	186000000	0.95	0.988	1.067
4:186000001-186500000	4	186000001	186500000	1.004	1.06	1.116
4:186500001-187000000	4	186500001	187000000	1.012	0.945	0.965
4:187000001-187500000	4	187000001	187500000	0.979	0.973	0.932
4:187500001-188000000	4	187500001	188000000	0.933	0.86	0.992
4:188500001-189000000	4	188500001	189000000	0.976	0.876	0.945
4:189000001-189500000	4	189000001	189500000	0.963	0.987	0.903
5:500001-1000000	5	500001	1000000	0.974	1.071	1.093
5:1000001-1500000	5	1000001	1500000	0.995	1.074	1.009
5:1500001-2000000	5	1500001	2000000	1.056	1.034	0.998
5:2000001-2500000	5	2000001	2500000	1.001	0.972	0.981
5:2500001-3000000	5	2500001	3000000	0.967	1.014	0.983
5:3000001-3500000	5	3000001	3500000	1.057	0.95	0.926
5:4000001-4500000	5	4000001	4500000	0.987	1.006	1.017
5:4500001-5000000	5	4500001	5000000	0.993	1.068	0.885
5:5500001-6000000	5	5500001	6000000	1.003	0.942	0.996
5:6000001-6500000	5	6000001	6500000	1.035	1.036	0.943
5:6500001-7000000	5	6500001	7000000	0.968	0.929	0.953
5:7000001-7500000	5	7000001	7500000	1.009	0.996	1.149
5:7500001-8000000	5	7500001	8000000	1.046	1.021	1.033
5:8000001-8500000	5	8000001	8500000	1.001	0.942	1.048
5:9000001-9500000	5	9000001	9500000	1.067	0.978	1.032
5:9500001-10000000	5	9500001	10000000	1.023	0.901	0.988
5:10000001-10500000	5	10000001	10500000	1.007	1.03	0.971
5:10500001-11000000	5	10500001	11000000	1.107	0.933	0.996
5:11000001-11500000	5	11000001	11500000	1.029	1.033	1.047
5:11500001-12000000	5	11500001	12000000	0.976	1.017	1.103
5:12000001-12500000	5	12000001	12500000	0.951	1.028	0.978
5:12500001-13000000	5	12500001	13000000	0.938	0.96	0.938
5:13000001-13500000	5	13000001	13500000	0.945	0.901	1.002
5:13500001-14000000	5	13500001	14000000	1	1.072	0.958
5:14000001-14500000	5	14000001	14500000	1.029	1.009	0.941
5:14500001-15000000	5	14500001	15000000	1.022	0.992	1.081
5:15000001-15500000	5	15000001	15500000	1.053	1.075	1.042
5:15500001-16000000	5	15500001	16000000	0.947	0.804	1.025
5:16000001-16500000	5	16000001	16500000	1.036	0.957	0.995
5:16500001-17000000	5	16500001	17000000	0.981	1.088	1.034
5:17000001-17500000	5	17000001	17500000	0.903	0.997	1.018
5:17500001-18000000	5	17500001	18000000	1.031	0.865	0.995
5:18000001-18500000	5	18000001	18500000	1.028	1.001	0.908
5:18500001-19000000	5	18500001	19000000	0.93	0.958	1.008
5:19000001-19500000	5	19000001	19500000	0.888	0.992	0.966
5:19500001-20000000	5	19500001	20000000	0.955	1.006	0.98
5:20000001-20500000	5	20000001	20500000	0.977	1.002	0.929
5:21500001-22000000	5	21500001	22000000	0.901	0.955	1.001
5:22000001-22500000	5	22000001	22500000	0.942	1.023	0.915
5:22500001-23000000	5	22500001	23000000	0.993	0.954	0.931
5:23000001-23500000	5	23000001	23500000	0.861	0.939	0.935
5:23500001-24000000	5	23500001	24000000	0.949	1.026	0.941
5:24000001-24500000	5	24000001	24500000	0.873	0.959	0.842
5:24500001-25000000	5	24500001	25000000	0.99	0.942	0.983
5:25000001-25500000	5	25000001	25500000	0.968	0.907	0.935
5:25500001-26000000	5	25500001	26000000	0.912	1.058	0.995
5:26000001-26500000	5	26000001	26500000	0.91	0.964	0.985
5:26500001-27000000	5	26500001	27000000	1.018	1.028	0.908
5:27000001-27500000	5	27000001	27500000	0.984	1.087	0.926
5:27500001-28000000	5	27500001	28000000	0.931	1.016	0.965
5:28000001-28500000	5	28000001	28500000	0.947	0.958	1.002
5:28500001-29000000	5	28500001	29000000	1.028	0.914	0.976
5:29000001-29500000	5	29000001	29500000	0.992	1.011	0.986
5:29500001-30000000	5	29500001	30000000	0.944	1.146	0.958
5:30000001-30500000	5	30000001	30500000	1.064	1.171	0.956
5:30500001-31000000	5	30500001	31000000	1.042	1.027	1.032
5:31000001-31500000	5	31000001	31500000	1.008	0.985	1.025
5:31500001-32000000	5	31500001	32000000	1.095	1.076	1.077
5:32000001-32500000	5	32000001	32500000	0.973	0.925	0.949
5:33000001-33500000	5	33000001	33500000	0.948	0.956	1.097
5:33500001-34000000	5	33500001	34000000	0.986	0.88	1.071
5:34500001-35000000	5	34500001	35000000	0.951	0.968	0.915
5:35000001-35500000	5	35000001	35500000	0.973	1.089	1.142
5:35500001-36000000	5	35500001	36000000	0.975	1.026	1.02
5:36000001-36500000	5	36000001	36500000	0.965	1.188	0.954
5:36500001-37000000	5	36500001	37000000	0.893	1.095	0.979
5:37500001-38000000	5	37500001	38000000	1.025	0.971	1.006
5:38000001-38500000	5	38000001	38500000	0.995	1.086	0.99
5:38500001-39000000	5	38500001	39000000	0.984	0.957	0.986
5:39000001-39500000	5	39000001	39500000	1.016	0.938	0.942
5:39500001-40000000	5	39500001	40000000	0.956	1.014	0.987
5:40000001-40500000	5	40000001	40500000	0.927	1.047	0.975
5:40500001-41000000	5	40500001	41000000	1.014	1.005	0.92
5:41000001-41500000	5	41000001	41500000	1.049	0.991	0.946
5:41500001-42000000	5	41500001	42000000	1.017	0.967	1.042
5:42000001-42500000	5	42000001	42500000	1.004	1.001	1.056
5:42500001-43000000	5	42500001	43000000	0.924	1.007	0.98
5:43000001-43500000	5	43000001	43500000	0.945	1.02	0.958
5:43500001-44000000	5	43500001	44000000	1.07	1.073	1.08
5:44000001-44500000	5	44000001	44500000	0.971	1.039	1.038
5:44500001-45000000	5	44500001	45000000	1.015	0.933	1.016
5:45000001-45500000	5	45000001	45500000	0.974	0.969	0.974
5:50500001-51000000	5	50500001	51000000	1.001	1.139	1.076
5:51000001-51500000	5	51000001	51500000	0.982	1.014	1.013
5:51500001-52000000	5	51500001	52000000	1.004	0.893	0.924
5:52000001-52500000	5	52000001	52500000	1.05	0.956	1.028
5:52500001-53000000	5	52500001	53000000	0.995	1.087	0.878
5:53000001-53500000	5	53000001	53500000	1	0.927	1.053
5:53500001-54000000	5	53500001	54000000	0.995	1.006	1.025
5:54000001-54500000	5	54000001	54500000	1.044	1.045	1.01
5:54500001-55000000	5	54500001	55000000	1.01	1.014	0.917
5:55000001-55500000	5	55000001	55500000	0.975	0.915	0.998
5:55500001-56000000	5	55500001	56000000	1.001	0.979	1.006
5:56000001-56500000	5	56000001	56500000	0.986	1.037	1.043
5:56500001-57000000	5	56500001	57000000	0.985	0.929	0.98
5:57000001-57500000	5	57000001	57500000	1.037	0.934	0.909
5:57500001-58000000	5	57500001	58000000	1.067	1.091	1.103
5:58000001-58500000	5	58000001	58500000	1.002	0.967	1.016
5:58500001-59000000	5	58500001	59000000	1.011	1.018	0.895
5:59000001-59500000	5	59000001	59500000	0.96	1.025	0.959
5:59500001-60000000	5	59500001	60000000	1.074	0.995	1.01
5:60000001-60500000	5	60000001	60500000	1.072	1.019	1.068
5:61000001-61500000	5	61000001	61500000	0.981	1.033	1.066
5:61500001-62000000	5	61500001	62000000	1.092	0.93	1.116
5:62000001-62500000	5	62000001	62500000	1.032	1.035	1.025
5:62500001-63000000	5	62500001	63000000	1.082	0.99	1.064
5:63000001-63500000	5	63000001	63500000	0.991	1.025	0.968
5:63500001-64000000	5	63500001	64000000	0.959	0.979	0.991
5:64000001-64500000	5	64000001	64500000	1.033	0.856	0.925
5:64500001-65000000	5	64500001	65000000	1.017	1.062	0.963
5:65000001-65500000	5	65000001	65500000	1	1.019	1.068
5:65500001-66000000	5	65500001	66000000	0.944	1	0.911
5:66500001-67000000	5	66500001	67000000	0.98	0.968	1.094
5:67000001-67500000	5	67000001	67500000	1.026	0.931	0.998
5:67500001-68000000	5	67500001	68000000	1.104	1.031	1.011
5:68000001-68500000	5	68000001	68500000	0.939	0.984	0.881
5:68500001-69000000	5	68500001	69000000	1.028	1.043	1.042
5:69000001-69500000	5	69000001	69500000	0.904	1.02	0.956
5:71500001-72000000	5	71500001	72000000	0.955	0.985	1.024
5:72000001-72500000	5	72000001	72500000	1.041	1.114	1.033
5:72500001-73000000	5	72500001	73000000	1.081	1.099	1.012
5:73000001-73500000	5	73000001	73500000	0.949	1.024	0.957
5:74000001-74500000	5	74000001	74500000	0.972	0.964	1.066
5:74500001-75000000	5	74500001	75000000	0.972	0.998	1.108
5:75000001-75500000	5	75000001	75500000	1.123	1.114	0.995
5:75500001-76000000	5	75500001	76000000	1.022	0.997	1.062
5:76000001-76500000	5	76000001	76500000	1.064	0.96	0.948
5:76500001-77000000	5	76500001	77000000	0.969	0.94	1.06
5:77000001-77500000	5	77000001	77500000	1.016	0.997	1.091
5:77500001-78000000	5	77500001	78000000	1.024	0.943	1.055
5:78000001-78500000	5	78000001	78500000	0.981	1.003	1.04
5:78500001-79000000	5	78500001	79000000	1.061	1.047	1.136
5:79500001-80000000	5	79500001	80000000	1.039	1.011	0.989
5:80000001-80500000	5	80000001	80500000	0.917	0.925	0.916
5:81000001-81500000	5	81000001	81500000	0.975	1.083	0.986
5:81500001-82000000	5	81500001	82000000	0.984	1.026	0.981
5:82000001-82500000	5	82000001	82500000	0.951	1.051	1.035
5:82500001-83000000	5	82500001	83000000	1.016	1.007	0.987
5:83000001-83500000	5	83000001	83500000	0.971	1.117	1.052
5:83500001-84000000	5	83500001	84000000	0.949	1.051	0.995
5:84000001-84500000	5	84000001	84500000	0.98	0.997	1.044
5:84500001-85000000	5	84500001	85000000	0.927	0.831	0.986
5:85000001-85500000	5	85000001	85500000	0.884	0.862	0.919
5:85500001-86000000	5	85500001	86000000	0.939	0.986	0.944
5:86000001-86500000	5	86000001	86500000	0.944	0.953	0.939
5:86500001-87000000	5	86500001	87000000	1.051	1.161	1
5:87000001-87500000	5	87000001	87500000	0.946	1.019	0.976
5:87500001-88000000	5	87500001	88000000	1.077	1	1.052
5:88000001-88500000	5	88000001	88500000	0.962	1.01	1.074
5:88500001-89000000	5	88500001	89000000	1.049	1.038	0.98
5:89000001-89500000	5	89000001	89500000	1.06	1.07	0.96
5:89500001-90000000	5	89500001	90000000	1.022	1.023	1.074
5:90000001-90500000	5	90000001	90500000	1.088	1.035	0.99
5:90500001-91000000	5	90500001	91000000	1.028	1.079	1.097
5:91000001-91500000	5	91000001	91500000	0.829	0.877	0.865
5:91500001-92000000	5	91500001	92000000	1.002	0.948	0.957
5:92000001-92500000	5	92000001	92500000	0.962	0.978	0.986
5:92500001-93000000	5	92500001	93000000	1.012	1.029	0.994
5:93000001-93500000	5	93000001	93500000	1.171	1.022	1.099
5:93500001-94000000	5	93500001	94000000	1.008	1.075	1.032
5:94000001-94500000	5	94000001	94500000	1.131	1.112	1.052
5:95000001-95500000	5	95000001	95500000	0.93	1.028	1.064
5:95500001-96000000	5	95500001	96000000	0.934	1.013	0.983
5:96000001-96500000	5	96000001	96500000	0.988	1.052	1.033
5:96500001-97000000	5	96500001	97000000	0.943	0.908	0.925
5:97000001-97500000	5	97000001	97500000	1.045	1.082	0.964
5:98500001-99000000	5	98500001	99000000	0.878	1.016	0.947
5:99000001-99500000	5	99000001	99500000	0.954	0.959	0.917
5:100500001-101000000	5	100500001	101000000	1.04	1.048	0.928
5:101000001-101500000	5	101000001	101500000	0.943	1.122	1.062
5:101500001-102000000	5	101500001	102000000	1	0.966	1.03
5:102000001-102500000	5	102000001	102500000	1.084	0.913	0.915
5:102500001-103000000	5	102500001	103000000	0.994	1.11	1.007
5:103000001-103500000	5	103000001	103500000	0.986	1.021	0.957
5:103500001-104000000	5	103500001	104000000	1.031	1.017	1.05
5:104000001-104500000	5	104000001	104500000	1.03	1.063	1.002
5:104500001-105000000	5	104500001	105000000	1.005	0.994	0.952
5:105000001-105500000	5	105000001	105500000	0.968	0.993	0.934
5:105500001-106000000	5	105500001	106000000	0.954	1.02	1.032
5:106000001-106500000	5	106000001	106500000	0.976	0.969	1.031
5:107000001-107500000	5	107000001	107500000	1.061	0.969	0.953
5:107500001-108000000	5	107500001	108000000	1.005	1.097	0.957
5:108000001-108500000	5	108000001	108500000	1.077	0.887	0.947
5:108500001-109000000	5	108500001	109000000	1.011	0.929	1.014
5:109000001-109500000	5	109000001	109500000	1.131	1.029	1.071
5:109500001-110000000	5	109500001	110000000	1.021	0.977	1.035
5:110000001-110500000	5	110000001	110500000	0.953	0.968	0.948
5:110500001-111000000	5	110500001	111000000	1.053	1.021	0.973
5:111500001-112000000	5	111500001	112000000	0.958	1.111	1.014
5:112000001-112500000	5	112000001	112500000	0.981	0.99	0.986
5:112500001-113000000	5	112500001	113000000	0.905	0.889	0.886
5:113000001-113500000	5	113000001	113500000	0.997	0.98	1.04
5:113500001-114000000	5	113500001	114000000	0.949	1.066	1.012
5:114000001-114500000	5	114000001	114500000	0.983	0.921	0.939
5:114500001-115000000	5	114500001	115000000	1.163	0.939	1.028
5:115000001-115500000	5	115000001	115500000	0.98	1.037	0.939
5:115500001-116000000	5	115500001	116000000	0.985	0.972	0.915
5:116000001-116500000	5	116000001	116500000	0.962	0.914	0.99
5:116500001-117000000	5	116500001	117000000	1.059	0.96	0.996
5:117000001-117500000	5	117000001	117500000	0.955	1.051	1.048
5:117500001-118000000	5	117500001	118000000	0.953	0.979	0.987
5:118000001-118500000	5	118000001	118500000	1.03	1.017	0.993
5:118500001-119000000	5	118500001	119000000	0.977	1.042	0.995
5:119500001-120000000	5	119500001	120000000	1.016	0.957	1.081
5:120000001-120500000	5	120000001	120500000	0.97	1.055	1.059
5:120500001-121000000	5	120500001	121000000	0.98	1.128	1.018
