feature	chromosome	start	end	SLX-17921.D703tp_D508tp.H5J55BBXY.s_8.r_1	SLX-17921.D704tp_D501tp.H5J55BBXY.s_8.r_1	SLX-17921.D704tp_D502tp.H5J55BBXY.s_8.r_1	SLX-16150.D705tp_D501tp.HC22VBBXY.s_3.r_1
5:19000001-19500000	5	19000001	19500000	0.894	1.028	0.955	1.058
5:19500001-20000000	5	19500001	20000000	0.999	0.965	0.991	1.007
5:20000001-20500000	5	20000001	20500000	0.922	0.949	0.999	1.097
5:21500001-22000000	5	21500001	22000000	0.995	0.965	1.075	1
5:22000001-22500000	5	22000001	22500000	0.977	0.827	0.828	1.061
5:22500001-23000000	5	22500001	23000000	0.994	0.977	0.941	1.013
5:23000001-23500000	5	23000001	23500000	1.033	0.938	1.089	1.048
5:23500001-24000000	5	23500001	24000000	0.943	0.902	0.85	0.909
5:24000001-24500000	5	24000001	24500000	0.956	0.875	0.948	1.014
5:24500001-25000000	5	24500001	25000000	1.071	0.994	1.037	1.056
5:25000001-25500000	5	25000001	25500000	0.99	0.952	1.012	0.965
5:25500001-26000000	5	25500001	26000000	0.94	1.054	0.929	1.069
5:26000001-26500000	5	26000001	26500000	0.87	1.057	0.955	1.048
5:26500001-27000000	5	26500001	27000000	0.98	0.967	0.986	1.169
5:27000001-27500000	5	27000001	27500000	1.046	1.003	0.99	1.162
5:27500001-28000000	5	27500001	28000000	0.963	0.915	1.027	1.003
5:28000001-28500000	5	28000001	28500000	1.001	0.943	0.949	1.087
5:28500001-29000000	5	28500001	29000000	0.974	1.028	0.981	1.085
5:29000001-29500000	5	29000001	29500000	1.033	1.035	0.964	1.126
5:29500001-30000000	5	29500001	30000000	0.983	0.94	0.976	1.046
5:30000001-30500000	5	30000001	30500000	1.036	0.94	1.068	1.148
5:30500001-31000000	5	30500001	31000000	1.031	1.047	1.007	1.041
5:31000001-31500000	5	31000001	31500000	1.105	1.013	1.087	1.116
5:31500001-32000000	5	31500001	32000000	1.066	1.035	1.093	1.061
5:32000001-32500000	5	32000001	32500000	0.98	1.041	0.935	1.109
5:33000001-33500000	5	33000001	33500000	1.028	1.01	1.091	1.038
5:33500001-34000000	5	33500001	34000000	1.009	0.931	0.984	1.065
5:34500001-35000000	5	34500001	35000000	1.005	0.973	0.902	1.032
5:35000001-35500000	5	35000001	35500000	0.994	1.031	1.109	1.181
5:35500001-36000000	5	35500001	36000000	1.07	1.06	1.031	1.023
5:36000001-36500000	5	36000001	36500000	1.066	0.936	0.982	1.106
5:36500001-37000000	5	36500001	37000000	1.019	0.945	0.992	1.067
5:37500001-38000000	5	37500001	38000000	1.046	1.11	1.026	1.157
5:38000001-38500000	5	38000001	38500000	1.003	1.052	1.075	1.053
5:38500001-39000000	5	38500001	39000000	1.021	1.058	0.999	1.144
5:39000001-39500000	5	39000001	39500000	1.012	1.025	0.948	1.094
5:39500001-40000000	5	39500001	40000000	1.042	1.088	1.075	1.042
5:40000001-40500000	5	40000001	40500000	0.994	1.013	0.985	1.098
5:40500001-41000000	5	40500001	41000000	0.928	0.946	1.041	0.926
5:41000001-41500000	5	41000001	41500000	1.003	0.9	1.051	1.2
5:41500001-42000000	5	41500001	42000000	1.037	0.999	1.127	1.265
5:42000001-42500000	5	42000001	42500000	0.998	1.098	1.048	1.07
5:42500001-43000000	5	42500001	43000000	0.977	0.92	0.944	0.934
5:43000001-43500000	5	43000001	43500000	0.953	0.999	1.009	1.169
5:43500001-44000000	5	43500001	44000000	1.016	1.007	1.088	1.147
5:44000001-44500000	5	44000001	44500000	1.084	0.974	1.056	1.014
5:44500001-45000000	5	44500001	45000000	1.071	1.034	1.052	1.107
5:45000001-45500000	5	45000001	45500000	1.028	0.958	1.027	1.019
5:50500001-51000000	5	50500001	51000000	1.013	1.021	1.097	0.851
5:51000001-51500000	5	51000001	51500000	0.977	1.034	1.07	1.19
5:51500001-52000000	5	51500001	52000000	0.966	0.985	0.979	0.938
5:52000001-52500000	5	52000001	52500000	1.063	1.004	1.044	1.085
5:52500001-53000000	5	52500001	53000000	1.033	0.953	0.939	1.089
5:53000001-53500000	5	53000001	53500000	0.909	0.99	0.954	1.106
5:53500001-54000000	5	53500001	54000000	1.162	0.929	0.993	1.149
5:54000001-54500000	5	54000001	54500000	1.077	1.091	0.991	1.023
5:54500001-55000000	5	54500001	55000000	1.016	1.028	1.047	1.13
5:55000001-55500000	5	55000001	55500000	1.013	1.05	1.001	1.064
5:55500001-56000000	5	55500001	56000000	1.088	0.917	0.982	0.978
5:56000001-56500000	5	56000001	56500000	1.026	0.928	1.048	1.086
5:56500001-57000000	5	56500001	57000000	1.031	0.972	1.034	0.885
5:57000001-57500000	5	57000001	57500000	1.064	1.087	0.941	1.056
5:57500001-58000000	5	57500001	58000000	1.126	1.031	1.054	1.172
5:58000001-58500000	5	58000001	58500000	1.053	0.98	0.994	1.093
5:58500001-59000000	5	58500001	59000000	1.024	0.989	1.082	1.198
5:59000001-59500000	5	59000001	59500000	1.045	0.902	0.973	0.95
5:59500001-60000000	5	59500001	60000000	0.995	0.986	1.053	1.027
5:60000001-60500000	5	60000001	60500000	1.09	1.083	1.161	0.996
5:61000001-61500000	5	61000001	61500000	1.038	0.949	0.967	1.019
5:61500001-62000000	5	61500001	62000000	1.092	1.065	1.064	1.107
5:62000001-62500000	5	62000001	62500000	1.098	0.92	1.024	1.143
5:62500001-63000000	5	62500001	63000000	1.015	1.119	0.982	1.196
5:63000001-63500000	5	63000001	63500000	1.019	1.053	1.075	1.005
5:63500001-64000000	5	63500001	64000000	0.997	0.994	0.982	1.172
5:64000001-64500000	5	64000001	64500000	1.034	1.054	0.983	1.066
5:64500001-65000000	5	64500001	65000000	1.021	1.007	1.119	1.1
5:65000001-65500000	5	65000001	65500000	0.989	1.009	0.96	1.099
5:65500001-66000000	5	65500001	66000000	0.957	0.961	0.885	0.941
5:66500001-67000000	5	66500001	67000000	0.979	1.079	1.037	1.014
5:67000001-67500000	5	67000001	67500000	1.074	0.989	0.999	1.122
5:67500001-68000000	5	67500001	68000000	1.112	1.147	1.227	1.18
5:68000001-68500000	5	68000001	68500000	0.983	0.988	0.916	1.114
5:68500001-69000000	5	68500001	69000000	0.979	1.07	1.069	1.261
5:69000001-69500000	5	69000001	69500000	0.9	0.846	0.863	0.937
5:71500001-72000000	5	71500001	72000000	1.049	1.021	0.991	1.047
5:72000001-72500000	5	72000001	72500000	1.13	0.949	1.011	0.989
5:72500001-73000000	5	72500001	73000000	1.046	0.992	0.982	1.211
5:73000001-73500000	5	73000001	73500000	1.039	1.062	0.994	1.107
5:74000001-74500000	5	74000001	74500000	1.124	0.954	1.009	1.058
5:74500001-75000000	5	74500001	75000000	1.116	1.035	1.039	1.046
5:75000001-75500000	5	75000001	75500000	1.022	1.127	1.055	1.073
5:75500001-76000000	5	75500001	76000000	1.036	1.019	1.144	1.031
5:76000001-76500000	5	76000001	76500000	1.132	1.035	1.039	1.205
5:76500001-77000000	5	76500001	77000000	1.088	0.953	0.867	1.161
5:77000001-77500000	5	77000001	77500000	1.036	0.915	1.114	1.01
5:77500001-78000000	5	77500001	78000000	0.984	0.931	0.932	1.103
5:78000001-78500000	5	78000001	78500000	1.028	0.985	0.968	1.025
5:78500001-79000000	5	78500001	79000000	1.064	1.021	1.068	1.141
5:79500001-80000000	5	79500001	80000000	1.03	0.973	1.013	1.046
5:80000001-80500000	5	80000001	80500000	0.941	1.039	0.934	0.992
5:81000001-81500000	5	81000001	81500000	1	1.033	1.043	1.119
5:81500001-82000000	5	81500001	82000000	0.994	0.964	1.058	1.083
5:82000001-82500000	5	82000001	82500000	1.065	0.92	0.989	1.016
5:82500001-83000000	5	82500001	83000000	0.975	1.023	0.973	1.077
5:83000001-83500000	5	83000001	83500000	0.955	1.097	1.043	1.013
5:83500001-84000000	5	83500001	84000000	1.026	1.073	1.01	1.058
5:84000001-84500000	5	84000001	84500000	0.99	1.083	1.081	1.157
5:84500001-85000000	5	84500001	85000000	0.955	0.938	0.955	0.815
5:85000001-85500000	5	85000001	85500000	0.996	0.977	0.863	1.055
5:85500001-86000000	5	85500001	86000000	0.953	1.004	1.041	0.992
5:86000001-86500000	5	86000001	86500000	1.042	0.954	0.943	1.069
5:86500001-87000000	5	86500001	87000000	1.005	1.005	1.084	1.019
5:87000001-87500000	5	87000001	87500000	0.997	0.957	1	1.074
5:87500001-88000000	5	87500001	88000000	1.063	0.924	1.024	1.069
5:88000001-88500000	5	88000001	88500000	0.942	1.038	0.979	0.959
5:88500001-89000000	5	88500001	89000000	1.001	1.08	0.997	1.031
5:89000001-89500000	5	89000001	89500000	1.105	0.994	0.998	1.095
5:89500001-90000000	5	89500001	90000000	1.121	1.084	1.077	1.149
5:90000001-90500000	5	90000001	90500000	1.074	1.023	1.021	1.112
5:90500001-91000000	5	90500001	91000000	1.023	0.953	1.024	1.114
5:91000001-91500000	5	91000001	91500000	1.005	0.864	0.875	1.003
5:91500001-92000000	5	91500001	92000000	0.964	0.965	1.061	1.045
5:92000001-92500000	5	92000001	92500000	0.946	1.035	1.01	1.007
5:92500001-93000000	5	92500001	93000000	1.024	1.018	1.099	1.074
5:93000001-93500000	5	93000001	93500000	1.086	1.036	1.012	1.094
5:93500001-94000000	5	93500001	94000000	0.962	0.978	1.039	0.96
5:94000001-94500000	5	94000001	94500000	1.119	1.069	1.047	1.003
5:95000001-95500000	5	95000001	95500000	1.055	0.966	0.997	1.108
5:95500001-96000000	5	95500001	96000000	1.03	0.847	0.895	0.966
5:96000001-96500000	5	96000001	96500000	1.087	1.029	1.054	0.999
5:96500001-97000000	5	96500001	97000000	0.93	0.998	0.989	0.884
5:97000001-97500000	5	97000001	97500000	1.023	1.03	0.984	0.964
5:98500001-99000000	5	98500001	99000000	0.951	0.827	0.939	0.905
5:99000001-99500000	5	99000001	99500000	0.943	0.968	0.979	0.99
5:100500001-101000000	5	100500001	101000000	1.002	0.969	1.052	0.964
5:101000001-101500000	5	101000001	101500000	1.081	1.012	1.055	1.019
5:101500001-102000000	5	101500001	102000000	1.061	1.07	1.017	1.179
5:102000001-102500000	5	102000001	102500000	1.052	1.054	0.91	1.092
5:102500001-103000000	5	102500001	103000000	1.127	1.016	0.99	1.132
5:103000001-103500000	5	103000001	103500000	1.017	1.016	0.953	0.959
5:103500001-104000000	5	103500001	104000000	1.081	0.991	1.018	0.987
5:104000001-104500000	5	104000001	104500000	1.055	0.969	1.001	1.133
5:104500001-105000000	5	104500001	105000000	1.02	0.996	0.893	0.993
5:105000001-105500000	5	105000001	105500000	1.057	1.096	0.959	1.148
5:105500001-106000000	5	105500001	106000000	1.002	0.932	0.934	1.159
5:106000001-106500000	5	106000001	106500000	1.098	0.914	0.998	1.022
5:107000001-107500000	5	107000001	107500000	1.136	1.083	0.972	1.113
5:107500001-108000000	5	107500001	108000000	1.075	0.941	1.017	0.957
5:108000001-108500000	5	108000001	108500000	1.027	1.045	1.029	0.983
5:108500001-109000000	5	108500001	109000000	1.067	0.958	1.023	1.052
5:109000001-109500000	5	109000001	109500000	1.029	0.985	0.946	0.971
5:109500001-110000000	5	109500001	110000000	1.076	0.981	1.029	1.024
5:110000001-110500000	5	110000001	110500000	1.083	0.963	0.99	1.06
5:110500001-111000000	5	110500001	111000000	1.07	1.061	1.008	0.983
5:111500001-112000000	5	111500001	112000000	1.133	1.001	0.963	1.07
5:112000001-112500000	5	112000001	112500000	1.033	1.11	1.062	1.095
5:112500001-113000000	5	112500001	113000000	0.931	0.965	0.988	1.055
5:113000001-113500000	5	113000001	113500000	1.054	1.051	1.04	1.102
5:113500001-114000000	5	113500001	114000000	1.014	0.991	0.996	0.953
5:114000001-114500000	5	114000001	114500000	1	0.986	0.967	1.043
5:114500001-115000000	5	114500001	115000000	1.086	0.981	0.984	0.983
5:115000001-115500000	5	115000001	115500000	1.004	1.15	0.969	0.988
5:115500001-116000000	5	115500001	116000000	1.09	0.911	0.945	1.112
5:116000001-116500000	5	116000001	116500000	1.066	0.945	0.964	1.038
5:116500001-117000000	5	116500001	117000000	1.043	0.978	0.992	1.135
5:117000001-117500000	5	117000001	117500000	1.05	1.062	1.031	0.955
5:117500001-118000000	5	117500001	118000000	1.069	1.035	0.969	1.087
5:118000001-118500000	5	118000001	118500000	1.087	1.012	1.033	0.975
5:118500001-119000000	5	118500001	119000000	1.048	1.095	0.977	0.93
5:119500001-120000000	5	119500001	120000000	1.006	1.018	1.103	1.162
5:120000001-120500000	5	120000001	120500000	1.125	0.962	1.084	1.095
5:120500001-121000000	5	120500001	121000000	1.068	0.979	0.976	0.993
5:121500001-122000000	5	121500001	122000000	1.027	1.002	1.037	1.054
5:122500001-123000000	5	122500001	123000000	1.044	0.993	0.983	1.17
5:123000001-123500000	5	123000001	123500000	1.046	0.972	1.021	0.993
5:124000001-124500000	5	124000001	124500000	1.079	0.979	1.03	1.108
5:124500001-125000000	5	124500001	125000000	1.056	0.913	0.965	1.031
5:125000001-125500000	5	125000001	125500000	0.986	1.056	1.04	1.038
5:125500001-126000000	5	125500001	126000000	1.063	1.068	0.987	1.008
5:126000001-126500000	5	126000001	126500000	1.032	1.074	1.052	1.113
5:126500001-127000000	5	126500001	127000000	1.107	1.071	1.024	1.097
5:127000001-127500000	5	127000001	127500000	1.114	1.065	1.003	1.073
5:127500001-128000000	5	127500001	128000000	0.986	0.992	0.911	1.048
5:128000001-128500000	5	128000001	128500000	1.06	0.904	0.99	1.127
5:128500001-129000000	5	128500001	129000000	1.096	0.979	1.165	1.122
5:129000001-129500000	5	129000001	129500000	0.977	1.018	0.996	1.094
5:129500001-130000000	5	129500001	130000000	0.992	1.022	1.051	1.032
5:130000001-130500000	5	130000001	130500000	1.06	0.951	1.113	1.03
5:131000001-131500000	5	131000001	131500000	1.081	1.004	1.007	1.144
5:131500001-132000000	5	131500001	132000000	1.055	0.909	0.903	0.91
5:132000001-132500000	5	132000001	132500000	1.02	1.098	0.977	0.976
5:132500001-133000000	5	132500001	133000000	0.951	0.908	0.987	0.976
5:133000001-133500000	5	133000001	133500000	1.18	1.031	1.118	1.204
5:133500001-134000000	5	133500001	134000000	1.081	1.019	1.047	1.025
5:134000001-134500000	5	134000001	134500000	0.955	1.028	0.969	1.024
5:135000001-135500000	5	135000001	135500000	1.134	1.087	1.008	1.097
5:135500001-136000000	5	135500001	136000000	1.094	1.08	0.987	1.033
5:136000001-136500000	5	136000001	136500000	1.076	0.991	1.02	1.077
5:137500001-138000000	5	137500001	138000000	1.155	1.081	1.033	1.054
5:138000001-138500000	5	138000001	138500000	1.007	1.035	1.035	1.215
5:138500001-139000000	5	138500001	139000000	1.014	1.019	1.018	1.035
5:139000001-139500000	5	139000001	139500000	0.961	0.994	0.959	1.01
5:139500001-140000000	5	139500001	140000000	1.122	1.009	1.081	1.155
5:140000001-140500000	5	140000001	140500000	1	0.908	0.96	1.036
5:140500001-141000000	5	140500001	141000000	1.049	0.896	1.002	0.979
5:141000001-141500000	5	141000001	141500000	1.103	0.992	1.032	1.125
5:141500001-142000000	5	141500001	142000000	1.003	0.985	1.016	0.933
5:142000001-142500000	5	142000001	142500000	1.124	1.019	1.091	1.044
5:142500001-143000000	5	142500001	143000000	1.048	0.997	1.022	1.161
5:143000001-143500000	5	143000001	143500000	1.072	0.955	0.949	1.035
5:144000001-144500000	5	144000001	144500000	1.117	0.939	1.092	1.147
5:144500001-145000000	5	144500001	145000000	1.073	1.164	1.019	1.018
5:145000001-145500000	5	145000001	145500000	1.125	1.033	1.064	1.032
5:145500001-146000000	5	145500001	146000000	1.16	1.023	1.053	1.109
5:146000001-146500000	5	146000001	146500000	1.099	0.954	0.958	1.077
5:146500001-147000000	5	146500001	147000000	1.113	1.106	0.962	1.069
5:147000001-147500000	5	147000001	147500000	1.085	1.047	1.042	1.023
5:147500001-148000000	5	147500001	148000000	1.184	1.128	1.1	1.157
5:148000001-148500000	5	148000001	148500000	1.138	0.996	1.08	1.049
5:148500001-149000000	5	148500001	149000000	1.129	1.026	1.049	1.098
5:149000001-149500000	5	149000001	149500000	1.016	0.931	0.963	0.983
5:149500001-150000000	5	149500001	150000000	1.091	1.04	1.005	0.997
5:150000001-150500000	5	150000001	150500000	1.081	1.152	0.994	1.053
5:150500001-151000000	5	150500001	151000000	1.114	0.966	0.977	1.136
5:151000001-151500000	5	151000001	151500000	1.067	0.984	1.04	1.012
5:151500001-152000000	5	151500001	152000000	1.17	1.068	1.137	1.351
5:152500001-153000000	5	152500001	153000000	1.141	1.052	1.163	1.241
5:153000001-153500000	5	153000001	153500000	1.041	0.986	1.008	1.2
5:153500001-154000000	5	153500001	154000000	1.094	1.044	0.993	1.152
5:154000001-154500000	5	154000001	154500000	1.099	1.131	0.952	1.032
5:154500001-155000000	5	154500001	155000000	1.068	1	1.036	0.982
5:155000001-155500000	5	155000001	155500000	1.184	1.03	0.992	1.153
5:155500001-156000000	5	155500001	156000000	1.106	1.002	1	0.934
5:156000001-156500000	5	156000001	156500000	1.035	0.96	1.031	1.095
5:156500001-157000000	5	156500001	157000000	1.013	1	1.006	1.157
5:157000001-157500000	5	157000001	157500000	1.077	1.095	0.973	1.146
5:157500001-158000000	5	157500001	158000000	1.039	0.891	0.965	1.079
5:158000001-158500000	5	158000001	158500000	1.027	0.992	1.035	1.101
5:158500001-159000000	5	158500001	159000000	1.022	1.071	1.122	1.085
5:159000001-159500000	5	159000001	159500000	1.1	0.946	0.969	0.926
5:159500001-160000000	5	159500001	160000000	1.158	0.99	1.033	1.051
5:160000001-160500000	5	160000001	160500000	0.985	1.024	1.031	1.088
5:161000001-161500000	5	161000001	161500000	1.037	0.976	1.029	1.068
5:161500001-162000000	5	161500001	162000000	1.068	0.999	1.042	1.035
5:162000001-162500000	5	162000001	162500000	1.092	0.967	1.027	1.163
5:162500001-163000000	5	162500001	163000000	1.04	0.99	0.894	1.043
5:164000001-164500000	5	164000001	164500000	1.123	0.953	1.049	1.231
5:165000001-165500000	5	165000001	165500000	1.118	0.986	0.974	1.121
5:165500001-166000000	5	165500001	166000000	1.075	1.012	0.962	1.062
5:166000001-166500000	5	166000001	166500000	1.075	0.979	0.983	1
5:167000001-167500000	5	167000001	167500000	1.078	0.983	1.018	1.08
5:167500001-168000000	5	167500001	168000000	1.129	0.994	1.04	1.136
5:168000001-168500000	5	168000001	168500000	1.111	0.938	1.023	0.958
5:168500001-169000000	5	168500001	169000000	1.064	0.957	1.013	1.103
5:169000001-169500000	5	169000001	169500000	1.177	1.145	1.011	1.188
5:169500001-170000000	5	169500001	170000000	1.187	1.002	1.041	1.209
5:170000001-170500000	5	170000001	170500000	1.051	1.066	0.993	1.04
5:171000001-171500000	5	171000001	171500000	1.064	1.009	1	1.256
5:171500001-172000000	5	171500001	172000000	1.127	1.067	0.996	1.125
5:172000001-172500000	5	172000001	172500000	1.189	0.949	0.997	1.194
5:172500001-173000000	5	172500001	173000000	1.056	0.957	0.972	0.947
5:173000001-173500000	5	173000001	173500000	1.29	0.99	1.053	1.246
5:173500001-174000000	5	173500001	174000000	1.183	0.896	0.974	1.206
5:174000001-174500000	5	174000001	174500000	1.209	1.083	1.16	1.087
5:174500001-175000000	5	174500001	175000000	1.063	0.923	1.038	1.04
5:175000001-175500000	5	175000001	175500000	1.096	1.002	1.064	1.181
5:175500001-176000000	5	175500001	176000000	1.092	1.101	0.99	1.045
5:176500001-177000000	5	176500001	177000000	1.086	1.092	1	1.189
5:177000001-177500000	5	177000001	177500000	1.032	0.934	0.966	1.031
5:178000001-178500000	5	178000001	178500000	1.14	1.087	1.015	1.142
5:178500001-179000000	5	178500001	179000000	1.028	0.99	0.985	1.113
5:179000001-179500000	5	179000001	179500000	1.069	0.98	1.025	1.238
5:179500001-180000000	5	179500001	180000000	1.011	0.875	0.83	1
5:180000001-180500000	5	180000001	180500000	1.159	0.94	1.055	1.118
5:180500001-181000000	5	180500001	181000000	1.034	0.977	0.967	1.034
6:500001-1000000	6	500001	1000000	1.001	0.901	1.006	0.975
6:1000001-1500000	6	1000001	1500000	1.015	0.983	1.057	0.976
6:2000001-2500000	6	2000001	2500000	1.006	1.01	1.021	0.988
6:2500001-3000000	6	2500001	3000000	0.851	1.022	0.939	0.83
6:3000001-3500000	6	3000001	3500000	0.986	0.935	1.021	1.01
6:4000001-4500000	6	4000001	4500000	0.945	0.933	0.99	0.914
6:4500001-5000000	6	4500001	5000000	0.952	0.942	0.932	0.912
6:5000001-5500000	6	5000001	5500000	1.005	0.993	0.933	0.936
6:5500001-6000000	6	5500001	6000000	1.073	0.952	1.015	0.926
6:6000001-6500000	6	6000001	6500000	1.061	1.084	1.063	0.981
6:6500001-7000000	6	6500001	7000000	0.828	1.045	0.894	0.966
6:7000001-7500000	6	7000001	7500000	0.964	1.019	0.98	0.883
6:7500001-8000000	6	7500001	8000000	1.044	0.976	1.017	0.954
6:8000001-8500000	6	8000001	8500000	1.016	1.043	1.034	0.904
6:8500001-9000000	6	8500001	9000000	0.997	1.094	0.965	1.084
6:9000001-9500000	6	9000001	9500000	1.03	1.067	0.989	1.041
6:9500001-10000000	6	9500001	10000000	0.963	0.98	0.935	1.055
6:10000001-10500000	6	10000001	10500000	0.874	0.992	1.033	0.94
6:10500001-11000000	6	10500001	11000000	1.051	1.083	0.936	1.035
6:11000001-11500000	6	11000001	11500000	1.073	0.878	0.969	0.886
6:11500001-12000000	6	11500001	12000000	0.969	1.012	0.95	0.936
6:12000001-12500000	6	12000001	12500000	0.957	0.871	1.04	0.895
6:12500001-13000000	6	12500001	13000000	0.999	1.154	1.105	0.985
6:13000001-13500000	6	13000001	13500000	1.023	1.007	0.981	0.856
6:13500001-14000000	6	13500001	14000000	0.926	0.879	0.997	0.791
6:14000001-14500000	6	14000001	14500000	1.004	1.028	1.09	0.926
6:14500001-15000000	6	14500001	15000000	0.974	0.99	0.958	0.902
6:15000001-15500000	6	15000001	15500000	0.87	0.945	0.927	0.948
6:15500001-16000000	6	15500001	16000000	0.969	1.062	0.893	0.933
6:16000001-16500000	6	16000001	16500000	1.013	1.16	0.889	0.868
6:16500001-17000000	6	16500001	17000000	0.955	0.963	1.039	1.013
6:17000001-17500000	6	17000001	17500000	1.067	1.108	1.033	0.821
