feature	chromosome	start	end	SLX-17930.D704tp_D502tp.H77FWBBXY.s_8.r_1	SLX-17930.D704tp_D503tp.H77FWBBXY.s_8.r_1	SLX-17930.D704tp_D504tp.H77FWBBXY.s_8.r_1
5:42500001-43000000	5	42500001	43000000	1.005	0.954	1.063
5:43000001-43500000	5	43000001	43500000	0.917	0.97	0.94
5:43500001-44000000	5	43500001	44000000	1.117	1.01	0.967
5:44000001-44500000	5	44000001	44500000	0.966	0.99	0.983
5:44500001-45000000	5	44500001	45000000	0.988	1.028	1.024
5:45000001-45500000	5	45000001	45500000	0.931	0.993	1.006
5:50500001-51000000	5	50500001	51000000	0.977	1.094	0.974
5:51000001-51500000	5	51000001	51500000	0.919	0.981	1.019
5:51500001-52000000	5	51500001	52000000	1.096	0.996	0.985
5:52000001-52500000	5	52000001	52500000	0.974	1.094	0.89
5:52500001-53000000	5	52500001	53000000	1.053	0.994	1.052
5:53000001-53500000	5	53000001	53500000	1.058	1.009	1.062
5:53500001-54000000	5	53500001	54000000	1.095	1.055	1.041
5:54000001-54500000	5	54000001	54500000	1.083	1.118	0.98
5:54500001-55000000	5	54500001	55000000	1.062	1.053	1.059
5:55000001-55500000	5	55000001	55500000	1.071	0.97	1.052
5:55500001-56000000	5	55500001	56000000	1.045	1.045	1.017
5:56000001-56500000	5	56000001	56500000	1.032	1.014	0.998
5:56500001-57000000	5	56500001	57000000	1.015	1.044	0.974
5:57000001-57500000	5	57000001	57500000	0.989	0.91	0.972
5:57500001-58000000	5	57500001	58000000	1.045	1.085	1.155
5:58000001-58500000	5	58000001	58500000	1.012	1.036	0.987
5:58500001-59000000	5	58500001	59000000	1.01	1.048	1.124
5:59000001-59500000	5	59000001	59500000	1.043	1.031	1.003
5:59500001-60000000	5	59500001	60000000	1.009	1.032	1.062
5:60000001-60500000	5	60000001	60500000	0.986	1.008	1.023
5:61000001-61500000	5	61000001	61500000	0.999	0.969	1.018
5:61500001-62000000	5	61500001	62000000	1.003	1.016	0.996
5:62000001-62500000	5	62000001	62500000	1.057	1.116	0.949
5:62500001-63000000	5	62500001	63000000	1.099	0.991	1.049
5:63000001-63500000	5	63000001	63500000	0.961	1	0.98
5:63500001-64000000	5	63500001	64000000	1.076	1.052	1.005
5:64000001-64500000	5	64000001	64500000	1.043	1.06	1.063
5:64500001-65000000	5	64500001	65000000	1.054	1.037	0.996
5:65000001-65500000	5	65000001	65500000	0.959	1.016	0.979
5:65500001-66000000	5	65500001	66000000	0.908	0.934	0.925
5:66500001-67000000	5	66500001	67000000	1.012	1.055	0.968
5:67000001-67500000	5	67000001	67500000	1.019	1.008	0.928
5:67500001-68000000	5	67500001	68000000	1.041	1.169	1.093
5:68000001-68500000	5	68000001	68500000	1.009	1.043	1.007
5:68500001-69000000	5	68500001	69000000	1.02	1.047	1.031
5:69000001-69500000	5	69000001	69500000	0.818	0.862	0.934
5:71500001-72000000	5	71500001	72000000	0.988	1.005	1.033
5:72000001-72500000	5	72000001	72500000	0.999	1.02	0.976
5:72500001-73000000	5	72500001	73000000	1.079	1.006	1.051
5:73000001-73500000	5	73000001	73500000	0.981	0.968	0.99
5:74000001-74500000	5	74000001	74500000	1.056	0.986	1.045
5:74500001-75000000	5	74500001	75000000	1.027	1.052	0.953
5:75000001-75500000	5	75000001	75500000	0.901	1.003	0.959
5:75500001-76000000	5	75500001	76000000	1.061	1.053	1.047
5:76000001-76500000	5	76000001	76500000	1.051	1.044	1.074
5:76500001-77000000	5	76500001	77000000	0.929	0.935	0.951
5:77000001-77500000	5	77000001	77500000	1.086	1.025	1.062
5:77500001-78000000	5	77500001	78000000	1.005	0.979	1.068
5:78000001-78500000	5	78000001	78500000	1.108	1.039	1.044
5:78500001-79000000	5	78500001	79000000	1.036	1.028	1.021
5:79500001-80000000	5	79500001	80000000	1.034	1.045	1.054
5:80000001-80500000	5	80000001	80500000	1.018	0.949	1.018
5:81000001-81500000	5	81000001	81500000	1.016	0.993	1.032
5:81500001-82000000	5	81500001	82000000	1.023	0.956	1.012
5:82000001-82500000	5	82000001	82500000	1.074	1.009	0.982
5:82500001-83000000	5	82500001	83000000	1.051	1.068	1.031
5:83000001-83500000	5	83000001	83500000	1.006	0.98	0.989
5:83500001-84000000	5	83500001	84000000	0.978	1.089	0.965
5:84000001-84500000	5	84000001	84500000	0.984	1.025	1.078
5:84500001-85000000	5	84500001	85000000	0.987	0.975	1
5:85000001-85500000	5	85000001	85500000	1.023	0.988	0.968
5:85500001-86000000	5	85500001	86000000	1.01	1.009	0.959
5:86000001-86500000	5	86000001	86500000	0.993	0.962	1.059
5:86500001-87000000	5	86500001	87000000	1.021	1.008	1.072
5:87000001-87500000	5	87000001	87500000	0.888	0.978	0.952
5:87500001-88000000	5	87500001	88000000	0.943	1.032	1.041
5:88000001-88500000	5	88000001	88500000	0.982	1.014	0.944
5:88500001-89000000	5	88500001	89000000	1.041	0.933	0.965
5:89000001-89500000	5	89000001	89500000	0.975	1.025	1.03
5:89500001-90000000	5	89500001	90000000	0.977	1.056	1.131
5:90000001-90500000	5	90000001	90500000	1.019	1.02	1.066
5:90500001-91000000	5	90500001	91000000	1.052	1.094	0.983
5:91000001-91500000	5	91000001	91500000	0.969	0.967	0.909
5:91500001-92000000	5	91500001	92000000	0.981	1.072	1.038
5:92000001-92500000	5	92000001	92500000	0.999	0.931	0.982
5:92500001-93000000	5	92500001	93000000	1.025	1.003	0.98
5:93000001-93500000	5	93000001	93500000	1.119	1.043	1.002
5:93500001-94000000	5	93500001	94000000	1.05	1.045	0.964
5:94000001-94500000	5	94000001	94500000	0.935	1.008	1.037
5:95000001-95500000	5	95000001	95500000	0.992	0.97	0.963
5:95500001-96000000	5	95500001	96000000	0.975	0.93	0.991
5:96000001-96500000	5	96000001	96500000	1.02	1.067	1.008
5:96500001-97000000	5	96500001	97000000	0.928	0.962	0.928
5:97000001-97500000	5	97000001	97500000	1.001	1.02	0.999
5:98500001-99000000	5	98500001	99000000	0.973	0.932	0.988
5:99000001-99500000	5	99000001	99500000	0.986	0.88	0.934
5:100500001-101000000	5	100500001	101000000	1.078	0.985	0.977
5:101000001-101500000	5	101000001	101500000	1.078	1.095	0.997
5:101500001-102000000	5	101500001	102000000	0.952	0.969	1.046
5:102000001-102500000	5	102000001	102500000	0.959	0.961	0.948
5:102500001-103000000	5	102500001	103000000	1.093	1.129	1.058
5:103000001-103500000	5	103000001	103500000	0.994	0.986	1.026
5:103500001-104000000	5	103500001	104000000	1.025	1.03	0.982
5:104000001-104500000	5	104000001	104500000	1.005	1.024	1.05
5:104500001-105000000	5	104500001	105000000	1.03	0.965	0.969
5:105000001-105500000	5	105000001	105500000	1.01	1.006	1.053
5:105500001-106000000	5	105500001	106000000	0.951	0.927	1.007
5:106000001-106500000	5	106000001	106500000	1.012	1.003	0.981
5:107000001-107500000	5	107000001	107500000	1.022	0.998	1.009
5:107500001-108000000	5	107500001	108000000	0.908	0.969	0.916
5:108000001-108500000	5	108000001	108500000	0.983	1.03	0.981
5:108500001-109000000	5	108500001	109000000	1.026	1.016	0.981
5:109000001-109500000	5	109000001	109500000	0.987	1.08	0.948
5:109500001-110000000	5	109500001	110000000	1.05	1.073	0.969
5:110000001-110500000	5	110000001	110500000	1.024	1.004	0.925
5:110500001-111000000	5	110500001	111000000	0.991	1.003	0.989
5:111500001-112000000	5	111500001	112000000	1.062	1.054	0.995
5:112000001-112500000	5	112000001	112500000	1.021	0.977	1.021
5:112500001-113000000	5	112500001	113000000	0.985	0.898	0.894
5:113000001-113500000	5	113000001	113500000	0.969	0.942	0.975
5:113500001-114000000	5	113500001	114000000	0.937	0.971	0.97
5:114000001-114500000	5	114000001	114500000	0.982	1.013	0.993
5:114500001-115000000	5	114500001	115000000	0.986	0.987	0.957
5:115000001-115500000	5	115000001	115500000	1.01	0.845	0.924
5:115500001-116000000	5	115500001	116000000	0.966	0.907	1.035
5:116000001-116500000	5	116000001	116500000	1.034	1.026	0.932
5:116500001-117000000	5	116500001	117000000	1.021	0.948	1.064
5:117000001-117500000	5	117000001	117500000	0.968	0.939	1.036
5:117500001-118000000	5	117500001	118000000	0.95	1.041	0.989
5:118000001-118500000	5	118000001	118500000	0.999	0.971	1.071
5:118500001-119000000	5	118500001	119000000	1.038	0.922	0.989
5:119500001-120000000	5	119500001	120000000	0.977	0.977	1.039
5:120000001-120500000	5	120000001	120500000	1.014	1.031	0.993
5:120500001-121000000	5	120500001	121000000	1.009	0.997	0.999
5:121500001-122000000	5	121500001	122000000	0.997	0.998	1.029
5:122500001-123000000	5	122500001	123000000	0.979	1.036	0.983
5:123000001-123500000	5	123000001	123500000	1.037	0.974	0.96
5:124000001-124500000	5	124000001	124500000	1.031	1.049	0.985
5:124500001-125000000	5	124500001	125000000	1.064	0.996	0.966
5:125000001-125500000	5	125000001	125500000	0.952	0.971	1.018
5:125500001-126000000	5	125500001	126000000	0.99	0.962	0.988
5:126000001-126500000	5	126000001	126500000	0.971	0.949	0.971
5:126500001-127000000	5	126500001	127000000	1.03	1.001	1.006
5:127000001-127500000	5	127000001	127500000	1.056	0.99	1.154
5:127500001-128000000	5	127500001	128000000	1.012	1.104	0.977
5:128000001-128500000	5	128000001	128500000	1.019	1.056	1.063
5:128500001-129000000	5	128500001	129000000	1.091	1.033	1.062
5:129000001-129500000	5	129000001	129500000	1.12	1.021	0.954
5:129500001-130000000	5	129500001	130000000	1.024	1.023	1.062
5:130000001-130500000	5	130000001	130500000	1.056	0.989	0.974
5:131000001-131500000	5	131000001	131500000	0.96	1.02	1.008
5:131500001-132000000	5	131500001	132000000	0.935	0.982	1.043
5:132000001-132500000	5	132000001	132500000	0.956	1.051	0.909
5:132500001-133000000	5	132500001	133000000	0.984	1.042	0.987
5:133000001-133500000	5	133000001	133500000	1.039	1.074	1.142
5:133500001-134000000	5	133500001	134000000	1.011	0.984	1.023
5:134000001-134500000	5	134000001	134500000	0.931	1.019	1.045
5:135000001-135500000	5	135000001	135500000	1.078	1.041	0.976
5:135500001-136000000	5	135500001	136000000	1.034	1.016	0.979
5:136000001-136500000	5	136000001	136500000	1.023	1.01	0.984
5:137500001-138000000	5	137500001	138000000	1.035	1.043	1.045
5:138000001-138500000	5	138000001	138500000	0.938	0.936	1.014
5:138500001-139000000	5	138500001	139000000	1.023	1.009	1.026
5:139000001-139500000	5	139000001	139500000	1.08	1.008	0.994
5:139500001-140000000	5	139500001	140000000	1.102	1.027	1.09
5:140000001-140500000	5	140000001	140500000	0.937	0.966	0.982
5:140500001-141000000	5	140500001	141000000	0.955	0.993	0.939
5:141000001-141500000	5	141000001	141500000	0.953	1.023	1.035
5:141500001-142000000	5	141500001	142000000	0.972	0.99	0.974
5:142000001-142500000	5	142000001	142500000	1.039	1.002	1.044
5:142500001-143000000	5	142500001	143000000	1.079	0.982	1.017
5:143000001-143500000	5	143000001	143500000	1.003	1.019	0.959
5:144000001-144500000	5	144000001	144500000	1.009	0.999	1.088
5:144500001-145000000	5	144500001	145000000	1.009	1.049	1.043
5:145000001-145500000	5	145000001	145500000	1.068	0.98	1.032
5:145500001-146000000	5	145500001	146000000	1.013	1.024	0.878
5:146000001-146500000	5	146000001	146500000	0.969	0.953	0.897
5:146500001-147000000	5	146500001	147000000	1.072	1.045	1.047
5:147000001-147500000	5	147000001	147500000	0.911	1.079	1.066
5:147500001-148000000	5	147500001	148000000	1.068	1.083	1.13
5:148000001-148500000	5	148000001	148500000	1.024	1.036	0.954
5:148500001-149000000	5	148500001	149000000	1.027	0.996	0.992
5:149000001-149500000	5	149000001	149500000	0.987	0.906	0.992
5:149500001-150000000	5	149500001	150000000	1.041	1.102	1.068
5:150000001-150500000	5	150000001	150500000	1.039	1.03	0.974
5:150500001-151000000	5	150500001	151000000	1.011	1.002	1.049
5:151000001-151500000	5	151000001	151500000	1.038	0.949	0.843
5:151500001-152000000	5	151500001	152000000	1.016	0.934	1.081
5:152500001-153000000	5	152500001	153000000	1.084	1.09	1.011
5:153000001-153500000	5	153000001	153500000	1.05	1.06	1.073
5:153500001-154000000	5	153500001	154000000	1.073	1.037	1.084
5:154000001-154500000	5	154000001	154500000	1.038	0.997	0.989
5:154500001-155000000	5	154500001	155000000	1.019	0.972	0.978
5:155000001-155500000	5	155000001	155500000	1.134	1.105	0.995
5:155500001-156000000	5	155500001	156000000	1.023	0.963	1.006
5:156000001-156500000	5	156000001	156500000	1.051	0.975	1.032
5:156500001-157000000	5	156500001	157000000	1.072	1.028	1.121
5:157000001-157500000	5	157000001	157500000	1.026	1.049	1.023
5:157500001-158000000	5	157500001	158000000	0.957	0.984	1.007
5:158000001-158500000	5	158000001	158500000	1.03	1.11	1
5:158500001-159000000	5	158500001	159000000	1.094	1.073	1.005
5:159000001-159500000	5	159000001	159500000	1.083	0.987	0.981
5:159500001-160000000	5	159500001	160000000	1.051	1.076	1.024
5:160000001-160500000	5	160000001	160500000	1.005	0.937	1.005
5:161000001-161500000	5	161000001	161500000	1.067	1.016	0.943
5:161500001-162000000	5	161500001	162000000	1.089	1.078	1.033
5:162000001-162500000	5	162000001	162500000	0.998	0.977	1.004
5:162500001-163000000	5	162500001	163000000	1.033	1.031	0.92
5:164000001-164500000	5	164000001	164500000	1.046	0.965	0.957
5:165000001-165500000	5	165000001	165500000	1.114	1.021	1.004
5:165500001-166000000	5	165500001	166000000	1.1	1.085	1.011
5:166000001-166500000	5	166000001	166500000	1.032	0.955	1.01
5:167000001-167500000	5	167000001	167500000	1.037	1.033	1.004
5:167500001-168000000	5	167500001	168000000	1.099	1.082	1.003
5:168000001-168500000	5	168000001	168500000	1.025	0.974	1.001
5:168500001-169000000	5	168500001	169000000	1.087	1.069	0.983
5:169000001-169500000	5	169000001	169500000	1.109	1.015	1.067
5:169500001-170000000	5	169500001	170000000	1.004	1.054	0.965
5:170000001-170500000	5	170000001	170500000	1.019	1.059	1.008
5:171000001-171500000	5	171000001	171500000	1.053	1.11	1.034
5:171500001-172000000	5	171500001	172000000	1.062	0.95	1.003
5:172000001-172500000	5	172000001	172500000	1.042	0.972	0.97
5:172500001-173000000	5	172500001	173000000	1.037	0.998	0.885
5:173000001-173500000	5	173000001	173500000	1.14	0.991	0.953
5:173500001-174000000	5	173500001	174000000	1.011	0.984	0.947
5:174000001-174500000	5	174000001	174500000	1.11	1.104	1.099
5:174500001-175000000	5	174500001	175000000	1.061	1.025	1.025
5:175000001-175500000	5	175000001	175500000	1.051	1.004	1.059
5:175500001-176000000	5	175500001	176000000	1.087	1.05	1.037
5:176500001-177000000	5	176500001	177000000	1.11	1.002	1.043
5:177000001-177500000	5	177000001	177500000	0.978	0.951	0.873
5:178000001-178500000	5	178000001	178500000	1.068	1.03	1.011
5:178500001-179000000	5	178500001	179000000	1.05	0.966	0.942
5:179000001-179500000	5	179000001	179500000	1.035	1.011	1.043
5:179500001-180000000	5	179500001	180000000	0.989	0.975	0.973
5:180000001-180500000	5	180000001	180500000	1.105	1.079	1.093
5:180500001-181000000	5	180500001	181000000	1.01	0.967	0.933
6:500001-1000000	6	500001	1000000	1.141	1.02	0.999
6:1000001-1500000	6	1000001	1500000	1.055	1.022	1.049
6:2000001-2500000	6	2000001	2500000	1.085	1.065	1.054
6:2500001-3000000	6	2500001	3000000	1.031	0.991	0.922
6:3000001-3500000	6	3000001	3500000	0.924	0.953	0.97
6:4000001-4500000	6	4000001	4500000	0.99	0.955	0.992
6:4500001-5000000	6	4500001	5000000	0.984	1.059	0.947
6:5000001-5500000	6	5000001	5500000	0.915	0.981	0.969
6:5500001-6000000	6	5500001	6000000	1.099	1.052	1.018
6:6000001-6500000	6	6000001	6500000	1.142	1.002	1.017
6:6500001-7000000	6	6500001	7000000	0.961	0.948	0.929
6:7000001-7500000	6	7000001	7500000	1	0.971	0.941
6:7500001-8000000	6	7500001	8000000	1.058	1.004	1.093
6:8000001-8500000	6	8000001	8500000	0.966	0.993	0.941
6:8500001-9000000	6	8500001	9000000	1.114	1.019	1.052
6:9000001-9500000	6	9000001	9500000	1.062	1.026	1.058
6:9500001-10000000	6	9500001	10000000	1.118	1.065	0.985
6:10000001-10500000	6	10000001	10500000	0.96	0.995	0.962
6:10500001-11000000	6	10500001	11000000	1.108	1.06	0.994
6:11000001-11500000	6	11000001	11500000	1.012	0.967	1.006
6:11500001-12000000	6	11500001	12000000	0.935	0.932	0.993
6:12000001-12500000	6	12000001	12500000	1.03	0.999	0.973
6:12500001-13000000	6	12500001	13000000	1.141	1.133	1.043
6:13000001-13500000	6	13000001	13500000	0.995	0.959	0.972
6:13500001-14000000	6	13500001	14000000	1.023	0.902	1.02
6:14000001-14500000	6	14000001	14500000	1.05	1.052	0.985
6:14500001-15000000	6	14500001	15000000	0.975	0.992	0.974
6:15000001-15500000	6	15000001	15500000	1.008	1.047	0.98
6:15500001-16000000	6	15500001	16000000	1.068	1.076	0.975
6:16000001-16500000	6	16000001	16500000	1.038	0.946	1
6:16500001-17000000	6	16500001	17000000	1.032	1.039	0.981
6:17000001-17500000	6	17000001	17500000	1	0.977	0.984
6:17500001-18000000	6	17500001	18000000	0.941	0.888	0.936
6:18000001-18500000	6	18000001	18500000	0.919	0.958	0.873
6:18500001-19000000	6	18500001	19000000	0.895	0.994	1.067
6:19000001-19500000	6	19000001	19500000	0.943	1.013	1.107
6:19500001-20000000	6	19500001	20000000	1.095	1.054	1.024
6:20000001-20500000	6	20000001	20500000	0.968	0.949	0.945
6:20500001-21000000	6	20500001	21000000	1.086	0.975	0.99
6:21000001-21500000	6	21000001	21500000	1.056	1.11	0.958
6:21500001-22000000	6	21500001	22000000	1.059	1.003	1.008
6:22000001-22500000	6	22000001	22500000	1.027	1.008	0.997
6:22500001-23000000	6	22500001	23000000	1.093	1.105	1.011
6:23000001-23500000	6	23000001	23500000	1.139	1.021	1.114
6:23500001-24000000	6	23500001	24000000	1.122	1.014	1.03
6:24000001-24500000	6	24000001	24500000	0.954	1.04	1.066
6:24500001-25000000	6	24500001	25000000	0.922	0.944	0.904
6:25000001-25500000	6	25000001	25500000	0.967	0.954	1.094
6:25500001-26000000	6	25500001	26000000	0.973	1.01	1.031
6:26000001-26500000	6	26000001	26500000	0.859	0.833	0.808
6:27000001-27500000	6	27000001	27500000	0.98	0.978	0.928
6:27500001-28000000	6	27500001	28000000	0.909	0.989	1.009
6:28000001-28500000	6	28000001	28500000	1.019	0.974	0.979
6:28500001-29000000	6	28500001	29000000	0.978	1.047	0.941
6:29500001-30000000	6	29500001	30000000	0.912	0.963	0.914
6:30000001-30500000	6	30000001	30500000	0.965	1.023	0.98
6:30500001-31000000	6	30500001	31000000	0.971	0.955	0.913
6:31500001-32000000	6	31500001	32000000	0.955	0.981	0.888
6:32000001-32500000	6	32000001	32500000	0.922	0.998	0.885
6:33000001-33500000	6	33000001	33500000	0.869	0.992	0.947
6:33500001-34000000	6	33500001	34000000	1.017	0.946	0.98
6:34000001-34500000	6	34000001	34500000	0.98	0.96	1.046
6:34500001-35000000	6	34500001	35000000	0.897	1.009	0.993
6:35000001-35500000	6	35000001	35500000	1.019	1.061	1.058
6:35500001-36000000	6	35500001	36000000	1.025	1.004	0.974
6:36000001-36500000	6	36000001	36500000	1.039	0.96	0.981
6:36500001-37000000	6	36500001	37000000	0.925	0.968	0.973
6:37000001-37500000	6	37000001	37500000	1.002	0.965	0.96
6:37500001-38000000	6	37500001	38000000	0.954	1.007	0.911
6:38000001-38500000	6	38000001	38500000	0.969	0.994	1.002
6:38500001-39000000	6	38500001	39000000	1.036	1	0.972
6:39000001-39500000	6	39000001	39500000	1.009	1.076	1.038
6:39500001-40000000	6	39500001	40000000	1.107	1.046	1.047
6:40000001-40500000	6	40000001	40500000	1.001	1.047	1.045
6:40500001-41000000	6	40500001	41000000	1.047	0.936	0.986
6:41000001-41500000	6	41000001	41500000	1.04	1.016	1.019
6:41500001-42000000	6	41500001	42000000	0.977	1.024	0.995
6:42000001-42500000	6	42000001	42500000	0.929	1.03	0.954
6:42500001-43000000	6	42500001	43000000	0.937	0.93	0.904
6:43500001-44000000	6	43500001	44000000	0.921	1.046	1.107
6:44000001-44500000	6	44000001	44500000	0.905	0.98	1.004
6:44500001-45000000	6	44500001	45000000	1.163	1.15	1.072
6:45000001-45500000	6	45000001	45500000	1.087	1.053	0.992
6:45500001-46000000	6	45500001	46000000	1.128	1.096	1.023
6:46000001-46500000	6	46000001	46500000	0.995	1.077	1.041
6:46500001-47000000	6	46500001	47000000	1.064	1.053	0.97
6:47000001-47500000	6	47000001	47500000	1.04	1.044	1.032
6:47500001-48000000	6	47500001	48000000	1.088	1.04	0.996
6:48000001-48500000	6	48000001	48500000	0.991	1.058	1.041
6:48500001-49000000	6	48500001	49000000	1.017	1.009	1.095
6:49000001-49500000	6	49000001	49500000	1.045	1.032	0.955
6:49500001-50000000	6	49500001	50000000	1.049	0.973	0.99
6:50000001-50500000	6	50000001	50500000	1.03	1.038	1.001
6:50500001-51000000	6	50500001	51000000	1.036	0.977	0.976
