feature	chromosome	start	end	SLX-17922.D710tp_D504tp.HC22GBBXY.s_6.r_1	SLX-16150.D708tp_D503tp.HC22VBBXY.s_3.r_1
4:179500001-180000000	4	179500001	180000000	0.997	0.874
4:180000001-180500000	4	180000001	180500000	0.919	1.036
4:180500001-181000000	4	180500001	181000000	0.799	1.003
4:181000001-181500000	4	181000001	181500000	0.991	0.907
4:181500001-182000000	4	181500001	182000000	0.913	0.986
4:182000001-182500000	4	182000001	182500000	0.92	1.02
4:182500001-183000000	4	182500001	183000000	0.972	1.113
4:183500001-184000000	4	183500001	184000000	1.017	0.933
4:184000001-184500000	4	184000001	184500000	0.828	0.969
4:184500001-185000000	4	184500001	185000000	0.902	1.029
4:185000001-185500000	4	185000001	185500000	0.903	1.005
4:185500001-186000000	4	185500001	186000000	0.944	1.03
4:186000001-186500000	4	186000001	186500000	0.968	1.099
4:186500001-187000000	4	186500001	187000000	0.897	0.913
4:187000001-187500000	4	187000001	187500000	0.921	0.994
4:187500001-188000000	4	187500001	188000000	0.928	1.017
4:188500001-189000000	4	188500001	189000000	0.87	0.826
4:189000001-189500000	4	189000001	189500000	0.995	0.903
5:500001-1000000	5	500001	1000000	1.047	1.049
5:1000001-1500000	5	1000001	1500000	1.038	1.018
5:1500001-2000000	5	1500001	2000000	1.002	0.985
5:2000001-2500000	5	2000001	2500000	0.998	0.991
5:2500001-3000000	5	2500001	3000000	0.895	0.879
5:3000001-3500000	5	3000001	3500000	0.93	0.831
5:4000001-4500000	5	4000001	4500000	0.993	0.96
5:4500001-5000000	5	4500001	5000000	0.975	0.925
5:5500001-6000000	5	5500001	6000000	0.968	0.927
5:6000001-6500000	5	6000001	6500000	1.007	0.977
5:6500001-7000000	5	6500001	7000000	1.016	0.957
5:7000001-7500000	5	7000001	7500000	1	0.916
5:7500001-8000000	5	7500001	8000000	0.964	0.909
5:8000001-8500000	5	8000001	8500000	0.991	0.93
5:9000001-9500000	5	9000001	9500000	0.954	1.039
5:9500001-10000000	5	9500001	10000000	1.034	1.015
5:10000001-10500000	5	10000001	10500000	0.931	0.996
5:10500001-11000000	5	10500001	11000000	0.946	1.005
5:11000001-11500000	5	11000001	11500000	1.081	1.044
5:11500001-12000000	5	11500001	12000000	0.988	1.034
5:12000001-12500000	5	12000001	12500000	1.003	0.88
5:12500001-13000000	5	12500001	13000000	0.992	1.003
5:13000001-13500000	5	13000001	13500000	0.977	0.913
5:13500001-14000000	5	13500001	14000000	1.064	1.041
5:14000001-14500000	5	14000001	14500000	0.948	0.988
5:14500001-15000000	5	14500001	15000000	0.95	0.913
5:15000001-15500000	5	15000001	15500000	0.91	0.83
5:15500001-16000000	5	15500001	16000000	1.01	0.959
5:16000001-16500000	5	16000001	16500000	0.996	1.017
5:16500001-17000000	5	16500001	17000000	1.052	1.076
5:17000001-17500000	5	17000001	17500000	0.956	0.978
5:17500001-18000000	5	17500001	18000000	0.926	0.93
5:18000001-18500000	5	18000001	18500000	1.063	1.018
5:18500001-19000000	5	18500001	19000000	0.995	1.051
5:19000001-19500000	5	19000001	19500000	0.929	0.977
5:19500001-20000000	5	19500001	20000000	1.048	1.037
5:20000001-20500000	5	20000001	20500000	0.961	0.971
5:21500001-22000000	5	21500001	22000000	0.965	0.969
5:22000001-22500000	5	22000001	22500000	0.951	0.926
5:22500001-23000000	5	22500001	23000000	0.929	0.964
5:23000001-23500000	5	23000001	23500000	0.979	0.865
5:23500001-24000000	5	23500001	24000000	0.992	0.847
5:24000001-24500000	5	24000001	24500000	1.005	0.902
5:24500001-25000000	5	24500001	25000000	0.96	0.961
5:25000001-25500000	5	25000001	25500000	0.998	0.948
5:25500001-26000000	5	25500001	26000000	0.986	0.963
5:26000001-26500000	5	26000001	26500000	0.942	0.86
5:26500001-27000000	5	26500001	27000000	1.011	1.012
5:27000001-27500000	5	27000001	27500000	0.992	0.958
5:27500001-28000000	5	27500001	28000000	0.997	0.966
5:28000001-28500000	5	28000001	28500000	0.953	1.023
5:28500001-29000000	5	28500001	29000000	1.113	1.105
5:29000001-29500000	5	29000001	29500000	1.036	1.054
5:29500001-30000000	5	29500001	30000000	0.962	0.922
5:30000001-30500000	5	30000001	30500000	1.106	0.986
5:30500001-31000000	5	30500001	31000000	1.092	1.031
5:31000001-31500000	5	31000001	31500000	0.961	1.096
5:31500001-32000000	5	31500001	32000000	1.036	0.921
5:32000001-32500000	5	32000001	32500000	0.997	1.012
5:33000001-33500000	5	33000001	33500000	1.05	1.12
5:33500001-34000000	5	33500001	34000000	1.032	1.007
5:34500001-35000000	5	34500001	35000000	1.009	0.952
5:35000001-35500000	5	35000001	35500000	1.07	1.008
5:35500001-36000000	5	35500001	36000000	1.029	1.007
5:36000001-36500000	5	36000001	36500000	1.018	1.098
5:36500001-37000000	5	36500001	37000000	0.941	0.956
5:37500001-38000000	5	37500001	38000000	1.097	1.111
5:38000001-38500000	5	38000001	38500000	0.993	1.098
5:38500001-39000000	5	38500001	39000000	1.038	1.067
5:39000001-39500000	5	39000001	39500000	1.036	0.977
5:39500001-40000000	5	39500001	40000000	1.036	1.041
5:40000001-40500000	5	40000001	40500000	1.069	0.951
5:40500001-41000000	5	40500001	41000000	1.045	0.996
5:41000001-41500000	5	41000001	41500000	1.044	0.971
5:41500001-42000000	5	41500001	42000000	1.069	1.008
5:42000001-42500000	5	42000001	42500000	1.137	0.904
5:42500001-43000000	5	42500001	43000000	1.015	0.914
5:43000001-43500000	5	43000001	43500000	1.054	1.068
5:43500001-44000000	5	43500001	44000000	1.204	1.14
5:44000001-44500000	5	44000001	44500000	0.946	0.983
5:44500001-45000000	5	44500001	45000000	1.023	0.963
5:45000001-45500000	5	45000001	45500000	1.013	1.04
5:50500001-51000000	5	50500001	51000000	1.075	1.043
5:51000001-51500000	5	51000001	51500000	1.062	0.965
5:51500001-52000000	5	51500001	52000000	0.945	1.089
5:52000001-52500000	5	52000001	52500000	0.997	1.054
5:52500001-53000000	5	52500001	53000000	1.001	1.008
5:53000001-53500000	5	53000001	53500000	1.01	1.029
5:53500001-54000000	5	53500001	54000000	0.989	1.075
5:54000001-54500000	5	54000001	54500000	0.91	1.029
5:54500001-55000000	5	54500001	55000000	1.025	0.996
5:55000001-55500000	5	55000001	55500000	1.119	0.986
5:55500001-56000000	5	55500001	56000000	1.094	1.056
5:56000001-56500000	5	56000001	56500000	0.942	0.949
5:56500001-57000000	5	56500001	57000000	0.956	1.087
5:57000001-57500000	5	57000001	57500000	0.995	0.968
5:57500001-58000000	5	57500001	58000000	1.068	1.135
5:58000001-58500000	5	58000001	58500000	1.004	1.127
5:58500001-59000000	5	58500001	59000000	1.064	1.068
5:59000001-59500000	5	59000001	59500000	0.991	1.052
5:59500001-60000000	5	59500001	60000000	1.055	1.041
5:60000001-60500000	5	60000001	60500000	0.95	1.023
5:61000001-61500000	5	61000001	61500000	0.928	1.032
5:61500001-62000000	5	61500001	62000000	0.976	0.952
5:62000001-62500000	5	62000001	62500000	1.09	0.946
5:62500001-63000000	5	62500001	63000000	1.078	1.054
5:63000001-63500000	5	63000001	63500000	0.977	0.979
5:63500001-64000000	5	63500001	64000000	1.165	1.03
5:64000001-64500000	5	64000001	64500000	1.076	1.068
5:64500001-65000000	5	64500001	65000000	0.999	1.148
5:65000001-65500000	5	65000001	65500000	1.01	1.088
5:65500001-66000000	5	65500001	66000000	0.973	1.023
5:66500001-67000000	5	66500001	67000000	1.097	1.039
5:67000001-67500000	5	67000001	67500000	0.99	1.045
5:67500001-68000000	5	67500001	68000000	1.086	1.044
5:68000001-68500000	5	68000001	68500000	0.967	0.969
5:68500001-69000000	5	68500001	69000000	1.047	0.998
5:69000001-69500000	5	69000001	69500000	1.057	0.972
5:71500001-72000000	5	71500001	72000000	0.994	0.95
5:72000001-72500000	5	72000001	72500000	0.89	1.04
5:72500001-73000000	5	72500001	73000000	1.045	1.12
5:73000001-73500000	5	73000001	73500000	1.067	1.053
5:74000001-74500000	5	74000001	74500000	1.034	1.021
5:74500001-75000000	5	74500001	75000000	1.032	1.036
5:75000001-75500000	5	75000001	75500000	0.952	0.99
5:75500001-76000000	5	75500001	76000000	1.004	1.016
5:76000001-76500000	5	76000001	76500000	0.994	0.991
5:76500001-77000000	5	76500001	77000000	0.971	0.975
5:77000001-77500000	5	77000001	77500000	1.064	1.126
5:77500001-78000000	5	77500001	78000000	0.957	1.02
5:78000001-78500000	5	78000001	78500000	0.986	1.105
5:78500001-79000000	5	78500001	79000000	1.154	1.046
5:79500001-80000000	5	79500001	80000000	1.039	1.033
5:80000001-80500000	5	80000001	80500000	0.944	1.044
5:81000001-81500000	5	81000001	81500000	1.098	0.883
5:81500001-82000000	5	81500001	82000000	1.052	1.091
5:82000001-82500000	5	82000001	82500000	1.031	0.995
5:82500001-83000000	5	82500001	83000000	1.007	1.088
5:83000001-83500000	5	83000001	83500000	1.082	0.954
5:83500001-84000000	5	83500001	84000000	1.025	1.004
5:84000001-84500000	5	84000001	84500000	1.004	1.071
5:84500001-85000000	5	84500001	85000000	1.035	1.053
5:85000001-85500000	5	85000001	85500000	0.99	0.949
5:85500001-86000000	5	85500001	86000000	0.939	1.085
5:86000001-86500000	5	86000001	86500000	1.021	0.999
5:86500001-87000000	5	86500001	87000000	1.088	1.01
5:87000001-87500000	5	87000001	87500000	0.969	0.953
5:87500001-88000000	5	87500001	88000000	1.025	0.878
5:88000001-88500000	5	88000001	88500000	0.99	0.983
5:88500001-89000000	5	88500001	89000000	1.133	1.05
5:89000001-89500000	5	89000001	89500000	1.007	1.048
5:89500001-90000000	5	89500001	90000000	1.09	1.004
5:90000001-90500000	5	90000001	90500000	1.039	1.06
5:90500001-91000000	5	90500001	91000000	1.087	1.108
5:91000001-91500000	5	91000001	91500000	0.947	0.981
5:91500001-92000000	5	91500001	92000000	0.993	1.043
5:92000001-92500000	5	92000001	92500000	1	1.034
5:92500001-93000000	5	92500001	93000000	0.997	1.075
5:93000001-93500000	5	93000001	93500000	1.053	1.077
5:93500001-94000000	5	93500001	94000000	1.085	1.073
5:94000001-94500000	5	94000001	94500000	1.056	0.966
5:95000001-95500000	5	95000001	95500000	1.066	1.012
5:95500001-96000000	5	95500001	96000000	0.946	1.023
5:96000001-96500000	5	96000001	96500000	1.093	1.034
5:96500001-97000000	5	96500001	97000000	0.951	0.951
5:97000001-97500000	5	97000001	97500000	1.047	1.004
5:98500001-99000000	5	98500001	99000000	1.003	0.916
5:99000001-99500000	5	99000001	99500000	0.911	0.889
5:100500001-101000000	5	100500001	101000000	1.028	1.066
5:101000001-101500000	5	101000001	101500000	1.06	1.111
5:101500001-102000000	5	101500001	102000000	0.921	0.995
5:102000001-102500000	5	102000001	102500000	1.072	1.011
5:102500001-103000000	5	102500001	103000000	0.94	1.029
5:103000001-103500000	5	103000001	103500000	1.094	1.052
5:103500001-104000000	5	103500001	104000000	0.905	0.993
5:104000001-104500000	5	104000001	104500000	0.977	0.908
5:104500001-105000000	5	104500001	105000000	1.053	0.958
5:105000001-105500000	5	105000001	105500000	0.893	0.935
5:105500001-106000000	5	105500001	106000000	0.985	0.909
5:106000001-106500000	5	106000001	106500000	1.007	0.942
5:107000001-107500000	5	107000001	107500000	1.02	1
5:107500001-108000000	5	107500001	108000000	1.082	1
5:108000001-108500000	5	108000001	108500000	1.001	0.932
5:108500001-109000000	5	108500001	109000000	1.058	1.111
5:109000001-109500000	5	109000001	109500000	1.057	1.011
5:109500001-110000000	5	109500001	110000000	1.1	1.083
5:110000001-110500000	5	110000001	110500000	1.025	1.029
5:110500001-111000000	5	110500001	111000000	0.925	1.024
5:111500001-112000000	5	111500001	112000000	0.917	1.007
5:112000001-112500000	5	112000001	112500000	0.932	0.993
5:112500001-113000000	5	112500001	113000000	1.087	0.967
5:113000001-113500000	5	113000001	113500000	1.043	1.029
5:113500001-114000000	5	113500001	114000000	0.987	0.899
5:114000001-114500000	5	114000001	114500000	1.15	0.925
5:114500001-115000000	5	114500001	115000000	1.121	0.95
5:115000001-115500000	5	115000001	115500000	1.064	0.971
5:115500001-116000000	5	115500001	116000000	1.026	1.057
5:116000001-116500000	5	116000001	116500000	1.04	1.099
5:116500001-117000000	5	116500001	117000000	1.037	1.084
5:117000001-117500000	5	117000001	117500000	1.007	1.026
5:117500001-118000000	5	117500001	118000000	1.17	1.038
5:118000001-118500000	5	118000001	118500000	0.991	1.029
5:118500001-119000000	5	118500001	119000000	0.998	0.988
5:119500001-120000000	5	119500001	120000000	0.997	1.019
5:120000001-120500000	5	120000001	120500000	1.093	1.152
5:120500001-121000000	5	120500001	121000000	1.015	1.071
5:121500001-122000000	5	121500001	122000000	1.019	1.164
5:122500001-123000000	5	122500001	123000000	0.953	1.022
5:123000001-123500000	5	123000001	123500000	0.989	1.032
5:124000001-124500000	5	124000001	124500000	1.008	1.026
5:124500001-125000000	5	124500001	125000000	0.986	1.054
5:125000001-125500000	5	125000001	125500000	0.999	1.039
5:125500001-126000000	5	125500001	126000000	1.043	0.97
5:126000001-126500000	5	126000001	126500000	0.944	0.951
5:126500001-127000000	5	126500001	127000000	1.051	1.085
5:127000001-127500000	5	127000001	127500000	1.035	1.095
5:127500001-128000000	5	127500001	128000000	1.063	0.997
5:128000001-128500000	5	128000001	128500000	1.047	1.018
5:128500001-129000000	5	128500001	129000000	1.028	1.036
5:129000001-129500000	5	129000001	129500000	1.039	1.064
5:129500001-130000000	5	129500001	130000000	0.978	1.033
5:130000001-130500000	5	130000001	130500000	1.113	0.945
5:131000001-131500000	5	131000001	131500000	1.08	1.023
5:131500001-132000000	5	131500001	132000000	1.008	1.022
5:132000001-132500000	5	132000001	132500000	1.118	0.99
5:132500001-133000000	5	132500001	133000000	0.948	0.979
5:133000001-133500000	5	133000001	133500000	1.12	1.069
5:133500001-134000000	5	133500001	134000000	1.013	1.116
5:134000001-134500000	5	134000001	134500000	0.954	0.996
5:135000001-135500000	5	135000001	135500000	1.027	1.087
5:135500001-136000000	5	135500001	136000000	1.072	1.022
5:136000001-136500000	5	136000001	136500000	1.005	1.175
5:137500001-138000000	5	137500001	138000000	1.048	1.093
5:138000001-138500000	5	138000001	138500000	1.016	0.885
5:138500001-139000000	5	138500001	139000000	0.989	1.05
5:139000001-139500000	5	139000001	139500000	1.005	0.988
5:139500001-140000000	5	139500001	140000000	1.133	1.014
5:140000001-140500000	5	140000001	140500000	1.046	1.018
5:140500001-141000000	5	140500001	141000000	1.012	0.928
5:141000001-141500000	5	141000001	141500000	0.927	0.958
5:141500001-142000000	5	141500001	142000000	0.997	1.009
5:142000001-142500000	5	142000001	142500000	1.127	1.042
5:142500001-143000000	5	142500001	143000000	1.005	0.927
5:143000001-143500000	5	143000001	143500000	1.082	0.978
5:144000001-144500000	5	144000001	144500000	0.952	1.026
5:144500001-145000000	5	144500001	145000000	1.141	0.99
5:145000001-145500000	5	145000001	145500000	1.038	1.017
5:145500001-146000000	5	145500001	146000000	0.952	0.945
5:146000001-146500000	5	146000001	146500000	0.986	1.067
5:146500001-147000000	5	146500001	147000000	1.03	1.144
5:147000001-147500000	5	147000001	147500000	0.953	1.133
5:147500001-148000000	5	147500001	148000000	1.064	1.171
5:148000001-148500000	5	148000001	148500000	1.016	1.184
5:148500001-149000000	5	148500001	149000000	1.022	1.096
5:149000001-149500000	5	149000001	149500000	0.956	1.024
5:149500001-150000000	5	149500001	150000000	0.965	1.037
5:150000001-150500000	5	150000001	150500000	0.994	1.052
5:150500001-151000000	5	150500001	151000000	0.999	1.034
5:151000001-151500000	5	151000001	151500000	0.993	1.013
5:151500001-152000000	5	151500001	152000000	1.073	0.925
5:152500001-153000000	5	152500001	153000000	0.997	0.97
5:153000001-153500000	5	153000001	153500000	1.043	0.946
5:153500001-154000000	5	153500001	154000000	1.021	0.945
5:154000001-154500000	5	154000001	154500000	1.085	1.018
5:154500001-155000000	5	154500001	155000000	1.04	0.959
5:155000001-155500000	5	155000001	155500000	1.011	1.087
5:155500001-156000000	5	155500001	156000000	0.973	0.997
5:156000001-156500000	5	156000001	156500000	1.012	0.933
5:156500001-157000000	5	156500001	157000000	1.067	1.001
5:157000001-157500000	5	157000001	157500000	0.902	0.993
5:157500001-158000000	5	157500001	158000000	0.958	1.012
5:158000001-158500000	5	158000001	158500000	1.032	1.009
5:158500001-159000000	5	158500001	159000000	1.137	0.987
5:159000001-159500000	5	159000001	159500000	1.065	1.097
5:159500001-160000000	5	159500001	160000000	0.995	1.002
5:160000001-160500000	5	160000001	160500000	0.956	1.02
5:161000001-161500000	5	161000001	161500000	1	1.009
5:161500001-162000000	5	161500001	162000000	1.016	0.983
5:162000001-162500000	5	162000001	162500000	1.014	0.975
5:162500001-163000000	5	162500001	163000000	1.047	0.989
5:164000001-164500000	5	164000001	164500000	0.982	0.966
5:165000001-165500000	5	165000001	165500000	1.008	1.068
5:165500001-166000000	5	165500001	166000000	1.019	1.029
5:166000001-166500000	5	166000001	166500000	0.927	1.001
5:167000001-167500000	5	167000001	167500000	1.017	0.946
5:167500001-168000000	5	167500001	168000000	1.03	0.972
5:168000001-168500000	5	168000001	168500000	0.975	1.028
5:168500001-169000000	5	168500001	169000000	1.092	1.087
5:169000001-169500000	5	169000001	169500000	1.095	1.02
5:169500001-170000000	5	169500001	170000000	1.109	0.984
5:170000001-170500000	5	170000001	170500000	1.011	0.995
5:171000001-171500000	5	171000001	171500000	1.063	1.01
5:171500001-172000000	5	171500001	172000000	1.055	0.93
5:172000001-172500000	5	172000001	172500000	1.091	1.08
5:172500001-173000000	5	172500001	173000000	0.971	1.041
5:173000001-173500000	5	173000001	173500000	1.021	0.985
5:173500001-174000000	5	173500001	174000000	1.012	0.943
5:174000001-174500000	5	174000001	174500000	1.121	1.023
5:174500001-175000000	5	174500001	175000000	1.021	0.931
5:175000001-175500000	5	175000001	175500000	0.988	0.982
5:175500001-176000000	5	175500001	176000000	0.963	0.958
5:176500001-177000000	5	176500001	177000000	1.001	0.953
5:177000001-177500000	5	177000001	177500000	0.984	0.864
5:178000001-178500000	5	178000001	178500000	0.989	1.081
5:178500001-179000000	5	178500001	179000000	1.027	0.993
5:179000001-179500000	5	179000001	179500000	0.987	0.999
5:179500001-180000000	5	179500001	180000000	0.973	0.931
5:180000001-180500000	5	180000001	180500000	1.036	1.055
5:180500001-181000000	5	180500001	181000000	0.974	0.962
6:500001-1000000	6	500001	1000000	0.986	1.11
6:1000001-1500000	6	1000001	1500000	0.888	1.046
6:2000001-2500000	6	2000001	2500000	1.003	1.02
6:2500001-3000000	6	2500001	3000000	0.894	1.115
6:3000001-3500000	6	3000001	3500000	0.976	1.073
6:4000001-4500000	6	4000001	4500000	0.878	0.975
6:4500001-5000000	6	4500001	5000000	0.925	0.984
6:5000001-5500000	6	5000001	5500000	0.947	1.02
6:5500001-6000000	6	5500001	6000000	1.056	1.047
6:6000001-6500000	6	6000001	6500000	1.018	1.164
6:6500001-7000000	6	6500001	7000000	0.92	0.947
6:7000001-7500000	6	7000001	7500000	0.872	1.029
