feature	chromosome	start	end	SLX-17922.D710tp_D507tp.HC22GBBXY.s_6.r_1	SLX-17922.D711tp_D506tp.HC22GBBXY.s_6.r_1	SLX-16150.D711tp_D508tp.HC22VBBXY.s_3.r_1
5:63500001-64000000	5	63500001	64000000	1.151	1.038	0.846
5:64000001-64500000	5	64000001	64500000	1.098	1.063	0.988
5:64500001-65000000	5	64500001	65000000	1.187	1.051	1.011
5:65000001-65500000	5	65000001	65500000	1.057	0.972	0.978
5:65500001-66000000	5	65500001	66000000	1.044	0.957	0.945
5:66500001-67000000	5	66500001	67000000	1.044	1.099	0.999
5:67000001-67500000	5	67000001	67500000	1.125	1.046	0.883
5:67500001-68000000	5	67500001	68000000	1.156	1.087	1.089
5:68000001-68500000	5	68000001	68500000	1.027	1.02	0.957
5:68500001-69000000	5	68500001	69000000	1.163	1.002	1.019
5:69000001-69500000	5	69000001	69500000	0.936	0.965	0.851
5:71500001-72000000	5	71500001	72000000	1.052	0.954	1.085
5:72000001-72500000	5	72000001	72500000	1.144	0.949	0.964
5:72500001-73000000	5	72500001	73000000	1.085	1.126	1.071
5:73000001-73500000	5	73000001	73500000	1.081	1.028	1.035
5:74000001-74500000	5	74000001	74500000	1.09	0.966	0.907
5:74500001-75000000	5	74500001	75000000	1.045	0.949	0.987
5:75000001-75500000	5	75000001	75500000	1.048	0.97	1.008
5:75500001-76000000	5	75500001	76000000	1.017	1.101	1.099
5:76000001-76500000	5	76000001	76500000	1.078	1.043	1.097
5:76500001-77000000	5	76500001	77000000	1.103	0.817	0.996
5:77000001-77500000	5	77000001	77500000	1.082	1.15	1.025
5:77500001-78000000	5	77500001	78000000	1.124	0.938	1.009
5:78000001-78500000	5	78000001	78500000	1.041	0.991	1.162
5:78500001-79000000	5	78500001	79000000	1.107	1.186	0.99
5:79500001-80000000	5	79500001	80000000	1.041	1.067	1.082
5:80000001-80500000	5	80000001	80500000	0.991	0.994	0.985
5:81000001-81500000	5	81000001	81500000	1.128	1.064	0.975
5:81500001-82000000	5	81500001	82000000	1.182	1.021	0.981
5:82000001-82500000	5	82000001	82500000	1.067	0.941	1.128
5:82500001-83000000	5	82500001	83000000	1.133	1.045	0.997
5:83000001-83500000	5	83000001	83500000	1.161	0.95	1.029
5:83500001-84000000	5	83500001	84000000	1.114	1.061	1.035
5:84000001-84500000	5	84000001	84500000	1.031	1.013	1.151
5:84500001-85000000	5	84500001	85000000	1.109	0.999	0.911
5:85000001-85500000	5	85000001	85500000	0.999	0.996	0.977
5:85500001-86000000	5	85500001	86000000	0.982	1.012	1.068
5:86000001-86500000	5	86000001	86500000	1.086	0.955	1.012
5:86500001-87000000	5	86500001	87000000	1.122	0.988	0.896
5:87000001-87500000	5	87000001	87500000	0.985	0.909	1.013
5:87500001-88000000	5	87500001	88000000	1.074	0.894	1.116
5:88000001-88500000	5	88000001	88500000	1.035	1.025	0.97
5:88500001-89000000	5	88500001	89000000	1.02	0.963	1.111
5:89000001-89500000	5	89000001	89500000	1.133	1.064	1.093
5:89500001-90000000	5	89500001	90000000	1.159	1.086	1.057
5:90000001-90500000	5	90000001	90500000	0.995	1.207	1.083
5:90500001-91000000	5	90500001	91000000	1.125	1.071	1.037
5:91000001-91500000	5	91000001	91500000	0.969	0.961	0.922
5:91500001-92000000	5	91500001	92000000	1.042	0.997	1.044
5:92000001-92500000	5	92000001	92500000	1.097	1.066	1.015
5:92500001-93000000	5	92500001	93000000	0.982	1.071	0.947
5:93000001-93500000	5	93000001	93500000	1.104	1.076	1.097
5:93500001-94000000	5	93500001	94000000	1.095	0.997	1.247
5:94000001-94500000	5	94000001	94500000	1.092	1.005	0.949
5:95000001-95500000	5	95000001	95500000	1.066	0.954	1.034
5:95500001-96000000	5	95500001	96000000	1.065	0.903	0.978
5:96000001-96500000	5	96000001	96500000	1.166	1.024	1.046
5:96500001-97000000	5	96500001	97000000	1.004	0.995	0.903
5:97000001-97500000	5	97000001	97500000	1.117	1.066	0.968
5:98500001-99000000	5	98500001	99000000	1.042	0.924	0.828
5:99000001-99500000	5	99000001	99500000	0.936	0.915	0.956
5:100500001-101000000	5	100500001	101000000	1.108	1.025	0.917
5:101000001-101500000	5	101000001	101500000	1.12	1.025	1.023
5:101500001-102000000	5	101500001	102000000	0.975	0.953	1.077
5:102000001-102500000	5	102000001	102500000	1.02	1.011	0.99
5:102500001-103000000	5	102500001	103000000	1.069	0.92	1.035
5:103000001-103500000	5	103000001	103500000	1.046	0.895	1.08
5:103500001-104000000	5	103500001	104000000	1.076	1.018	1.031
5:104000001-104500000	5	104000001	104500000	1.082	0.934	0.956
5:104500001-105000000	5	104500001	105000000	0.993	1.013	0.946
5:105000001-105500000	5	105000001	105500000	1.009	1.062	0.948
5:105500001-106000000	5	105500001	106000000	0.946	0.948	0.945
5:106000001-106500000	5	106000001	106500000	1.076	1.015	0.973
5:107000001-107500000	5	107000001	107500000	1.052	1.054	0.922
5:107500001-108000000	5	107500001	108000000	1.061	0.957	1.019
5:108000001-108500000	5	108000001	108500000	1.059	0.939	1.129
5:108500001-109000000	5	108500001	109000000	1.07	1.096	1.013
5:109000001-109500000	5	109000001	109500000	1.071	1.043	1.119
5:109500001-110000000	5	109500001	110000000	1.092	1.005	1.085
5:110000001-110500000	5	110000001	110500000	1.024	1.04	0.954
5:110500001-111000000	5	110500001	111000000	1.107	1.046	0.934
5:111500001-112000000	5	111500001	112000000	1.06	1.052	1.097
5:112000001-112500000	5	112000001	112500000	1.048	1.12	1.013
5:112500001-113000000	5	112500001	113000000	1.008	0.977	0.931
5:113000001-113500000	5	113000001	113500000	0.989	1.068	1.008
5:113500001-114000000	5	113500001	114000000	1.051	0.897	1.032
5:114000001-114500000	5	114000001	114500000	1.13	0.992	1.062
5:114500001-115000000	5	114500001	115000000	1.16	0.933	1.046
5:115000001-115500000	5	115000001	115500000	0.978	0.974	1.004
5:115500001-116000000	5	115500001	116000000	1.067	0.833	0.921
5:116000001-116500000	5	116000001	116500000	0.956	0.812	0.798
5:116500001-117000000	5	116500001	117000000	0.97	0.938	0.982
5:117000001-117500000	5	117000001	117500000	1.153	1.025	0.869
5:117500001-118000000	5	117500001	118000000	0.957	0.905	1.028
5:118000001-118500000	5	118000001	118500000	1.004	0.984	1.014
5:118500001-119000000	5	118500001	119000000	1.153	1.01	0.917
5:119500001-120000000	5	119500001	120000000	1.043	0.993	1.143
5:120000001-120500000	5	120000001	120500000	1.075	0.891	1.03
5:120500001-121000000	5	120500001	121000000	1.132	1.047	0.905
5:121500001-122000000	5	121500001	122000000	1.091	0.942	1.103
5:122500001-123000000	5	122500001	123000000	1.077	1.064	0.997
5:123000001-123500000	5	123000001	123500000	1.072	0.992	1.08
5:124000001-124500000	5	124000001	124500000	1.002	1.062	0.991
5:124500001-125000000	5	124500001	125000000	1.069	0.968	0.984
5:125000001-125500000	5	125000001	125500000	1.066	1.049	1.156
5:125500001-126000000	5	125500001	126000000	1.03	0.945	0.94
5:126000001-126500000	5	126000001	126500000	1.13	1.043	0.93
5:126500001-127000000	5	126500001	127000000	1.071	1.05	0.966
5:127000001-127500000	5	127000001	127500000	1.15	1.206	1.091
5:127500001-128000000	5	127500001	128000000	1.071	1.057	1.24
5:128000001-128500000	5	128000001	128500000	1.113	1.095	1.013
5:128500001-129000000	5	128500001	129000000	1.123	1.06	1.082
5:129000001-129500000	5	129000001	129500000	1.023	1.047	1.091
5:129500001-130000000	5	129500001	130000000	1.041	1.038	1.162
5:130000001-130500000	5	130000001	130500000	1.088	1.104	1.015
5:131000001-131500000	5	131000001	131500000	1.1	1.048	0.964
5:131500001-132000000	5	131500001	132000000	0.951	0.954	0.964
5:132000001-132500000	5	132000001	132500000	1.042	0.991	1.015
5:132500001-133000000	5	132500001	133000000	1.035	1.024	1.016
5:133000001-133500000	5	133000001	133500000	1.154	1.061	1.065
5:133500001-134000000	5	133500001	134000000	1.106	1.02	1.07
5:134000001-134500000	5	134000001	134500000	1.065	0.982	1.028
5:135000001-135500000	5	135000001	135500000	1.082	1.042	1.04
5:135500001-136000000	5	135500001	136000000	1.06	1.058	1.102
5:136000001-136500000	5	136000001	136500000	1.084	1.052	1.104
5:137500001-138000000	5	137500001	138000000	1.086	1.117	0.902
5:138000001-138500000	5	138000001	138500000	1.02	1.047	0.812
5:138500001-139000000	5	138500001	139000000	0.941	0.945	1.019
5:139000001-139500000	5	139000001	139500000	1.058	1.127	0.999
5:139500001-140000000	5	139500001	140000000	1.145	1.02	1.044
5:140000001-140500000	5	140000001	140500000	1.011	1.043	0.901
5:140500001-141000000	5	140500001	141000000	0.986	1.118	0.825
5:141000001-141500000	5	141000001	141500000	1.063	1.013	0.905
5:141500001-142000000	5	141500001	142000000	0.987	1.029	0.995
5:142000001-142500000	5	142000001	142500000	1.06	1.016	1.105
5:142500001-143000000	5	142500001	143000000	0.95	1.042	1.091
5:143000001-143500000	5	143000001	143500000	0.922	0.863	0.971
5:144000001-144500000	5	144000001	144500000	1.093	0.957	0.841
5:144500001-145000000	5	144500001	145000000	1.018	1.057	0.967
5:145000001-145500000	5	145000001	145500000	0.93	0.96	1.002
5:145500001-146000000	5	145500001	146000000	1.066	1.053	1.038
5:146000001-146500000	5	146000001	146500000	0.995	0.909	1.056
5:146500001-147000000	5	146500001	147000000	1.013	1.095	1.04
5:147000001-147500000	5	147000001	147500000	1.167	1.05	0.994
5:147500001-148000000	5	147500001	148000000	1.038	0.987	1.094
5:148000001-148500000	5	148000001	148500000	1.023	1.17	1.059
5:148500001-149000000	5	148500001	149000000	1.064	1.221	0.913
5:149000001-149500000	5	149000001	149500000	0.926	0.965	0.949
5:149500001-150000000	5	149500001	150000000	1.041	0.966	1.187
5:150000001-150500000	5	150000001	150500000	0.91	1.054	1.03
5:150500001-151000000	5	150500001	151000000	0.996	1.03	1.065
5:151000001-151500000	5	151000001	151500000	0.959	0.992	0.904
5:151500001-152000000	5	151500001	152000000	1.057	1.041	0.964
5:152500001-153000000	5	152500001	153000000	0.986	0.989	0.932
5:153000001-153500000	5	153000001	153500000	0.986	1.028	1.032
5:153500001-154000000	5	153500001	154000000	1.04	0.987	1.007
5:154000001-154500000	5	154000001	154500000	1.004	0.979	1.042
5:154500001-155000000	5	154500001	155000000	0.977	1.065	0.973
5:155000001-155500000	5	155000001	155500000	0.985	1.026	0.997
5:155500001-156000000	5	155500001	156000000	0.939	0.918	0.972
5:156000001-156500000	5	156000001	156500000	1.014	0.983	1.025
5:156500001-157000000	5	156500001	157000000	1.037	0.96	1.028
5:157000001-157500000	5	157000001	157500000	1.043	0.95	1.064
5:157500001-158000000	5	157500001	158000000	1	1.001	1.102
5:158000001-158500000	5	158000001	158500000	1.111	1.062	0.963
5:158500001-159000000	5	158500001	159000000	1.047	1.055	1.038
5:159000001-159500000	5	159000001	159500000	0.944	1.05	0.945
5:159500001-160000000	5	159500001	160000000	1.084	1.027	0.989
5:160000001-160500000	5	160000001	160500000	1.028	0.905	0.964
5:161000001-161500000	5	161000001	161500000	1.118	0.9	0.907
5:161500001-162000000	5	161500001	162000000	1.119	1.048	0.917
5:162000001-162500000	5	162000001	162500000	0.967	1.093	0.969
5:162500001-163000000	5	162500001	163000000	1.032	0.883	0.924
5:164000001-164500000	5	164000001	164500000	1.108	0.905	1.096
5:165000001-165500000	5	165000001	165500000	1.142	1.008	1.017
5:165500001-166000000	5	165500001	166000000	1.002	1.067	1.007
5:166000001-166500000	5	166000001	166500000	0.972	0.915	0.983
5:167000001-167500000	5	167000001	167500000	0.971	1.051	1.01
5:167500001-168000000	5	167500001	168000000	1.176	0.976	0.939
5:168000001-168500000	5	168000001	168500000	1.08	1.038	1.014
5:168500001-169000000	5	168500001	169000000	1.167	1.103	1.028
5:169000001-169500000	5	169000001	169500000	1.075	1.027	1.131
5:169500001-170000000	5	169500001	170000000	1.049	0.994	0.997
5:170000001-170500000	5	170000001	170500000	1.005	0.953	0.977
5:171000001-171500000	5	171000001	171500000	1.035	1.106	1.078
5:171500001-172000000	5	171500001	172000000	1.025	0.991	0.956
5:172000001-172500000	5	172000001	172500000	1.156	0.883	1.144
5:172500001-173000000	5	172500001	173000000	0.979	0.866	1.008
5:173000001-173500000	5	173000001	173500000	1.042	0.992	0.995
5:173500001-174000000	5	173500001	174000000	0.973	0.958	1.041
5:174000001-174500000	5	174000001	174500000	1.078	0.99	0.951
5:174500001-175000000	5	174500001	175000000	1.051	0.978	0.883
5:175000001-175500000	5	175000001	175500000	1.032	1.158	1.113
5:175500001-176000000	5	175500001	176000000	1.135	0.959	1.081
5:176500001-177000000	5	176500001	177000000	1.128	1.066	1.07
5:177000001-177500000	5	177000001	177500000	1.036	0.999	0.959
5:178000001-178500000	5	178000001	178500000	1.102	1.124	1
5:178500001-179000000	5	178500001	179000000	1.085	1.008	0.982
5:179000001-179500000	5	179000001	179500000	1.097	1.068	0.964
5:179500001-180000000	5	179500001	180000000	0.994	1.147	1.002
5:180000001-180500000	5	180000001	180500000	1.101	1.067	1.169
5:180500001-181000000	5	180500001	181000000	1.092	1.116	1.07
6:500001-1000000	6	500001	1000000	1.169	0.987	1.087
6:1000001-1500000	6	1000001	1500000	1.028	1.037	0.96
6:2000001-2500000	6	2000001	2500000	1.142	1.051	1.011
6:2500001-3000000	6	2500001	3000000	1.039	0.934	1.033
6:3000001-3500000	6	3000001	3500000	0.969	0.895	0.927
6:4000001-4500000	6	4000001	4500000	1.01	1.038	1.04
6:4500001-5000000	6	4500001	5000000	1.059	0.958	0.861
6:5000001-5500000	6	5000001	5500000	1.077	1.06	1.024
6:5500001-6000000	6	5500001	6000000	1.06	1.098	1.12
6:6000001-6500000	6	6000001	6500000	1.162	1.051	1.037
6:6500001-7000000	6	6500001	7000000	0.962	0.947	0.982
6:7000001-7500000	6	7000001	7500000	0.918	0.885	1.031
6:7500001-8000000	6	7500001	8000000	0.944	0.995	0.932
6:8000001-8500000	6	8000001	8500000	1.082	1.038	0.882
6:8500001-9000000	6	8500001	9000000	1.111	1.04	1.074
6:9000001-9500000	6	9000001	9500000	1.034	1.005	0.956
6:9500001-10000000	6	9500001	10000000	1.136	1.061	1
6:10000001-10500000	6	10000001	10500000	0.933	0.926	0.952
6:10500001-11000000	6	10500001	11000000	1.008	1.019	1.003
6:11000001-11500000	6	11000001	11500000	1.11	1.023	1.021
6:11500001-12000000	6	11500001	12000000	1.056	0.94	0.992
6:12000001-12500000	6	12000001	12500000	1.058	0.989	0.973
6:12500001-13000000	6	12500001	13000000	1.096	1.103	1.225
6:13000001-13500000	6	13000001	13500000	0.989	0.955	0.885
6:13500001-14000000	6	13500001	14000000	1.027	0.972	0.968
6:14000001-14500000	6	14000001	14500000	1.065	1.027	0.962
6:14500001-15000000	6	14500001	15000000	1.031	0.897	0.985
6:15000001-15500000	6	15000001	15500000	1.022	0.85	0.974
6:15500001-16000000	6	15500001	16000000	1.1	1.076	1.037
6:16000001-16500000	6	16000001	16500000	1.079	1.107	1.086
6:16500001-17000000	6	16500001	17000000	1.174	0.971	1.019
6:17000001-17500000	6	17000001	17500000	1.201	1.077	0.934
6:17500001-18000000	6	17500001	18000000	1.078	1.005	0.957
6:18000001-18500000	6	18000001	18500000	0.98	0.851	1.056
6:18500001-19000000	6	18500001	19000000	1.023	0.963	1.025
6:19000001-19500000	6	19000001	19500000	1.084	1.066	1.099
6:19500001-20000000	6	19500001	20000000	1.085	0.974	1.029
6:20000001-20500000	6	20000001	20500000	0.985	0.892	1.006
6:20500001-21000000	6	20500001	21000000	0.989	1.002	0.896
6:21000001-21500000	6	21000001	21500000	1.091	1.012	1.043
6:21500001-22000000	6	21500001	22000000	1.088	1.065	1.219
6:22000001-22500000	6	22000001	22500000	1.113	1.029	1.003
6:22500001-23000000	6	22500001	23000000	1.08	0.925	1.047
6:23000001-23500000	6	23000001	23500000	1.176	1.022	0.979
6:23500001-24000000	6	23500001	24000000	1.106	0.969	1.093
6:24000001-24500000	6	24000001	24500000	1.03	0.951	1.093
6:24500001-25000000	6	24500001	25000000	1.039	0.961	0.959
6:25000001-25500000	6	25000001	25500000	1.096	0.928	1.001
6:25500001-26000000	6	25500001	26000000	1.018	0.982	0.958
6:26000001-26500000	6	26000001	26500000	0.873	0.805	0.754
6:27000001-27500000	6	27000001	27500000	0.939	1.038	0.926
6:27500001-28000000	6	27500001	28000000	1.032	0.957	0.936
6:28000001-28500000	6	28000001	28500000	1.042	0.979	1.034
6:28500001-29000000	6	28500001	29000000	0.987	1.004	1.047
6:29500001-30000000	6	29500001	30000000	1.025	0.831	0.976
6:30000001-30500000	6	30000001	30500000	1.027	0.944	1.019
6:30500001-31000000	6	30500001	31000000	1.021	0.953	0.899
6:31500001-32000000	6	31500001	32000000	0.991	0.857	0.908
6:32000001-32500000	6	32000001	32500000	1.11	0.994	1.024
6:33000001-33500000	6	33000001	33500000	0.927	0.918	0.918
6:33500001-34000000	6	33500001	34000000	1.047	1.138	1.019
6:34000001-34500000	6	34000001	34500000	0.998	1.062	1.061
6:34500001-35000000	6	34500001	35000000	1.112	0.988	0.959
6:35000001-35500000	6	35000001	35500000	1.099	1.03	1.007
6:35500001-36000000	6	35500001	36000000	1.005	1.042	0.943
6:36000001-36500000	6	36000001	36500000	1.025	0.97	0.851
6:36500001-37000000	6	36500001	37000000	1.044	1.057	0.909
6:37000001-37500000	6	37000001	37500000	1.017	0.956	1.065
6:37500001-38000000	6	37500001	38000000	1.038	1.001	0.936
6:38000001-38500000	6	38000001	38500000	1.009	0.982	0.996
6:38500001-39000000	6	38500001	39000000	1.132	0.995	1.015
6:39000001-39500000	6	39000001	39500000	1.117	1.06	0.996
6:39500001-40000000	6	39500001	40000000	1.139	1.054	1.088
6:40000001-40500000	6	40000001	40500000	1.026	1.102	1.142
6:40500001-41000000	6	40500001	41000000	1.144	1.042	1.057
6:41000001-41500000	6	41000001	41500000	1.069	0.883	0.904
6:41500001-42000000	6	41500001	42000000	1.104	0.896	1.11
6:42000001-42500000	6	42000001	42500000	1.047	0.977	1.005
6:42500001-43000000	6	42500001	43000000	0.923	0.945	0.926
6:43500001-44000000	6	43500001	44000000	1.055	1.013	1.016
6:44000001-44500000	6	44000001	44500000	0.915	0.98	1.081
6:44500001-45000000	6	44500001	45000000	1.138	1.077	1.129
6:45000001-45500000	6	45000001	45500000	1.026	1.006	0.916
6:45500001-46000000	6	45500001	46000000	1.114	1.133	1.135
6:46000001-46500000	6	46000001	46500000	1.167	1.098	1.095
6:46500001-47000000	6	46500001	47000000	1.099	0.97	0.996
6:47000001-47500000	6	47000001	47500000	1.086	0.913	1.031
6:47500001-48000000	6	47500001	48000000	1.084	1.047	0.987
6:48000001-48500000	6	48000001	48500000	1.006	1.006	0.965
6:48500001-49000000	6	48500001	49000000	1.036	1	1.078
6:49000001-49500000	6	49000001	49500000	1.026	1.045	0.881
6:49500001-50000000	6	49500001	50000000	1.001	0.933	0.974
6:50000001-50500000	6	50000001	50500000	1.022	0.961	0.93
6:50500001-51000000	6	50500001	51000000	1.067	1.056	1.038
6:51000001-51500000	6	51000001	51500000	1.098	0.989	1.004
6:51500001-52000000	6	51500001	52000000	1.018	0.985	1.046
6:52000001-52500000	6	52000001	52500000	1.08	0.991	0.922
6:52500001-53000000	6	52500001	53000000	1.022	1.003	0.991
6:53000001-53500000	6	53000001	53500000	1.01	0.876	1.038
6:53500001-54000000	6	53500001	54000000	1.117	1.026	1.066
6:54000001-54500000	6	54000001	54500000	1.11	0.996	0.963
6:55000001-55500000	6	55000001	55500000	1.082	0.992	0.969
6:55500001-56000000	6	55500001	56000000	1.065	1	1.076
6:56000001-56500000	6	56000001	56500000	1.031	0.981	1.083
6:56500001-57000000	6	56500001	57000000	1.106	1.081	0.985
6:62000001-62500000	6	62000001	62500000	1.006	1.087	1.109
6:62500001-63000000	6	62500001	63000000	0.846	0.966	0.972
6:63000001-63500000	6	63000001	63500000	1.031	1.026	1.148
6:63500001-64000000	6	63500001	64000000	0.956	1.111	1.006
6:64000001-64500000	6	64000001	64500000	1.037	1.027	1.035
6:64500001-65000000	6	64500001	65000000	1.059	1.027	1.023
6:65000001-65500000	6	65000001	65500000	0.945	0.906	0.957
6:65500001-66000000	6	65500001	66000000	0.906	0.986	0.9
6:66000001-66500000	6	66000001	66500000	0.95	0.989	1.019
6:66500001-67000000	6	66500001	67000000	0.887	1.129	0.99
6:67000001-67500000	6	67000001	67500000	0.935	0.993	1.004
6:67500001-68000000	6	67500001	68000000	0.834	0.921	1.008
6:68000001-68500000	6	68000001	68500000	1.042	0.917	0.965
6:68500001-69000000	6	68500001	69000000	0.916	1.031	1.034
6:69000001-69500000	6	69000001	69500000	1.099	0.99	1.027
6:69500001-70000000	6	69500001	70000000	0.987	1.06	0.936
6:70000001-70500000	6	70000001	70500000	1.054	1.063	1.034
6:70500001-71000000	6	70500001	71000000	0.997	0.966	1.079
6:71000001-71500000	6	71000001	71500000	0.927	0.955	1.01
6:71500001-72000000	6	71500001	72000000	0.92	1.035	0.932
6:72000001-72500000	6	72000001	72500000	0.998	0.947	1.129
6:73000001-73500000	6	73000001	73500000	0.856	0.903	1.058
6:73500001-74000000	6	73500001	74000000	0.909	1.012	1.114
