feature	chromosome	start	end	SLX-17930.D706tp_D502tp.H77FWBBXY.s_8.r_1	SLX-17930.D706tp_D503tp.H77FWBBXY.s_8.r_1	SLX-17930.D706tp_D504tp.H77FWBBXY.s_8.r_1	SLX-17930.D706tp_D505tp.H77FWBBXY.s_8.r_1
17:68500001-69000000	17	68500001	69000000	1.092	1.027	1.048	0.932
17:69000001-69500000	17	69000001	69500000	1.115	1.049	1.001	1.068
17:69500001-70000000	17	69500001	70000000	1.074	1.119	0.998	1.071
17:70000001-70500000	17	70000001	70500000	1.099	1.041	0.987	1.004
17:70500001-71000000	17	70500001	71000000	1.144	1.047	1.033	0.993
17:71000001-71500000	17	71000001	71500000	1.107	0.998	0.983	1.101
17:71500001-72000000	17	71500001	72000000	1.061	1.052	0.998	0.982
17:72500001-73000000	17	72500001	73000000	1.095	1.049	1.086	1.04
17:73000001-73500000	17	73000001	73500000	1.087	1.095	1.013	1.031
17:73500001-74000000	17	73500001	74000000	1.094	1.048	1.109	1.062
17:74000001-74500000	17	74000001	74500000	1.079	1.039	1.104	1.051
17:74500001-75000000	17	74500001	75000000	1.014	0.987	0.996	0.879
17:75000001-75500000	17	75000001	75500000	1.039	0.957	1.012	0.957
17:75500001-76000000	17	75500001	76000000	1.014	0.977	0.938	0.961
17:76000001-76500000	17	76000001	76500000	1.022	1.009	0.922	1.014
17:76500001-77000000	17	76500001	77000000	1.041	1.105	1.026	0.97
17:77000001-77500000	17	77000001	77500000	0.974	0.988	0.92	0.974
17:77500001-78000000	17	77500001	78000000	1.075	1.045	1.035	1.055
17:78000001-78500000	17	78000001	78500000	1.064	1.027	0.97	1.01
17:78500001-79000000	17	78500001	79000000	1.018	1.066	0.988	1.04
17:79000001-79500000	17	79000001	79500000	1.065	1.034	1.076	1.053
17:79500001-80000000	17	79500001	80000000	1.021	0.996	1.012	1.009
17:80000001-80500000	17	80000001	80500000	1.059	0.964	1.046	0.99
17:81000001-81500000	17	81000001	81500000	0.875	0.874	1.045	0.987
17:81500001-82000000	17	81500001	82000000	0.882	0.99	0.965	0.915
17:82000001-82500000	17	82000001	82500000	0.999	0.948	0.972	0.978
17:82500001-83000000	17	82500001	83000000	1.001	1.013	1.018	1.011
17:83000001-83257441	17	83000001	83257441	1.26	1.245	1.249	1.267
18:1-500000	18	1	500000	0.976	0.962	1.052	1.001
18:500001-1000000	18	500001	1000000	1.046	0.945	0.997	1.054
18:1000001-1500000	18	1000001	1500000	1.015	0.945	1.032	1.028
18:1500001-2000000	18	1500001	2000000	0.969	0.973	0.979	1.024
18:2000001-2500000	18	2000001	2500000	1.011	1.034	1.007	0.984
18:3000001-3500000	18	3000001	3500000	0.855	0.928	0.929	0.901
18:3500001-4000000	18	3500001	4000000	0.961	0.976	0.986	0.977
18:4000001-4500000	18	4000001	4500000	1.055	0.925	1.027	1.012
18:4500001-5000000	18	4500001	5000000	1.021	0.954	1.009	0.964
18:5000001-5500000	18	5000001	5500000	0.971	0.994	0.957	1
18:5500001-6000000	18	5500001	6000000	1.01	0.927	0.999	1.021
18:6000001-6500000	18	6000001	6500000	1.055	0.972	1.034	1.001
18:6500001-7000000	18	6500001	7000000	0.973	0.913	1.005	0.973
18:7000001-7500000	18	7000001	7500000	1.109	0.985	1.121	1.091
18:7500001-8000000	18	7500001	8000000	1.012	1.009	1.024	1.026
18:9000001-9500000	18	9000001	9500000	0.93	0.943	0.896	0.967
18:9500001-10000000	18	9500001	10000000	0.915	0.885	0.922	0.887
18:10000001-10500000	18	10000001	10500000	1.045	0.961	1.027	1.047
18:10500001-11000000	18	10500001	11000000	0.963	0.965	1.017	1.015
18:11000001-11500000	18	11000001	11500000	1.083	0.956	1.045	0.971
18:11500001-12000000	18	11500001	12000000	1.031	1.058	1.064	1.056
18:12500001-13000000	18	12500001	13000000	0.98	0.907	0.984	1.003
18:13000001-13500000	18	13000001	13500000	0.995	0.97	1	0.969
18:13500001-14000000	18	13500001	14000000	0.984	0.891	0.956	0.957
18:21000001-21500000	18	21000001	21500000	0.943	0.957	1.018	0.937
18:21500001-22000000	18	21500001	22000000	1	0.943	0.945	0.901
18:22000001-22500000	18	22000001	22500000	0.985	0.97	1.013	1.013
18:22500001-23000000	18	22500001	23000000	1.081	1.018	1.055	1
18:23000001-23500000	18	23000001	23500000	0.963	1.031	1.062	1.017
18:23500001-24000000	18	23500001	24000000	1.025	1.036	0.985	0.993
18:24000001-24500000	18	24000001	24500000	0.919	0.923	0.98	0.98
18:24500001-25000000	18	24500001	25000000	1.014	1.073	1.093	1.096
18:25000001-25500000	18	25000001	25500000	1.045	1.035	1.102	1.026
18:25500001-26000000	18	25500001	26000000	1.086	1.074	1.01	0.964
18:26000001-26500000	18	26000001	26500000	0.939	0.953	0.936	1.018
18:26500001-27000000	18	26500001	27000000	0.946	0.921	0.997	1.089
18:27000001-27500000	18	27000001	27500000	1.032	1.095	1.064	1.064
18:27500001-28000000	18	27500001	28000000	1.043	1.038	1.049	0.909
18:28000001-28500000	18	28000001	28500000	1.073	0.98	1.063	1.028
18:28500001-29000000	18	28500001	29000000	1.028	1.057	1.046	0.993
18:29000001-29500000	18	29000001	29500000	1.019	0.999	1.032	1.017
18:29500001-30000000	18	29500001	30000000	1.016	0.924	0.951	0.951
18:30000001-30500000	18	30000001	30500000	0.987	0.954	0.933	0.995
18:30500001-31000000	18	30500001	31000000	0.967	0.935	1.009	0.91
18:31000001-31500000	18	31000001	31500000	0.99	0.977	0.97	0.952
18:31500001-32000000	18	31500001	32000000	1.005	0.989	0.976	1.002
18:32000001-32500000	18	32000001	32500000	0.972	0.979	1.051	1.001
18:32500001-33000000	18	32500001	33000000	1.005	0.968	1.048	1.008
18:33000001-33500000	18	33000001	33500000	1.023	0.99	0.96	1.094
18:33500001-34000000	18	33500001	34000000	1.017	1.076	1.041	0.978
18:34000001-34500000	18	34000001	34500000	1.02	0.961	1.001	1.054
18:35000001-35500000	18	35000001	35500000	0.977	0.96	0.966	0.929
18:35500001-36000000	18	35500001	36000000	0.983	1.021	0.985	0.981
18:36000001-36500000	18	36000001	36500000	1	0.954	0.975	1.009
18:36500001-37000000	18	36500001	37000000	1.038	0.954	0.982	1.08
18:37000001-37500000	18	37000001	37500000	1.032	1.066	0.991	1.018
18:37500001-38000000	18	37500001	38000000	1.002	0.996	1.038	1.047
18:38000001-38500000	18	38000001	38500000	1.061	0.942	1.028	1.014
18:38500001-39000000	18	38500001	39000000	1.011	1.009	1.008	0.999
18:39000001-39500000	18	39000001	39500000	1.032	0.997	0.978	0.967
18:39500001-40000000	18	39500001	40000000	1.001	0.991	1.034	1.022
18:40000001-40500000	18	40000001	40500000	1.011	0.986	1.003	1.033
18:40500001-41000000	18	40500001	41000000	0.968	0.951	0.952	1.006
18:41000001-41500000	18	41000001	41500000	0.986	0.991	0.985	0.961
18:41500001-42000000	18	41500001	42000000	1.014	0.975	1.057	0.979
18:42000001-42500000	18	42000001	42500000	0.991	1.007	1.001	0.988
18:42500001-43000000	18	42500001	43000000	1.116	1.031	1.013	1.056
18:43000001-43500000	18	43000001	43500000	1.051	0.996	1.002	0.957
18:43500001-44000000	18	43500001	44000000	0.97	0.983	0.994	1.032
18:44000001-44500000	18	44000001	44500000	1.039	1.037	1.081	1.111
18:44500001-45000000	18	44500001	45000000	1.004	0.988	1.037	1.065
18:45000001-45500000	18	45000001	45500000	1.037	0.986	1.056	1.043
18:45500001-46000000	18	45500001	46000000	1.028	0.985	1.016	1.061
18:46000001-46500000	18	46000001	46500000	0.971	0.959	1.012	0.994
18:46500001-47000000	18	46500001	47000000	1.023	1.02	1.045	1.023
18:47000001-47500000	18	47000001	47500000	0.988	0.986	1.003	0.984
18:48000001-48500000	18	48000001	48500000	0.968	0.975	1.009	0.97
18:48500001-49000000	18	48500001	49000000	0.978	0.933	1.001	1.023
18:49000001-49500000	18	49000001	49500000	1.016	0.987	1.032	1.049
18:49500001-50000000	18	49500001	50000000	1.02	1.007	1.063	1.096
18:50000001-50500000	18	50000001	50500000	0.987	1.027	0.994	1.067
18:50500001-51000000	18	50500001	51000000	0.966	1.003	0.98	0.958
18:51000001-51500000	18	51000001	51500000	1	0.977	0.926	1.011
18:51500001-52000000	18	51500001	52000000	1.057	1.006	0.995	1.016
18:52000001-52500000	18	52000001	52500000	0.98	0.976	1	0.929
18:53000001-53500000	18	53000001	53500000	1.106	0.972	1.023	0.979
18:53500001-54000000	18	53500001	54000000	0.986	0.998	1.024	0.928
18:54000001-54500000	18	54000001	54500000	1.038	0.956	1.006	0.967
18:54500001-55000000	18	54500001	55000000	0.953	1.008	0.931	1.06
18:55000001-55500000	18	55000001	55500000	1.03	0.948	0.978	0.956
18:55500001-56000000	18	55500001	56000000	1.045	1.027	1.061	1.03
18:56000001-56500000	18	56000001	56500000	1.035	1.069	1.023	1.036
18:56500001-57000000	18	56500001	57000000	0.961	0.974	1.016	1.013
18:57000001-57500000	18	57000001	57500000	1.046	1.104	1.052	1.059
18:57500001-58000000	18	57500001	58000000	0.968	0.931	0.995	1.078
18:58000001-58500000	18	58000001	58500000	0.962	0.901	1.02	0.991
18:58500001-59000000	18	58500001	59000000	0.97	0.991	1.048	1.088
18:59500001-60000000	18	59500001	60000000	0.945	0.96	1.069	0.977
18:60000001-60500000	18	60000001	60500000	1.053	0.996	1.054	1.019
18:60500001-61000000	18	60500001	61000000	1.041	0.96	1.029	0.994
18:61000001-61500000	18	61000001	61500000	1.009	0.971	1.038	0.953
18:62000001-62500000	18	62000001	62500000	0.987	0.963	1.016	1.019
18:62500001-63000000	18	62500001	63000000	0.959	0.991	1.004	1.031
18:63000001-63500000	18	63000001	63500000	1.028	1.027	1.023	0.971
18:63500001-64000000	18	63500001	64000000	1.012	0.927	1.005	0.962
18:64000001-64500000	18	64000001	64500000	1.022	0.992	1.041	0.981
18:64500001-65000000	18	64500001	65000000	0.961	0.959	0.998	0.903
18:65000001-65500000	18	65000001	65500000	0.989	1.028	0.977	0.988
18:65500001-66000000	18	65500001	66000000	0.964	0.946	1.016	0.995
18:66000001-66500000	18	66000001	66500000	0.987	0.968	1.012	0.911
18:66500001-67000000	18	66500001	67000000	0.946	0.967	0.989	0.985
18:67000001-67500000	18	67000001	67500000	1.05	0.941	0.978	1.018
18:67500001-68000000	18	67500001	68000000	1.037	0.978	0.989	0.963
18:68000001-68500000	18	68000001	68500000	0.988	1.073	1.074	0.97
18:68500001-69000000	18	68500001	69000000	1.008	0.865	0.999	0.924
18:69000001-69500000	18	69000001	69500000	1.015	0.929	0.985	0.997
18:69500001-70000000	18	69500001	70000000	1.004	0.986	0.966	0.975
18:70000001-70500000	18	70000001	70500000	0.963	0.895	0.954	0.994
18:70500001-71000000	18	70500001	71000000	1.083	1.043	1.048	1.088
18:71000001-71500000	18	71000001	71500000	0.978	0.945	0.949	0.963
18:71500001-72000000	18	71500001	72000000	1.016	0.906	0.901	0.949
18:72000001-72500000	18	72000001	72500000	0.981	0.908	0.999	0.995
18:72500001-73000000	18	72500001	73000000	0.965	0.957	1.008	0.967
18:73000001-73500000	18	73000001	73500000	1.043	0.939	0.992	1.039
18:73500001-74000000	18	73500001	74000000	1.045	0.961	0.999	1.053
18:74000001-74500000	18	74000001	74500000	0.958	0.962	1.024	1.003
18:74500001-75000000	18	74500001	75000000	0.982	0.955	0.963	0.968
18:75000001-75500000	18	75000001	75500000	0.933	0.969	0.976	0.942
18:75500001-76000000	18	75500001	76000000	1.038	0.989	1.015	1.015
18:76000001-76500000	18	76000001	76500000	0.939	0.906	0.972	0.894
18:76500001-77000000	18	76500001	77000000	0.952	0.867	1.02	1.017
18:77500001-78000000	18	77500001	78000000	0.996	0.974	0.995	1.015
18:78000001-78500000	18	78000001	78500000	1.012	0.923	0.992	0.939
18:78500001-79000000	18	78500001	79000000	1.013	1.044	1.024	1.019
18:79000001-79500000	18	79000001	79500000	1.036	0.904	1.007	0.979
18:79500001-80000000	18	79500001	80000000	0.956	0.925	0.975	0.963
18:80000001-80373285	18	80000001	80373285	1.01	1.046	0.963	1.068
19:500001-1000000	19	500001	1000000	1.006	0.964	0.979	0.987
19:1000001-1500000	19	1000001	1500000	0.882	0.804	0.962	0.836
19:1500001-2000000	19	1500001	2000000	0.956	0.975	0.979	0.988
19:2000001-2500000	19	2000001	2500000	0.935	0.932	0.953	0.933
19:2500001-3000000	19	2500001	3000000	0.964	0.93	1.006	1.05
19:3000001-3500000	19	3000001	3500000	0.961	0.98	1.06	1
19:3500001-4000000	19	3500001	4000000	1.043	1.033	1.045	1.027
19:4000001-4500000	19	4000001	4500000	1.015	1.022	0.98	1.104
19:4500001-5000000	19	4500001	5000000	0.917	0.98	0.996	0.952
19:5000001-5500000	19	5000001	5500000	1.053	0.967	1.035	1.083
19:5500001-6000000	19	5500001	6000000	0.979	0.951	1.047	0.963
19:6000001-6500000	19	6000001	6500000	0.951	0.984	1.01	1.009
19:6500001-7000000	19	6500001	7000000	0.993	0.928	0.936	0.91
19:7500001-8000000	19	7500001	8000000	0.989	0.973	0.978	0.87
19:9000001-9500000	19	9000001	9500000	0.988	0.938	0.953	1.001
19:10000001-10500000	19	10000001	10500000	0.974	1.007	0.954	0.913
19:10500001-11000000	19	10500001	11000000	0.882	0.953	0.908	0.832
19:11000001-11500000	19	11000001	11500000	0.953	0.956	0.927	0.999
19:12500001-13000000	19	12500001	13000000	0.867	0.912	0.885	0.882
19:13500001-14000000	19	13500001	14000000	0.918	0.997	0.931	0.954
19:14500001-15000000	19	14500001	15000000	0.969	1	1.007	0.878
19:15000001-15500000	19	15000001	15500000	0.995	0.978	0.938	0.955
19:15500001-16000000	19	15500001	16000000	0.973	0.985	0.997	0.927
19:16000001-16500000	19	16000001	16500000	0.95	0.926	0.978	0.951
19:16500001-17000000	19	16500001	17000000	0.981	0.958	0.967	0.941
19:17000001-17500000	19	17000001	17500000	0.954	0.885	0.966	0.979
19:17500001-18000000	19	17500001	18000000	1.037	0.999	1.046	1
19:18000001-18500000	19	18000001	18500000	0.923	0.925	0.931	0.91
19:18500001-19000000	19	18500001	19000000	0.977	0.929	1.053	1.097
19:19000001-19500000	19	19000001	19500000	0.99	1.004	0.954	0.983
19:19500001-20000000	19	19500001	20000000	0.921	0.908	0.953	0.948
19:28000001-28500000	19	28000001	28500000	1.027	0.963	1.018	0.915
19:28500001-29000000	19	28500001	29000000	1.024	0.97	1.052	0.99
19:29000001-29500000	19	29000001	29500000	0.997	1.044	1.015	1.045
19:29500001-30000000	19	29500001	30000000	0.962	0.956	0.963	0.994
19:30000001-30500000	19	30000001	30500000	0.992	0.993	1.083	0.987
19:30500001-31000000	19	30500001	31000000	0.99	0.94	1.031	1.008
19:31000001-31500000	19	31000001	31500000	1.011	0.944	1.024	1.027
19:31500001-32000000	19	31500001	32000000	1.016	0.993	1.004	0.972
19:32000001-32500000	19	32000001	32500000	0.983	0.958	0.963	0.959
19:32500001-33000000	19	32500001	33000000	1.053	1.011	1.065	0.879
19:33000001-33500000	19	33000001	33500000	1.062	0.97	1.03	0.945
19:33500001-34000000	19	33500001	34000000	0.942	0.95	1.015	1.111
19:34000001-34500000	19	34000001	34500000	0.969	0.93	0.964	1.018
19:34500001-35000000	19	34500001	35000000	1.024	1.001	0.996	0.909
19:35000001-35500000	19	35000001	35500000	0.936	0.895	0.967	0.96
19:35500001-36000000	19	35500001	36000000	1.018	0.955	0.949	0.976
19:36500001-37000000	19	36500001	37000000	0.874	0.932	0.924	0.927
19:38000001-38500000	19	38000001	38500000	1.01	1.027	1.036	1.048
19:38500001-39000000	19	38500001	39000000	1.014	0.931	1.033	1.016
19:39000001-39500000	19	39000001	39500000	0.949	0.957	0.992	1.008
19:39500001-40000000	19	39500001	40000000	1.075	1.008	0.993	0.991
19:40000001-40500000	19	40000001	40500000	0.974	0.899	0.997	1.027
19:40500001-41000000	19	40500001	41000000	0.914	0.94	0.978	0.896
19:41000001-41500000	19	41000001	41500000	0.972	1.016	0.929	0.968
19:41500001-42000000	19	41500001	42000000	0.982	0.96	0.998	0.934
19:42000001-42500000	19	42000001	42500000	0.945	0.953	0.966	0.986
19:43500001-44000000	19	43500001	44000000	0.875	0.892	0.893	0.903
19:44000001-44500000	19	44000001	44500000	0.951	0.977	0.948	1.007
19:44500001-45000000	19	44500001	45000000	0.991	0.932	1.012	0.964
19:45000001-45500000	19	45000001	45500000	0.935	0.939	0.959	0.964
19:45500001-46000000	19	45500001	46000000	0.967	0.938	0.988	1.002
19:46500001-47000000	19	46500001	47000000	0.96	0.998	1.001	1.032
19:47000001-47500000	19	47000001	47500000	0.944	0.982	1.052	0.999
19:48000001-48500000	19	48000001	48500000	1.023	0.996	0.961	0.959
19:49000001-49500000	19	49000001	49500000	1.062	0.995	1.024	1.007
19:49500001-50000000	19	49500001	50000000	0.963	0.967	0.959	0.994
19:50500001-51000000	19	50500001	51000000	1.143	1.081	1.068	1.015
19:51000001-51500000	19	51000001	51500000	1.045	0.979	1.022	1.039
19:51500001-52000000	19	51500001	52000000	0.97	0.945	0.957	1.023
19:52000001-52500000	19	52000001	52500000	0.905	0.924	0.896	0.954
19:54000001-54500000	19	54000001	54500000	0.953	0.956	0.915	0.951
19:55000001-55500000	19	55000001	55500000	0.996	1.001	1.008	0.946
19:55500001-56000000	19	55500001	56000000	1.046	0.988	1.001	0.997
19:56000001-56500000	19	56000001	56500000	0.99	0.921	1.024	0.972
19:57000001-57500000	19	57000001	57500000	1.004	0.869	0.925	0.948
19:57500001-58000000	19	57500001	58000000	0.952	0.919	0.901	0.983
19:58000001-58500000	19	58000001	58500000	0.965	0.905	1.002	1.003
20:1-500000	20	1	500000	1.328	1.068	0.962	1.09
20:500001-1000000	20	500001	1000000	1.456	1.167	1.032	1.001
20:1000001-1500000	20	1000001	1500000	1.408	1.11	0.932	0.977
20:1500001-2000000	20	1500001	2000000	1.387	1.128	0.931	0.961
20:2000001-2500000	20	2000001	2500000	1.358	1.216	0.989	1.013
20:2500001-3000000	20	2500001	3000000	1.399	1.211	0.963	1.043
20:3000001-3500000	20	3000001	3500000	1.451	1.229	1.042	1.056
20:3500001-4000000	20	3500001	4000000	1.369	1.134	0.917	0.997
20:4000001-4500000	20	4000001	4500000	1.5	1.244	1.09	1.006
20:4500001-5000000	20	4500001	5000000	1.381	1.128	1.022	0.974
20:5000001-5500000	20	5000001	5500000	1.194	1.067	1.059	1.013
20:6000001-6500000	20	6000001	6500000	1.023	0.876	1.009	0.978
20:6500001-7000000	20	6500001	7000000	0.996	0.984	1.027	1.046
20:7000001-7500000	20	7000001	7500000	1.031	0.987	0.987	1.01
20:7500001-8000000	20	7500001	8000000	1.15	1.049	1.014	1.014
20:8000001-8500000	20	8000001	8500000	1.243	1.12	0.997	1.025
20:8500001-9000000	20	8500001	9000000	1.221	1.139	1.036	1.017
20:9500001-10000000	20	9500001	10000000	1.264	1.153	1.065	1.022
20:10500001-11000000	20	10500001	11000000	1.205	1.06	1.017	0.995
20:11000001-11500000	20	11000001	11500000	1.224	1.125	1.019	1.009
20:11500001-12000000	20	11500001	12000000	1.218	1.059	1.012	0.966
20:12000001-12500000	20	12000001	12500000	1.3	1.146	1.064	1.08
20:12500001-13000000	20	12500001	13000000	1.208	1.087	0.988	1.04
20:13500001-14000000	20	13500001	14000000	1.204	1.064	0.974	1.037
20:14000001-14500000	20	14000001	14500000	1.206	1.119	0.967	1.003
20:14500001-15000000	20	14500001	15000000	1.209	1.075	0.998	0.94
20:15000001-15500000	20	15000001	15500000	1.268	1.099	1.058	0.99
20:15500001-16000000	20	15500001	16000000	1.23	1.115	0.978	1.029
20:16000001-16500000	20	16000001	16500000	1.249	1.094	1.02	1.059
20:16500001-17000000	20	16500001	17000000	1.207	1.085	1.023	0.994
20:17000001-17500000	20	17000001	17500000	1.272	1.135	1.052	1.036
20:17500001-18000000	20	17500001	18000000	1.113	1.074	0.921	0.929
20:18500001-19000000	20	18500001	19000000	1.264	1.095	1.01	1.048
20:19000001-19500000	20	19000001	19500000	1.228	1.075	0.979	0.983
20:19500001-20000000	20	19500001	20000000	1.204	1.141	0.997	1.016
20:20000001-20500000	20	20000001	20500000	1.181	1.08	1.03	0.985
20:20500001-21000000	20	20500001	21000000	1.208	1.114	1.008	0.999
20:21000001-21500000	20	21000001	21500000	1.275	1.092	1.039	0.95
20:21500001-22000000	20	21500001	22000000	1.305	1.15	1.021	0.973
20:22500001-23000000	20	22500001	23000000	1.266	1.17	1.076	1.126
20:23000001-23500000	20	23000001	23500000	1.226	1.131	1.022	0.996
20:23500001-24000000	20	23500001	24000000	1.207	1.152	1.052	1.066
20:24500001-25000000	20	24500001	25000000	1.306	1.227	1.067	1.073
20:25000001-25500000	20	25000001	25500000	1.258	1.03	1.02	1.058
20:31500001-32000000	20	31500001	32000000	1.225	1.212	1.002	1.111
20:32000001-32500000	20	32000001	32500000	1.134	1.105	0.984	0.975
20:32500001-33000000	20	32500001	33000000	1.183	1.077	1.006	0.997
20:33000001-33500000	20	33000001	33500000	1.259	1.162	1.117	1.072
20:33500001-34000000	20	33500001	34000000	1.169	0.976	0.998	0.928
20:34000001-34500000	20	34000001	34500000	1.207	1.204	0.942	1.015
20:35000001-35500000	20	35000001	35500000	1.25	1.106	0.968	1.034
20:35500001-36000000	20	35500001	36000000	1.259	1.056	0.968	1.048
20:36000001-36500000	20	36000001	36500000	1.197	1.123	1.046	1.014
20:36500001-37000000	20	36500001	37000000	1.216	1.126	0.997	1.046
20:37000001-37500000	20	37000001	37500000	1.251	1.08	0.977	0.934
20:37500001-38000000	20	37500001	38000000	1.168	1.13	0.989	0.99
20:38000001-38500000	20	38000001	38500000	1.186	1.025	0.928	1.043
20:38500001-39000000	20	38500001	39000000	1.171	1.132	1.074	0.992
20:39000001-39500000	20	39000001	39500000	1.234	1.153	1.044	1.035
20:39500001-40000000	20	39500001	40000000	1.278	1.143	1.036	1.009
20:40000001-40500000	20	40000001	40500000	1.254	1.15	1.062	0.982
20:40500001-41000000	20	40500001	41000000	1.272	1.086	1.059	1.046
20:41000001-41500000	20	41000001	41500000	1.232	1.111	0.982	1.021
20:41500001-42000000	20	41500001	42000000	1.246	1.134	1.028	1.104
