feature	chromosome	start	end	SLX-17922.D708tp_D502tp.HC22GBBXY.s_6.r_1	SLX-16150.D708tp_D501tp.HC22VBBXY.s_3.r_1	SLX-16150.D709tp_D503tp.HC22VBBXY.s_3.r_1
17:17500001-18000000	17	17500001	18000000	1.031	0.943	0.986
17:21000001-21500000	17	21000001	21500000	0.959	0.965	0.878
17:27000001-27500000	17	27000001	27500000	0.851	0.861	0.997
17:27500001-28000000	17	27500001	28000000	0.897	0.905	1.002
17:28000001-28500000	17	28000001	28500000	1.038	1.043	0.963
17:28500001-29000000	17	28500001	29000000	0.86	0.908	0.939
17:29000001-29500000	17	29000001	29500000	1.01	1.005	0.943
17:29500001-30000000	17	29500001	30000000	0.906	0.919	0.869
17:30000001-30500000	17	30000001	30500000	0.803	0.951	1.047
17:31000001-31500000	17	31000001	31500000	0.978	0.932	0.922
17:31500001-32000000	17	31500001	32000000	0.863	0.993	0.961
17:32500001-33000000	17	32500001	33000000	0.969	0.981	0.987
17:33000001-33500000	17	33000001	33500000	1.061	1.096	1.018
17:33500001-34000000	17	33500001	34000000	0.977	0.947	1.076
17:34000001-34500000	17	34000001	34500000	1.055	0.991	1.055
17:34500001-35000000	17	34500001	35000000	0.885	0.988	1.038
17:35000001-35500000	17	35000001	35500000	1.016	0.886	1.115
17:36500001-37000000	17	36500001	37000000	0.968	0.961	0.986
17:37000001-37500000	17	37000001	37500000	0.844	0.978	0.977
17:38500001-39000000	17	38500001	39000000	1.083	0.928	1.042
17:39000001-39500000	17	39000001	39500000	0.921	1.032	1.017
17:39500001-40000000	17	39500001	40000000	0.879	0.942	0.944
17:40000001-40500000	17	40000001	40500000	0.885	0.987	0.982
17:40500001-41000000	17	40500001	41000000	0.922	0.992	0.933
17:41000001-41500000	17	41000001	41500000	1.029	1.004	1.096
17:41500001-42000000	17	41500001	42000000	0.957	1.057	0.879
17:42000001-42500000	17	42000001	42500000	0.953	0.917	1.006
17:42500001-43000000	17	42500001	43000000	1.017	1.087	1.059
17:44000001-44500000	17	44000001	44500000	0.93	0.987	0.976
17:44500001-45000000	17	44500001	45000000	0.955	0.934	1.085
17:45000001-45500000	17	45000001	45500000	0.864	0.938	1.019
17:45500001-46000000	17	45500001	46000000	1.212	1.008	1.147
17:47500001-48000000	17	47500001	48000000	1.019	1.03	1.057
17:48000001-48500000	17	48000001	48500000	0.955	0.923	1.112
17:48500001-49000000	17	48500001	49000000	1.014	0.958	1.066
17:49000001-49500000	17	49000001	49500000	1.014	0.984	0.998
17:49500001-50000000	17	49500001	50000000	0.996	1.064	1.055
17:50000001-50500000	17	50000001	50500000	1.154	1.062	1.059
17:50500001-51000000	17	50500001	51000000	0.999	0.988	0.994
17:51000001-51500000	17	51000001	51500000	1.069	1.068	1.113
17:51500001-52000000	17	51500001	52000000	1.295	1.417	1.566
17:52000001-52500000	17	52000001	52500000	1.265	1.407	1.526
17:52500001-53000000	17	52500001	53000000	1.184	1.383	1.395
17:53500001-54000000	17	53500001	54000000	1.125	1.377	1.429
17:54000001-54500000	17	54000001	54500000	1.278	1.274	1.304
17:55000001-55500000	17	55000001	55500000	0.95	1.057	1.112
17:55500001-56000000	17	55500001	56000000	1.007	1.117	1.125
17:56000001-56500000	17	56000001	56500000	0.965	1.079	1.146
17:56500001-57000000	17	56500001	57000000	1.182	1.191	1.233
17:57000001-57500000	17	57000001	57500000	1.165	1.078	1.163
17:57500001-58000000	17	57500001	58000000	1.069	1.171	1.127
17:58000001-58500000	17	58000001	58500000	1.099	1.153	1.167
17:58500001-59000000	17	58500001	59000000	1.051	1.125	1.215
17:59500001-60000000	17	59500001	60000000	1.124	1.269	1.305
17:60500001-61000000	17	60500001	61000000	1.233	1.147	1.304
17:61000001-61500000	17	61000001	61500000	1.223	1.228	1.316
17:61500001-62000000	17	61500001	62000000	1.312	1.295	1.475
17:62500001-63000000	17	62500001	63000000	1.087	1.14	1.372
17:63500001-64000000	17	63500001	64000000	1.213	1.12	1.161
17:64000001-64500000	17	64000001	64500000	1.148	1.127	1.112
17:65000001-65500000	17	65000001	65500000	1.283	1.206	1.292
17:66000001-66500000	17	66000001	66500000	1.177	1.154	1.187
17:66500001-67000000	17	66500001	67000000	1.26	1.241	1.141
17:67000001-67500000	17	67000001	67500000	1.145	1.227	1.28
17:67500001-68000000	17	67500001	68000000	0.999	1.156	1.25
17:68500001-69000000	17	68500001	69000000	1.268	1.297	1.435
17:69000001-69500000	17	69000001	69500000	1.163	1.412	1.412
17:69500001-70000000	17	69500001	70000000	1.216	1.234	1.462
17:70000001-70500000	17	70000001	70500000	1.086	1.053	1.218
17:70500001-71000000	17	70500001	71000000	1.017	1.162	1.182
17:71000001-71500000	17	71000001	71500000	1.083	1.022	1.12
17:71500001-72000000	17	71500001	72000000	1	0.932	1.033
17:72500001-73000000	17	72500001	73000000	0.999	1.032	0.974
17:73000001-73500000	17	73000001	73500000	1.14	1.027	1.072
17:73500001-74000000	17	73500001	74000000	1.101	0.997	1.097
17:74000001-74500000	17	74000001	74500000	0.981	0.964	1.045
17:74500001-75000000	17	74500001	75000000	1.034	1.012	1.045
17:75000001-75500000	17	75000001	75500000	0.932	1.138	1.233
17:75500001-76000000	17	75500001	76000000	0.907	0.968	0.997
17:76000001-76500000	17	76000001	76500000	0.864	0.997	1.103
17:76500001-77000000	17	76500001	77000000	1.133	1.159	1.066
17:77000001-77500000	17	77000001	77500000	0.955	0.98	0.981
17:77500001-78000000	17	77500001	78000000	1.245	0.953	1.103
17:78000001-78500000	17	78000001	78500000	1.007	1.056	0.934
17:78500001-79000000	17	78500001	79000000	0.955	1.079	0.98
17:79000001-79500000	17	79000001	79500000	1.071	1.134	1.124
17:79500001-80000000	17	79500001	80000000	0.982	1.113	1.131
17:80000001-80500000	17	80000001	80500000	1.033	1.045	1.108
17:81000001-81500000	17	81000001	81500000	1.027	1.046	0.989
17:81500001-82000000	17	81500001	82000000	0.969	1.01	0.919
17:82000001-82500000	17	82000001	82500000	0.971	0.969	0.999
17:82500001-83000000	17	82500001	83000000	1.056	1.008	0.993
17:83000001-83257441	17	83000001	83257441	1.007	1.195	1.203
18:1-500000	18	1	500000	0.915	0.997	1.061
18:500001-1000000	18	500001	1000000	1.091	1.004	0.954
18:1000001-1500000	18	1000001	1500000	1.128	0.989	1.025
18:1500001-2000000	18	1500001	2000000	1.071	1.011	1.052
18:2000001-2500000	18	2000001	2500000	0.939	0.895	1.003
18:3000001-3500000	18	3000001	3500000	0.851	1.006	0.945
18:3500001-4000000	18	3500001	4000000	0.965	0.972	1.078
18:4000001-4500000	18	4000001	4500000	1.008	1.061	0.99
18:4500001-5000000	18	4500001	5000000	0.991	1.051	0.954
18:5000001-5500000	18	5000001	5500000	0.961	1.02	0.984
18:5500001-6000000	18	5500001	6000000	1.007	1.024	1.027
18:6000001-6500000	18	6000001	6500000	1.068	0.971	0.96
18:6500001-7000000	18	6500001	7000000	0.98	0.961	0.934
18:7000001-7500000	18	7000001	7500000	1.123	1.067	1.092
18:7500001-8000000	18	7500001	8000000	0.95	0.893	1.024
18:9000001-9500000	18	9000001	9500000	0.968	0.879	0.965
18:9500001-10000000	18	9500001	10000000	0.966	0.944	0.988
18:10000001-10500000	18	10000001	10500000	0.976	0.986	1.095
18:10500001-11000000	18	10500001	11000000	0.886	0.998	0.99
18:11000001-11500000	18	11000001	11500000	1.01	0.92	1.069
18:11500001-12000000	18	11500001	12000000	0.995	1.124	1.086
18:12500001-13000000	18	12500001	13000000	0.925	1.014	0.936
18:13000001-13500000	18	13000001	13500000	1.041	1.111	0.982
18:13500001-14000000	18	13500001	14000000	0.947	1.013	0.938
18:21000001-21500000	18	21000001	21500000	1.068	0.926	1.01
18:21500001-22000000	18	21500001	22000000	1.002	0.969	0.988
18:22000001-22500000	18	22000001	22500000	1.133	1.002	1.021
18:22500001-23000000	18	22500001	23000000	1.035	1.101	1.04
18:23000001-23500000	18	23000001	23500000	1.194	0.958	1.111
18:23500001-24000000	18	23500001	24000000	0.997	0.847	1.037
18:24000001-24500000	18	24000001	24500000	0.832	1.019	1.007
18:24500001-25000000	18	24500001	25000000	1.045	0.985	1.147
18:25000001-25500000	18	25000001	25500000	1.07	1.08	1.07
18:25500001-26000000	18	25500001	26000000	1.085	0.966	0.964
18:26000001-26500000	18	26000001	26500000	0.93	0.936	1.017
18:26500001-27000000	18	26500001	27000000	1.054	0.983	1.016
18:27000001-27500000	18	27000001	27500000	0.999	1.004	1.051
18:27500001-28000000	18	27500001	28000000	0.973	0.963	0.986
18:28000001-28500000	18	28000001	28500000	0.928	0.966	1.016
18:28500001-29000000	18	28500001	29000000	0.962	0.915	1.017
18:29000001-29500000	18	29000001	29500000	1.011	0.978	0.962
18:29500001-30000000	18	29500001	30000000	1.004	1.001	0.978
18:30000001-30500000	18	30000001	30500000	0.949	0.953	0.985
18:30500001-31000000	18	30500001	31000000	1.08	0.969	1.088
18:31000001-31500000	18	31000001	31500000	1.074	0.993	0.949
18:31500001-32000000	18	31500001	32000000	0.921	0.993	1.044
18:32000001-32500000	18	32000001	32500000	0.972	0.945	1.051
18:32500001-33000000	18	32500001	33000000	1.024	1.009	1.065
18:33000001-33500000	18	33000001	33500000	0.979	1.005	1.055
18:33500001-34000000	18	33500001	34000000	1.038	0.935	0.983
18:34000001-34500000	18	34000001	34500000	1.061	1.049	1.061
18:35000001-35500000	18	35000001	35500000	0.947	0.932	0.94
18:35500001-36000000	18	35500001	36000000	0.916	1.006	0.983
18:36000001-36500000	18	36000001	36500000	0.937	0.87	0.9
18:36500001-37000000	18	36500001	37000000	0.989	0.913	1.056
18:37000001-37500000	18	37000001	37500000	1.02	1.022	1.031
18:37500001-38000000	18	37500001	38000000	0.922	0.974	1.018
18:38000001-38500000	18	38000001	38500000	0.923	0.954	0.911
18:38500001-39000000	18	38500001	39000000	0.967	0.991	0.952
18:39000001-39500000	18	39000001	39500000	0.951	1.022	0.999
18:39500001-40000000	18	39500001	40000000	0.921	1.015	1.068
18:40000001-40500000	18	40000001	40500000	0.939	1.017	1.099
18:40500001-41000000	18	40500001	41000000	1.017	0.998	0.947
18:41000001-41500000	18	41000001	41500000	0.965	0.887	0.98
18:41500001-42000000	18	41500001	42000000	0.988	0.998	1.048
18:42000001-42500000	18	42000001	42500000	0.974	0.952	1.003
18:42500001-43000000	18	42500001	43000000	0.985	1.042	1.018
18:43000001-43500000	18	43000001	43500000	0.968	0.946	0.931
18:43500001-44000000	18	43500001	44000000	1.045	0.974	0.973
18:44000001-44500000	18	44000001	44500000	1.042	1.044	1.112
18:44500001-45000000	18	44500001	45000000	0.879	1.027	0.938
18:45000001-45500000	18	45000001	45500000	0.978	1.101	1.127
18:45500001-46000000	18	45500001	46000000	0.999	1.081	1.009
18:46000001-46500000	18	46000001	46500000	0.925	1.023	1.002
18:46500001-47000000	18	46500001	47000000	1.047	1.076	0.97
18:47000001-47500000	18	47000001	47500000	1.098	0.945	1.115
18:48000001-48500000	18	48000001	48500000	1.021	0.968	0.987
18:48500001-49000000	18	48500001	49000000	1.001	1.022	1.014
18:49000001-49500000	18	49000001	49500000	0.912	0.892	0.984
18:49500001-50000000	18	49500001	50000000	1.054	0.927	0.995
18:50000001-50500000	18	50000001	50500000	0.984	0.915	1.004
18:50500001-51000000	18	50500001	51000000	0.93	0.905	0.865
18:51000001-51500000	18	51000001	51500000	0.872	0.977	0.992
18:51500001-52000000	18	51500001	52000000	1.042	0.922	0.948
18:52000001-52500000	18	52000001	52500000	0.935	0.941	0.947
18:53000001-53500000	18	53000001	53500000	0.96	0.985	0.929
18:53500001-54000000	18	53500001	54000000	0.934	0.968	0.971
18:54000001-54500000	18	54000001	54500000	1.044	0.999	0.958
18:54500001-55000000	18	54500001	55000000	1.05	1.03	0.992
18:55000001-55500000	18	55000001	55500000	0.982	0.885	0.901
18:55500001-56000000	18	55500001	56000000	1.014	0.931	0.967
18:56000001-56500000	18	56000001	56500000	0.977	1.079	1.046
18:56500001-57000000	18	56500001	57000000	0.948	0.945	1.022
18:57000001-57500000	18	57000001	57500000	1.052	1.052	1.018
18:57500001-58000000	18	57500001	58000000	1.019	0.935	0.939
18:58000001-58500000	18	58000001	58500000	0.954	0.88	0.861
18:58500001-59000000	18	58500001	59000000	1.028	1.013	0.992
18:59500001-60000000	18	59500001	60000000	0.971	0.995	0.967
18:60000001-60500000	18	60000001	60500000	0.959	0.929	0.957
18:60500001-61000000	18	60500001	61000000	0.834	1.049	1.036
18:61000001-61500000	18	61000001	61500000	1.043	0.941	1.023
18:62000001-62500000	18	62000001	62500000	0.954	0.973	0.939
18:62500001-63000000	18	62500001	63000000	0.906	0.929	1.009
18:63000001-63500000	18	63000001	63500000	0.957	1.064	1.051
18:63500001-64000000	18	63500001	64000000	1.002	0.983	1.022
18:64000001-64500000	18	64000001	64500000	0.926	0.973	1.109
18:64500001-65000000	18	64500001	65000000	1.014	0.924	0.961
18:65000001-65500000	18	65000001	65500000	0.904	1.009	1.065
18:65500001-66000000	18	65500001	66000000	0.942	1.107	0.983
18:66000001-66500000	18	66000001	66500000	0.97	0.974	0.9
18:66500001-67000000	18	66500001	67000000	0.91	0.977	1.031
18:67000001-67500000	18	67000001	67500000	0.919	0.928	1.01
18:67500001-68000000	18	67500001	68000000	0.944	0.858	0.92
18:68000001-68500000	18	68000001	68500000	0.888	0.981	0.988
18:68500001-69000000	18	68500001	69000000	0.94	0.969	1.065
18:69000001-69500000	18	69000001	69500000	0.973	0.92	0.967
18:69500001-70000000	18	69500001	70000000	1.011	1.024	0.962
18:70000001-70500000	18	70000001	70500000	1.01	0.936	0.927
18:70500001-71000000	18	70500001	71000000	1.052	0.967	0.971
18:71000001-71500000	18	71000001	71500000	1.003	1.013	1.013
18:71500001-72000000	18	71500001	72000000	1.019	1.145	1.017
18:72000001-72500000	18	72000001	72500000	0.943	0.936	1.092
18:72500001-73000000	18	72500001	73000000	0.938	0.979	1.02
18:73000001-73500000	18	73000001	73500000	1.001	1.012	0.987
18:73500001-74000000	18	73500001	74000000	1.046	1.016	1.082
18:74000001-74500000	18	74000001	74500000	1.074	0.967	0.99
18:74500001-75000000	18	74500001	75000000	0.894	1.012	1.032
18:75000001-75500000	18	75000001	75500000	1.01	0.966	1.03
18:75500001-76000000	18	75500001	76000000	0.895	1.07	1.065
18:76000001-76500000	18	76000001	76500000	0.937	0.939	1.057
18:76500001-77000000	18	76500001	77000000	0.94	0.972	0.915
18:77500001-78000000	18	77500001	78000000	1.013	0.998	1.033
18:78000001-78500000	18	78000001	78500000	0.959	1.011	1.042
18:78500001-79000000	18	78500001	79000000	1.122	0.944	0.958
18:79000001-79500000	18	79000001	79500000	0.967	1.024	0.965
18:79500001-80000000	18	79500001	80000000	1.034	1.06	0.953
18:80000001-80373285	18	80000001	80373285	1.032	0.998	0.886
19:500001-1000000	19	500001	1000000	0.983	0.998	0.958
19:1000001-1500000	19	1000001	1500000	0.898	0.921	0.792
19:1500001-2000000	19	1500001	2000000	0.981	0.977	0.975
19:2000001-2500000	19	2000001	2500000	0.987	0.943	0.998
19:2500001-3000000	19	2500001	3000000	0.963	0.904	0.959
19:3000001-3500000	19	3000001	3500000	1.053	0.906	1.06
19:3500001-4000000	19	3500001	4000000	1.006	0.976	1.045
19:4000001-4500000	19	4000001	4500000	0.992	0.926	0.989
19:4500001-5000000	19	4500001	5000000	0.987	1.044	1.142
19:5000001-5500000	19	5000001	5500000	1.062	0.964	0.972
19:5500001-6000000	19	5500001	6000000	0.97	0.978	1.11
19:6000001-6500000	19	6000001	6500000	1.051	1.068	0.963
19:6500001-7000000	19	6500001	7000000	0.937	1.002	0.968
19:7500001-8000000	19	7500001	8000000	0.907	1.044	0.933
19:9000001-9500000	19	9000001	9500000	1.004	1.063	0.969
19:10000001-10500000	19	10000001	10500000	0.872	0.944	0.927
19:10500001-11000000	19	10500001	11000000	0.942	0.903	0.991
19:11000001-11500000	19	11000001	11500000	0.996	0.938	0.997
19:12500001-13000000	19	12500001	13000000	0.957	0.844	0.953
19:13500001-14000000	19	13500001	14000000	0.918	1.014	0.948
19:14500001-15000000	19	14500001	15000000	0.958	0.905	1.044
19:15000001-15500000	19	15000001	15500000	0.843	0.99	1.033
19:15500001-16000000	19	15500001	16000000	0.961	0.952	0.965
19:16000001-16500000	19	16000001	16500000	0.943	0.856	0.994
19:16500001-17000000	19	16500001	17000000	1.069	0.952	0.959
19:17000001-17500000	19	17000001	17500000	0.842	0.981	0.964
19:17500001-18000000	19	17500001	18000000	1.093	0.995	1.086
19:18000001-18500000	19	18000001	18500000	0.865	1.028	0.936
19:18500001-19000000	19	18500001	19000000	0.951	0.945	1.097
19:19000001-19500000	19	19000001	19500000	0.932	1.01	0.969
19:19500001-20000000	19	19500001	20000000	0.928	0.921	1.005
19:28000001-28500000	19	28000001	28500000	0.924	0.95	0.98
19:28500001-29000000	19	28500001	29000000	0.953	1.011	1.008
19:29000001-29500000	19	29000001	29500000	1.068	0.978	0.893
19:29500001-30000000	19	29500001	30000000	1.001	1.125	1.041
19:30000001-30500000	19	30000001	30500000	1.12	0.996	1.057
19:30500001-31000000	19	30500001	31000000	0.909	1.063	0.958
19:31000001-31500000	19	31000001	31500000	0.979	1.054	1.006
19:31500001-32000000	19	31500001	32000000	0.935	1.063	0.945
19:32000001-32500000	19	32000001	32500000	1.012	0.907	1.106
19:32500001-33000000	19	32500001	33000000	1.083	1.025	1.036
19:33000001-33500000	19	33000001	33500000	0.948	1.015	0.976
19:33500001-34000000	19	33500001	34000000	1.042	0.907	0.958
19:34000001-34500000	19	34000001	34500000	0.939	0.866	0.95
19:34500001-35000000	19	34500001	35000000	0.949	0.926	1.08
19:35000001-35500000	19	35000001	35500000	0.922	0.893	0.99
19:35500001-36000000	19	35500001	36000000	1.009	1.01	0.94
19:36500001-37000000	19	36500001	37000000	0.904	0.98	1.102
19:38000001-38500000	19	38000001	38500000	1.028	0.962	1.048
19:38500001-39000000	19	38500001	39000000	1.102	1.02	1.029
19:39000001-39500000	19	39000001	39500000	1	1.065	0.971
19:39500001-40000000	19	39500001	40000000	1.01	1.012	0.991
19:40000001-40500000	19	40000001	40500000	1.069	1.024	1.013
19:40500001-41000000	19	40500001	41000000	1.047	1.056	0.962
19:41000001-41500000	19	41000001	41500000	0.919	1.009	1.045
19:41500001-42000000	19	41500001	42000000	0.973	1.002	1.012
19:42000001-42500000	19	42000001	42500000	0.959	0.924	0.898
19:43500001-44000000	19	43500001	44000000	0.923	1.02	0.985
19:44000001-44500000	19	44000001	44500000	0.994	0.895	1.053
19:44500001-45000000	19	44500001	45000000	0.996	0.927	1.018
19:45000001-45500000	19	45000001	45500000	1.116	0.897	1.146
19:45500001-46000000	19	45500001	46000000	1.038	1.011	1.105
19:46500001-47000000	19	46500001	47000000	0.969	1.03	0.975
19:47000001-47500000	19	47000001	47500000	1.118	1.027	1.195
19:48000001-48500000	19	48000001	48500000	0.96	1.028	1.029
19:49000001-49500000	19	49000001	49500000	1.057	1.032	1.054
19:49500001-50000000	19	49500001	50000000	0.993	0.969	0.974
19:50500001-51000000	19	50500001	51000000	1.116	1.018	1.116
19:51000001-51500000	19	51000001	51500000	0.894	0.913	1.029
19:51500001-52000000	19	51500001	52000000	0.876	0.973	0.946
19:52000001-52500000	19	52000001	52500000	0.977	1.001	1.027
19:54000001-54500000	19	54000001	54500000	0.975	1.038	1.004
19:55000001-55500000	19	55000001	55500000	1.044	0.991	1.014
19:55500001-56000000	19	55500001	56000000	0.953	1.095	1.048
19:56000001-56500000	19	56000001	56500000	0.929	0.973	0.966
19:57000001-57500000	19	57000001	57500000	0.945	1.041	0.953
19:57500001-58000000	19	57500001	58000000	0.968	0.957	0.953
19:58000001-58500000	19	58000001	58500000	0.993	0.97	1.031
20:1-500000	20	1	500000	0.997	1.141	1.049
20:500001-1000000	20	500001	1000000	0.905	0.985	0.985
20:1000001-1500000	20	1000001	1500000	0.953	0.964	0.937
20:1500001-2000000	20	1500001	2000000	0.812	0.989	1.036
20:2000001-2500000	20	2000001	2500000	0.971	0.916	1.031
20:2500001-3000000	20	2500001	3000000	1.019	0.931	1.003
20:3000001-3500000	20	3000001	3500000	0.985	0.869	1.06
20:3500001-4000000	20	3500001	4000000	0.911	0.901	1.016
20:4000001-4500000	20	4000001	4500000	0.932	1.091	0.947
20:4500001-5000000	20	4500001	5000000	0.846	0.922	1.008
20:5000001-5500000	20	5000001	5500000	0.967	1.06	0.995
20:6000001-6500000	20	6000001	6500000	0.965	0.985	1.038
20:6500001-7000000	20	6500001	7000000	0.994	0.964	1.053
20:7000001-7500000	20	7000001	7500000	0.973	0.998	1.02
20:7500001-8000000	20	7500001	8000000	0.942	0.939	0.999
20:8000001-8500000	20	8000001	8500000	0.942	0.992	1.025
20:8500001-9000000	20	8500001	9000000	0.932	1.012	0.961
20:9500001-10000000	20	9500001	10000000	0.968	0.948	1.079
